Timestamp	Text	Link
9:19	Useless They just weren't exactly sure what it did.	https://youtu.be/wf4G-NcyCe4?t=559
9:25	Now why do we know this okay the reason why is because of surgical manuals Uh.	https://youtu.be/wf4G-NcyCe4?t=565
9:31	And the particular surgical man manual is the Edwin Smith Papyrus So they did do surgery on the.	https://youtu.be/wf4G-NcyCe4?t=571
9:39	Brain to repair certain things from happening For example they knew enough.	https://youtu.be/wf4G-NcyCe4?t=579
9:45	About say the function of the brain that they could do tonation which is a kind.	https://youtu.be/wf4G-NcyCe4?t=585
9:52	Of brain surgery where they open up a circle in the skull and remove part of the brain often a tumor So they they.	https://youtu.be/wf4G-NcyCe4?t=592
10:00	Understood that when the brain malfunctioned the rest of the person was not healthy Okay So they didn't think.	https://youtu.be/wf4G-NcyCe4?t=600
10:07	The brain was useless At the same time too there wasn't a.	https://youtu.be/wf4G-NcyCe4?t=607
10:12	Practical way to extract the brain for say um.	https://youtu.be/wf4G-NcyCe4?t=612
10:19	Mummification So in that respect they needed to.	https://youtu.be/wf4G-NcyCe4?t=619
10:25	Do when they when they mummified a body they couldn't take the brain out.	https://youtu.be/wf4G-NcyCe4?t=625
10:30	So what ended up happening was usually that the brain was left in the skull and as the mummy dehydrated it just formed a.	https://youtu.be/wf4G-NcyCe4?t=630
10:38	Film inside the skull So.	https://youtu.be/wf4G-NcyCe4?t=638
10:44	"Uh Gabe Reagan says ""I don't know if I trust Bronze Age brain."	https://youtu.be/wf4G-NcyCe4?t=644
10:50	"Surgery."" Yeah but their patients survived we got lots of examples of of skulls."	https://youtu.be/wf4G-NcyCe4?t=650
10:57	Where they had performed tponation and it started.	https://youtu.be/wf4G-NcyCe4?t=657
11:03	Healing over you know there's evidence of the blood bone starting to knit back up so even though as as I said.	https://youtu.be/wf4G-NcyCe4?t=663
11:12	Very crude I and I wouldn't trust it myself but they it was an effective.	https://youtu.be/wf4G-NcyCe4?t=672
11:21	Treatment when it was targeting the right place.	https://youtu.be/wf4G-NcyCe4?t=681
11:29	"So Mama says ""Wow I always thought that they did the hook through the nose."	https://youtu.be/wf4G-NcyCe4?t=689
11:35	"Mashup thing."" No And they that was a myth for a long time Uh many many people."	https://youtu.be/wf4G-NcyCe4?t=695
11:41	Still believe it today In fact many Egyptologists still believe it But recent studies have shown that they.	https://youtu.be/wf4G-NcyCe4?t=701
11:49	Didn't go up the nose with a hook or anything like that what they did was they just left it there Um the problem.	https://youtu.be/wf4G-NcyCe4?t=709
11:56	Was that when 19th century Europeans started cutting open.	https://youtu.be/wf4G-NcyCe4?t=716
12:02	Mummies they couldn't find a brain in it But that's they've they've now looked.	https://youtu.be/wf4G-NcyCe4?t=722
12:07	Using using MRIs They can now see the film of the brain that aderes to the.	https://youtu.be/wf4G-NcyCe4?t=727
12:14	Side of the skull So yeah the whole the whole idea that.	https://youtu.be/wf4G-NcyCe4?t=734
12:19	They went up the nose with a hook and drained out the brain is a myth Okay Um.	https://youtu.be/wf4G-NcyCe4?t=739
12:25	But it's again this is this is these are recent findings These are recent findings that have shown that the that.	https://youtu.be/wf4G-NcyCe4?t=745
12:30	They just didn't do anything with the.	https://youtu.be/wf4G-NcyCe4?t=750
12:40	Brain Um where's that okay I see that 811.	https://youtu.be/wf4G-NcyCe4?t=760
12:47	Okay Michael Price did they know about the use of metal plates to counter infection naturally apparently they.	https://youtu.be/wf4G-NcyCe4?t=767
12:53	Didn't They didn't use metal plates which was not sure what they used but we.	https://youtu.be/wf4G-NcyCe4?t=773
13:00	Don't see any evidence of metal plates or any replacement for the skull So they.	https://youtu.be/wf4G-NcyCe4?t=780
13:06	Would cut it open and just I don't know if they they sewed it back over or what It's not clear exactly what sort of.	https://youtu.be/wf4G-NcyCe4?t=786
13:14	Post-operative treatment they did but they don't seem to have used metal plates.	https://youtu.be/wf4G-NcyCe4?t=794
13:21	Here Yeah Yeah Um it's possible they left it open It's possible they just sewed the skin in shut We don't know We.	https://youtu.be/wf4G-NcyCe4?t=801
13:29	Don't know exactly how they did it but they don't seem to have used a.	https://youtu.be/wf4G-NcyCe4?t=809
13:35	Metal plate Okay.	https://youtu.be/wf4G-NcyCe4?t=815
13:43	Uh nor wood There's no evidence that they used wood or.	https://youtu.be/wf4G-NcyCe4?t=823
13:48	Either in fact again the evidence seems to be that the that the bone.	https://youtu.be/wf4G-NcyCe4?t=828
13:54	Started to actually knit across the wound So if you have a metal plate there.	https://youtu.be/wf4G-NcyCe4?t=834
13:59	That would interfere with with the knitting it So it doesn't appear to be any sort of of.	https://youtu.be/wf4G-NcyCe4?t=839
14:05	Um filler substance there So they just they just left it Again they might have.	https://youtu.be/wf4G-NcyCe4?t=845
14:12	Covered the sewn up the skin over it but once they sewed up the skin over it they sort of just left.	https://youtu.be/wf4G-NcyCe4?t=852
14:20	It Okay So I think that covers the question So they did think that the that.	https://youtu.be/wf4G-NcyCe4?t=860
14:27	The brain had a use They just didn't know what it.	https://youtu.be/wf4G-NcyCe4?t=867
14:32	Was Okay Okay the next question here is from Harry Stark and he asks a personal.	https://youtu.be/wf4G-NcyCe4?t=872
14:39	Question After David told his secular friends he was a Christian were there any of them surprised what are you a.	https://youtu.be/wf4G-NcyCe4?t=879
14:46	Christian no They're okay I never really told friends I was a.	https://youtu.be/wf4G-NcyCe4?t=886
14:53	Christian Um it sort of just came up in casually in conversation So there wasn't any huge.	https://youtu.be/wf4G-NcyCe4?t=893
15:01	Like I'm a Christian guys No no no I didn't do that Okay And it's not.	https://youtu.be/wf4G-NcyCe4?t=901
15:09	Like I didn't talk religion with my secular friends Okay It was just just.	https://youtu.be/wf4G-NcyCe4?t=909
15:15	Sort of came up naturally So there there wasn't a there wasn't any.	https://youtu.be/wf4G-NcyCe4?t=915
15:21	Sort of shocking revelation there for them to.	https://youtu.be/wf4G-NcyCe4?t=921
15:26	Gasp you know you know you know you know we'd be.	https://youtu.be/wf4G-NcyCe4?t=926
15:32	Sitting around a a fire somewhere and you know yeah we we'd talk about you know do you believe in God yeah sure.	https://youtu.be/wf4G-NcyCe4?t=932
15:40	Some of them said nah no not me It just it would just it would just be like that.	https://youtu.be/wf4G-NcyCe4?t=940
15:45	Where it would just just came up casually.	https://youtu.be/wf4G-NcyCe4?t=945
15:51	So you know not everything has to be a a.	https://youtu.be/wf4G-NcyCe4?t=951
15:57	Um a dramatic monologue [Laughter].	https://youtu.be/wf4G-NcyCe4?t=957
16:07	Moment This is like Yeah No no I mean too many people live their life with.	https://youtu.be/wf4G-NcyCe4?t=967
16:12	Drama anyway You know why does everything have to be a moment of drama of drama.	https://youtu.be/wf4G-NcyCe4?t=972
16:23	Okay you know if you don't present something with drama people are not going are less likely to respond with.	https://youtu.be/wf4G-NcyCe4?t=983
16:29	Drama Okay Just saying Just saying.	https://youtu.be/wf4G-NcyCe4?t=989
16:39	Yeah Okay So yeah when my when my friends.	https://youtu.be/wf4G-NcyCe4?t=999
16:45	Found out I was Christian it wasn't a surprise Um it just wasn't an issue.	https://youtu.be/wf4G-NcyCe4?t=1005
16:51	Though either So hope that helps answer that.	https://youtu.be/wf4G-NcyCe4?t=1011
16:58	Question Now I will say one time it was a surprise Okay I will mention one.	https://youtu.be/wf4G-NcyCe4?t=1018
17:04	Person to whom it was a surprise Um there was a guy when I was working at Tap Pharmaceuticals whom I.	https://youtu.be/wf4G-NcyCe4?t=1024
17:11	Used to play chess with Okay And this guy was was one of those.	https://youtu.be/wf4G-NcyCe4?t=1031
17:19	Um say this He would be what we would call today a blue sky.	https://youtu.be/wf4G-NcyCe4?t=1039
17:25	Liberal Okay He was as as liberal as it came I mean far-left.	https://youtu.be/wf4G-NcyCe4?t=1045
17:33	Liberal and you know we we talked and you know eventually it turned to things.	https://youtu.be/wf4G-NcyCe4?t=1053
17:38	Like religion and stuff and you know he was I had managed to beat him four games.	https://youtu.be/wf4G-NcyCe4?t=1058
17:44	Out of five in chess and finally he asked me the question you.	https://youtu.be/wf4G-NcyCe4?t=1064
17:51	Know it's like you're you're smart and you're a Christian it's like.	https://youtu.be/wf4G-NcyCe4?t=1071
18:00	"[Laughter] Yes He's like ""You're really."	https://youtu.be/wf4G-NcyCe4?t=1080
18:07	"Smart."" Yes I don't see how that could that's."	https://youtu.be/wf4G-NcyCe4?t=1087
18:12	Mutually exclusive to being Christian But hey he was surprised He was really.	https://youtu.be/wf4G-NcyCe4?t=1092
18:20	Surprised because he had such a low view of Christians that he think that he thought that no no Christian would be.	https://youtu.be/wf4G-NcyCe4?t=1100
18:28	Smart enough to beat him at chess let alone do that four out of five.	https://youtu.be/wf4G-NcyCe4?t=1108
18:39	Times Yeah he was surprised But hey.	https://youtu.be/wf4G-NcyCe4?t=1119
18:49	That's the only person I I can think of that was really really shocked.	https://youtu.be/wf4G-NcyCe4?t=1129
18:56	He was also stunned I beat him a chest too Yeah.	https://youtu.be/wf4G-NcyCe4?t=1136
19:03	Okay So yeah nobody's been surprised who's who's known me for any length of.	https://youtu.be/wf4G-NcyCe4?t=1143
19:09	Time Uh except for that one guy Okay Next question here comes from.	https://youtu.be/wf4G-NcyCe4?t=1149
19:17	"Mobius Uh and he asks ""Considering how far back in time the history of Jericho."	https://youtu.be/wf4G-NcyCe4?t=1157
19:22	Goes isn't it odd that nothing from Abraham to Jacob mentions.	https://youtu.be/wf4G-NcyCe4?t=1162
19:27	"It?"" Well that's actually not surprising Um Jericho was really a a."	https://youtu.be/wf4G-NcyCe4?t=1167
19:38	A fortress that guarded the fords of the Jordan That was its purpose.	https://youtu.be/wf4G-NcyCe4?t=1178
19:45	It was to prevent entry across the forts Okay And a fort is basically a low point.	https://youtu.be/wf4G-NcyCe4?t=1185
19:52	In the river where you can cross on foot Okay Uh at Jericho there it it's it's.	https://youtu.be/wf4G-NcyCe4?t=1192
20:00	Right near those forts So it was Jericho was set up there.	https://youtu.be/wf4G-NcyCe4?t=1200
20:05	To prevent people from coming in into Canaan.	https://youtu.be/wf4G-NcyCe4?t=1205
20:11	Okay Through that entry port Okay Uh Abraham and Jacob didn't come through.	https://youtu.be/wf4G-NcyCe4?t=1211
20:18	The fords of the of of the Jordan Okay they came north from the north.	https://youtu.be/wf4G-NcyCe4?t=1218
20:24	Through Syria At least Abraham did And Jacob was inside of Canaan.	https://youtu.be/wf4G-NcyCe4?t=1224
20:31	Already Um so neither Abraham nor Jacob ever had to.	https://youtu.be/wf4G-NcyCe4?t=1231
20:39	Cross the fords of the Jordan Okay because they never had to cross the fords of the Jordan There would have.	https://youtu.be/wf4G-NcyCe4?t=1239
20:45	Been no reason for them to have encountered Jericho So it was just not not near the.	https://youtu.be/wf4G-NcyCe4?t=1245
20:52	Anywhere where they were sort of sojurning You wouldn't take your flocks.	https://youtu.be/wf4G-NcyCe4?t=1252
20:57	There I mean Jordan would be a horrible place to take flocks Uh so you know there's just no.	https://youtu.be/wf4G-NcyCe4?t=1257
21:04	Reason for them to go to Jericho.	https://youtu.be/wf4G-NcyCe4?t=1264
21:13	So so you know it's it's not surprising that they didn't talk about I mean I.	https://youtu.be/wf4G-NcyCe4?t=1273
21:18	Mean Abraham sort of he was more around Hebron than than.	https://youtu.be/wf4G-NcyCe4?t=1278
21:23	Than Jericho So this is why they talk more about Hebrron.	https://youtu.be/wf4G-NcyCe4?t=1283
21:29	Too because they're going to be in areas both the patriarchs are going to be.	https://youtu.be/wf4G-NcyCe4?t=1289
21:35	Living in areas where your pasture flocks and Jericho is just not that place Okay so I hope that helps Thank.	https://youtu.be/wf4G-NcyCe4?t=1295
21:43	You for the question Very much appreciate it Okay the next question here is.	https://youtu.be/wf4G-NcyCe4?t=1303
21:52	"Uh from Mary Stark and this will be the last known super chat for the beginning segment here and he asks ""Have book."	https://youtu.be/wf4G-NcyCe4?t=1312
21:59	"Critics said anything about the novel?"" Yes one book critic has Um there was a."	https://youtu.be/wf4G-NcyCe4?t=1319
22:06	Book critic on Twitter who you know.	https://youtu.be/wf4G-NcyCe4?t=1326
22:12	Basically he he does he he does book reviews of Christian.	https://youtu.be/wf4G-NcyCe4?t=1332
22:19	Fiction and he had reviewed my book at the same time as he reviewed a.	https://youtu.be/wf4G-NcyCe4?t=1339
22:25	Book by Shirley Johnson and John Delaros Okay.	https://youtu.be/wf4G-NcyCe4?t=1345
22:33	And oh he had very high praise for it He had very high praise for it.	https://youtu.be/wf4G-NcyCe4?t=1353
22:38	Uh yeah it's it is it is the one we posted in the community post Um yep.	https://youtu.be/wf4G-NcyCe4?t=1358
22:44	That's the one Uh yeah I've been asked to read it Okay.	https://youtu.be/wf4G-NcyCe4?t=1364
22:50	So you can always go back and read this yourself but it is a very very funny review.	https://youtu.be/wf4G-NcyCe4?t=1370
22:57	So he titles this reviews of novels that you as a Christian can enjoy and.	https://youtu.be/wf4G-NcyCe4?t=1377
23:02	Give your youngans That's fair enough He says I.	https://youtu.be/wf4G-NcyCe4?t=1382
23:08	Read Reloy of the Dead by Dr David A Faulk Overall a delightful novel Also.	https://youtu.be/wf4G-NcyCe4?t=1388
23:13	One that gives me an excuse to talk about two potential pitfalls in pi in fiction writing.	https://youtu.be/wf4G-NcyCe4?t=1393
23:20	The first is that specialists in any field other than fiction writing tend.	https://youtu.be/wf4G-NcyCe4?t=1400
23:25	Not to make very good fiction writers I agree with him totally here I've read some novels by.	https://youtu.be/wf4G-NcyCe4?t=1405
23:32	Um academic writers and they're awful normally Okay He says they tend to be.	https://youtu.be/wf4G-NcyCe4?t=1412
23:38	Didactic regarding their field of interest and not very convincing in terms of character and plot They also.	https://youtu.be/wf4G-NcyCe4?t=1418
23:45	Tend to be narrowly educated in their field with little experience or knowledge to inform other elements of.	https://youtu.be/wf4G-NcyCe4?t=1425
23:51	Their story resulting in glaring plot holes and technical.	https://youtu.be/wf4G-NcyCe4?t=1431
23:57	Mistakes Dr Faulk divi delightfully averts this.	https://youtu.be/wf4G-NcyCe4?t=1437
24:02	Trope demonstrating passible knowledge in a wide range of subjects need for a.	https://youtu.be/wf4G-NcyCe4?t=1442
24:08	Story which is a space exploration adventure with aliens Well part of the.	https://youtu.be/wf4G-NcyCe4?t=1448
24:13	Reason why I'm able to avoid this is I actually did fiction writing long before.	https://youtu.be/wf4G-NcyCe4?t=1453
24:19	I did academic w So I've been writing fiction since my.	https://youtu.be/wf4G-NcyCe4?t=1459
24:26	Teens So and I didn't get into the into doing academic work until my 30s So.	https://youtu.be/wf4G-NcyCe4?t=1466
24:33	I've been writing fiction for decades prior to my ever getting into uh.	https://youtu.be/wf4G-NcyCe4?t=1473
24:39	"Academia So that's one of the reasons why I was able to avoid that He continues ""Color me surprised An."	https://youtu.be/wf4G-NcyCe4?t=1479
24:48	Outer space ancient aliens romp from an actual Egyptologist and it's actually.	https://youtu.be/wf4G-NcyCe4?t=1488
24:54	Good and fun and not bogged down by attempts to.	https://youtu.be/wf4G-NcyCe4?t=1494
24:59	"Teach us all how much everyone else gets wrong about ancient Egypt."" And I concur."	https://youtu.be/wf4G-NcyCe4?t=1499
25:04	You know that wouldn't be fun In fact there's almost no ancient Egypt in it This is a good thing on Dr Folk's.	https://youtu.be/wf4G-NcyCe4?t=1504
25:12	Part especially for a Dave Bume novel It frees him to do what all.	https://youtu.be/wf4G-NcyCe4?t=1512
25:18	Fiction writers do write as non-PhDs based on research but with a focus on.	https://youtu.be/wf4G-NcyCe4?t=1518
25:23	Character plot and fun which is the point You know to introduce people to.	https://youtu.be/wf4G-NcyCe4?t=1523
25:29	Archaeology in a manner that's fun Okay.	https://youtu.be/wf4G-NcyCe4?t=1529
25:34	He then goes on which leads me to another phenomenon.	https://youtu.be/wf4G-NcyCe4?t=1534
25:41	That tends to plague fiction writers Their sense of human psychology tends to be.	https://youtu.be/wf4G-NcyCe4?t=1541
25:47	Autobiographical The famous example of this is Lord of the Flies depicting the breakdown into savagery and tribalism of.	https://youtu.be/wf4G-NcyCe4?t=1547
25:53	Young boys on a resourcerich island Build as an insightful indictment.	https://youtu.be/wf4G-NcyCe4?t=1553
25:59	Of human nature It really ends up being an insightful window into the author's.	https://youtu.be/wf4G-NcyCe4?t=1559
26:05	Nature And meanwhile a group of actual school boys gets stranded on an island for.	https://youtu.be/wf4G-NcyCe4?t=1565
26:11	Months and has prayer every night and takes care of its members until dramafree.	https://youtu.be/wf4G-NcyCe4?t=1571
26:17	Rescue The human condition is widely varied and authors write what they know.	https://youtu.be/wf4G-NcyCe4?t=1577
26:23	They write as if all people are the kind of people with whom they are familiar.	https://youtu.be/wf4G-NcyCe4?t=1583
26:29	Apparently the kind of people Dr Faulk knows are.	https://youtu.be/wf4G-NcyCe4?t=1589
26:35	A-holes Well.	https://youtu.be/wf4G-NcyCe4?t=1595
26:40	"Um he goes ""Our protagonist and every character he encounters are socially."	https://youtu.be/wf4G-NcyCe4?t=1600
26:45	"Inept backstabbing children in adult bodies."" Okay now not everyone I know is."	https://youtu.be/wf4G-NcyCe4?t=1605
26:53	An a-hole okay but I did encounter an awful lot of them Especially when I.	https://youtu.be/wf4G-NcyCe4?t=1613
26:59	Worked in IT when I worked in corporate America it was much much it was just.	https://youtu.be/wf4G-NcyCe4?t=1619
27:06	Comical how many uh socially inept backstabbing.	https://youtu.be/wf4G-NcyCe4?t=1626
27:12	"Children and adult bodies I encountered Then he asks ""Is academia of."	https://youtu.be/wf4G-NcyCe4?t=1632
27:20	"Ancient Egypt really so backbiting?"" Um not so much Egyptology although there's."	https://youtu.be/wf4G-NcyCe4?t=1640
27:26	Some of that Uh theology Oh yeah Oh yeah.	https://youtu.be/wf4G-NcyCe4?t=1646
27:31	In in theology and Christian seminaries oh yeah academia is that bite.	https://youtu.be/wf4G-NcyCe4?t=1651
27:37	Biting We must presume so And wonder if Dr Faulk needs a hug.	https://youtu.be/wf4G-NcyCe4?t=1657
27:43	Yes I need a hug That said while the entire cast are.	https://youtu.be/wf4G-NcyCe4?t=1663
27:49	Steadfastly unlikable we yet manage to come to like the protagonist and his loyal assistant Gunhand and root for.	https://youtu.be/wf4G-NcyCe4?t=1669
27:56	Them The level of character development here is on par for commercial fiction but entertainingly.	https://youtu.be/wf4G-NcyCe4?t=1676
28:04	Idiosyncratic Dr Folk proposes that to resolve a politically sensitive and.	https://youtu.be/wf4G-NcyCe4?t=1684
28:10	Technically demanding crisis in a space colony on the verge of collapse you need a man with a particular set of skills.	https://youtu.be/wf4G-NcyCe4?t=1690
28:17	And those are the skills of a socially inept Egyptologist And yet he just about pulls.	https://youtu.be/wf4G-NcyCe4?t=1697
28:24	It off at least well enough to keep us entertained and intrigued by his particular twist on the ancient alien.	https://youtu.be/wf4G-NcyCe4?t=1704
28:31	Concept Lastly given the abrupt ending expect a.	https://youtu.be/wf4G-NcyCe4?t=1711
28:36	Series which is true The second book is already in pre-order Entertaining And it concludes.	https://youtu.be/wf4G-NcyCe4?t=1716
28:43	Here Entertaining thoughtprovoking educational minimal bad language and no lascivious content Fit for Christian.	https://youtu.be/wf4G-NcyCe4?t=1723
28:50	Audiences Enjoy.	https://youtu.be/wf4G-NcyCe4?t=1730
28:55	Okay So that was one critic that who who reviewed my book and and it was a very.	https://youtu.be/wf4G-NcyCe4?t=1735
29:02	Positive review So yes.	https://youtu.be/wf4G-NcyCe4?t=1742
29:08	Uh we have had one critic review the book but only one so far But it was a very very positive.	https://youtu.be/wf4G-NcyCe4?t=1748
29:15	Review In fact all the all the reviews we've gotten so far have been extremely positive.	https://youtu.be/wf4G-NcyCe4?t=1755
29:25	Uh Warrior of the Most High Wait a minute So this book is actually your take on ancient.	https://youtu.be/wf4G-NcyCe4?t=1765
29:30	Aliens yes sort of.	https://youtu.be/wf4G-NcyCe4?t=1770
29:37	Yes And why not you know why not.	https://youtu.be/wf4G-NcyCe4?t=1777
29:42	Bc I'm not saying it was aliens but hey if you're going to do an ancient.	https://youtu.be/wf4G-NcyCe4?t=1782
29:49	Alien twist you know why why not i mean it's as as long as you you don't think it's real And I don't think I don't.	https://youtu.be/wf4G-NcyCe4?t=1789
29:56	Think the whole ancient alien thing is real but you know why not explore that.	https://youtu.be/wf4G-NcyCe4?t=1796
30:02	As well what if it were real you know how could how would that play into man's.	https://youtu.be/wf4G-NcyCe4?t=1802
30:09	Explorations to the stars it could be very very.	https://youtu.be/wf4G-NcyCe4?t=1809
30:16	Interesting Okay So we have had as I said one critic review it and review.	https://youtu.be/wf4G-NcyCe4?t=1816
30:23	It very positively So we're very thankful for.	https://youtu.be/wf4G-NcyCe4?t=1823
30:29	That But here's the thing Um as long as you're able to separate fiction from.	https://youtu.be/wf4G-NcyCe4?t=1829
30:34	Reality yeah I don't mind I don't mind entertaining the possibility as a sort.	https://youtu.be/wf4G-NcyCe4?t=1834
30:39	Of a fictional well what.	https://youtu.be/wf4G-NcyCe4?t=1839
30:45	If I think that's perfectly appropriate and perfectly okay But don't confuse it.	https://youtu.be/wf4G-NcyCe4?t=1845
30:52	For.	https://youtu.be/wf4G-NcyCe4?t=1852
30:59	Reality Yeah Dossman says Stargate is a fun movie not a documentary.	https://youtu.be/wf4G-NcyCe4?t=1859
31:06	Exactly Exactly It's not a documentary It's a fun movie.	https://youtu.be/wf4G-NcyCe4?t=1866
31:11	Though And I can I can appreciate movies that that that take that ancient aliens.	https://youtu.be/wf4G-NcyCe4?t=1871
31:16	Concept and play with it just on a matter of.	https://youtu.be/wf4G-NcyCe4?t=1876
31:22	Fiction but I would never say that aliens built the pyramids I mean I think that would that's.	https://youtu.be/wf4G-NcyCe4?t=1882
31:28	Stupid So it's like but you know there are there are.	https://youtu.be/wf4G-NcyCe4?t=1888
31:34	Other ways you could play with the ancient alien concept and produce an intriguing kind of science fiction.	https://youtu.be/wf4G-NcyCe4?t=1894
31:41	From it So and that's where we go with this this this series of novels Um are.	https://youtu.be/wf4G-NcyCe4?t=1901
31:47	Ancient aliens kind of more border on not only alien races but also.	https://youtu.be/wf4G-NcyCe4?t=1907
31:54	Spirit critters too Yeah we'll talk about more of this on Wednesday when we actually do the.	https://youtu.be/wf4G-NcyCe4?t=1914
32:01	Live stream on this Okay so let's get back to our questions here Our first super chat here is from.	https://youtu.be/wf4G-NcyCe4?t=1921
32:11	Uh Joseph for $2 Thank you for the super chat book recommendations for NT use of.	https://youtu.be/wf4G-NcyCe4?t=1931
32:17	The Old Testament Unfortunately I don't have one.	https://youtu.be/wf4G-NcyCe4?t=1937
32:22	Um there was supposed to be one that sounded really good at least in its premise that was.	https://youtu.be/wf4G-NcyCe4?t=1942
32:29	Supposed to be a cooperative effort between DA Carson and Treer.	https://youtu.be/wf4G-NcyCe4?t=1949
32:35	Longman the third It for some reason just never went off I don't know what happened with that.	https://youtu.be/wf4G-NcyCe4?t=1955
32:42	I had heard that there was an agreement between the two to produce a book that say went through.	https://youtu.be/wf4G-NcyCe4?t=1962
