[0] 0:00	[Music] foreign
[67] 8:58	magisterial traditions and here I mean both Roman Catholic Eastern Orthodox High Anglican High
[68] 9:05	Lutheran Etc okay so I respect them
[69] 9:10	I have great deference towards them but as I said there's I think there's an
[70] 9:17	underlying issue here that does need to be discussed and seriously engaged
[71] 9:23	if we seriously engage this issue okay even if we debate this
[72] 9:30	it's at least then we're engaging it we're seeing what the challenges are and
[73] 9:35	why certain people might hold to one form of the Hebrew Canon versus say
[74] 9:40	another form okay now let me lay my lay my position
[75] 9:47	right out there okay so I'm not gonna hide this Okay I accept the Hebrew Canon
[76] 9:54	I accept the Hebrew Canon I do not accept say the extended Canon
[77] 10:01	of the of the Old Testament okay and
[78] 10:06	I'm gonna as the same we're going to unpack this and then I'm going to tell you all my reasons why I hold to the
[79] 10:13	Hebrew Canon okay and then we can sort of get into what we'll do is we will break out first of
[80] 10:20	all the early history of the Hebrew Canon I then sort of unpack how it developed
[81] 10:27	in the history of historical theology then we'll go to when did it become
[82] 10:34	accepted in the various faiths and then finally
[83] 10:40	the theological implications of it okay and
[84] 10:45	we will again do this in respectful uh
[85] 10:51	um deferential matter we want we want to we we don't want anyone to walk away
[86] 10:57	thinking okay he just doesn't respect what I believe and that's nothing could be further from the truth I really
[87] 11:03	really respect that many people hold the candidacity of the Apocrypha
[88] 11:08	totally get that I just don't and I never have and I've
[89] 11:13	always had a difficulty with this because of say my approach to the texts okay
[90] 11:21	so let's get into my reasons okay my first reason
[91] 11:27	is even though the early church fathers these are the Apostles of the Apostles
[92] 11:34	knew about the Canon uh knew about the Apocrypha it was very rarely quoted
[93] 11:41	and it seems to have been rejected okay now let me explain how they used it
[94] 11:47	because that is the Counterpoint that's the that's the sort of the opposite
[95] 11:52	argument we do find farce referencing of the Apocrypha in
[96] 11:58	some of the early church followers no no question about this like for example we find Tobit quite uh
[97] 12:05	quoted in polycarp uh Susanna sirach and um
[98] 12:12	uh it's those two are quoted in Ignatius
[99] 12:19	and first Clement quotes Judith and wisdom okay
[100] 12:25	and some have tried to make the argument that the that the okay because these early church fathers quoted these texts
[101] 12:33	well these must be Canon that argument doesn't actually follow
[102] 12:40	and the reason it doesn't follow is because the early church fathers quoted many
[103] 12:45	sources and some sources they quoted a lot more than the Apocrypha
[104] 12:50	for example Plato was incredibly widely quoted
[105] 12:57	uh particularly his Republic and um
[106] 13:03	and uh there was a and the Timaeus the Tomas is the other one uh the uh Plato's
[107] 13:08	text that's widely quoted across all Church fathers I mean really really
[108] 13:14	quoted and even the Apostle Paul uh quotes Seneca a couple times
[109] 13:22	EP amenities um erratus and menander
[110] 13:28	these are all Greek philosophers nobody would claim that those Greek
[111] 13:34	philosophers are divinely inspired nobody would claim this
[112] 13:39	so you also then cannot make the reverse CL the similar claim the parallel claim
[113] 13:46	that just because the church fathers quoted some of the Apocrypha those two must also be inspired okay
[114] 13:53	so Rick you're all down with that place Republic to the New Testament
[115] 14:00	well um I'm not quite down with that just say it
[116] 14:09	okay all right so
[117] 14:15	now with that said there are other early church fathers that were openly against
[118] 14:20	the Apocrypha okay um you of course had Oregon and you know
[119] 14:26	people are yeah 50 he's a Church Father fifty percent he isn't okay I get that you know Oregon had some pretty weird
[120] 14:33	ideas sometimes okay so I get that but you had some more serious Church followers that also were very much
[121] 14:40	against the Apocrypha being included in the Canon uh most notably is athanasius
[122] 14:47	Cyril of Jerusalem and Jerome and this is the Jerome that sort of put
[123] 14:52	together the Latin translation of the Bible for the what would become the
[124] 14:58	Roman Catholic Church so you had some uh you had a quite a few
[125] 15:04	early church fathers that were very very much against the Apocrypha
[126] 15:11	so that's sort of encapsulates the the milieu of the early church tradition
[127] 15:18	with regards to the the how it accepted
[128] 15:25	the Apocrypha okay now
[129] 15:30	later on in church history there's going to be a sort of a change in say the the
[130] 15:36	winds what you had and a lot of what sort of
[131] 15:42	undergirds this is going to be the Protestant Reformation now
[132] 15:49	in the Protestant Reformation there was a lot of push get back to what had been
[133] 15:54	seen essay traditional but teachings that were not congruent with
[134] 16:01	the standard Latin Vulgate and at that point
[135] 16:08	uh you have the Reformation Breakout and people go and hey it's the Bible
[136] 16:13	nothing else what you then get though is the the the
[137] 16:19	swing of the pendulum with the Counter Reformation particularly the Council of Trent
[138] 16:25	and 1546 and in 1546 the Roman Catholic Church at the Council of Trent
[139] 16:32	basically takes these various apocryphal books
[140] 16:37	and says now this is now Canon to support these extra dogmas that are
[141] 16:43	basically rejected by the Protestants okay so at that point
[142] 16:50	the Apocrypha becomes part and parcel to Roman Catholic tradition now there had
[143] 16:56	been people reading the the the Apocrypha since the early church fathers again with various uh degrees of
[144] 17:04	popularity like for example in I mean in in the first centuries of the Christian Church the Apocrypha was not popular not by a
[145] 17:13	long shot the New Testament um
[146] 17:18	extra canonical books were much much more popular than any of the Old Testament Apocrypha
[147] 17:23	I mean by far like The Shepherd of her Mass incredibly more popular book
[148] 17:30	than say uh say any of the of the of the Old Testament Apocrypha okay
[149] 17:37	however with the Council of Trent it became standardized part of Roman Catholicism
[150] 17:44	now what was happening in Eastern Orthodox at the time was that it has it
[151] 17:51	was going under its own pressures and own changes particularly under say uh
[152] 17:57	Muslim occupation and
[153] 18:03	they had their own problems they couldn't form seminaries they couldn't teach new priests
[154] 18:09	they had their own difficulties and during say the internal Wars that
[155] 18:15	were happening in Europe between the Protestants and the Catholics
[156] 18:21	the Roman Catholic Church did not want to see the spread of protestantism to
[157] 18:27	Eastern Europe where it was a there was a huge potential for this
[158] 18:32	given the fact that Eastern Orthodoxy could not train priests in the same way
[159] 18:38	that the western church could so in the 17th century
[160] 18:45	the Vatican reached out to the patriarchy of Constantinople and basically they basically said to the
[161] 18:54	Eastern Orthodox hey you know what you you really shouldn't listen to these
[162] 18:59	these these Protestants you know because uh you know that Soul scripture rejects
[163] 19:04	all all tradition well that was a character it's a caricature of what soul scripture
[164] 19:11	actually was but enough people in Constantinople bought it
[165] 19:18	so in 1672 you had the Eastern Orthodox
[166] 19:25	particularly the Greek branch of Eastern Orthodoxy adopt a lot of the beliefs of say Roman
[167] 19:35	Catholicism basically for political means political
[168] 19:40	ends this is when this it's then it's during that second Council of Jerusalem that
[169] 19:46	the Eastern Orthodox accepts a transubstantiation and a extra canonical books the
[170] 19:54	Apocrypha to their canon in an official capacity prior to this Eastern Orthodoxy
[171] 20:01	did not have a firm view of the Canon it also it also was at that point too
[172] 20:09	where um well you know how do I say this every church has its ups and outs up and
[173] 20:16	downs you know some there are churches that have in their history that you know
[174] 20:22	they have great councils you know and some where they have not so good councils
[175] 20:27	and in some ways the
[176] 20:33	the second Council of Jerusalem was kind of the Eastern Orthodox
[177] 20:38	um equivalent to the council Trent
[178] 20:44	so oh I would not call this a high point in either of those sort of traditions
[179] 20:51	um view of bibliology or theology it was a
[180] 20:56	lot more political than it really should have been okay so that's the historical
[181] 21:02	background now in 1611 with the King James Bible the original King James Bible is going
[182] 21:08	to translate a lot of that Apocrypha into English and
[183] 21:14	that's where we find the first translations uh major translations of say the
[184] 21:21	Apocrypha into English okay now that's the history that's the history
[185] 21:30	on the other hand um one of the reasons even though I I
[186] 21:37	tend to myself adhere more strongly to early church tradition than say later
[187] 21:42	Church tradition when I read the Apocrypha I
[188] 21:48	I have a very hard time accepting of the scripture okay very difficult time doing this
[189] 21:54	and some of it comes down to what is actually said and it's not all theological a lot of
[190] 22:01	this is just plain old historical and I'm just going to take one chapter I'm just going to read it
[191] 22:07	I'm going to point out some issues with this that I think are should give us
[192] 22:13	pause to really accept this as say inerrant inspired scripture
[193] 22:19	and that's going to be Judith chapter one
[194] 22:25	pull it up here I'm going to read out of The New American Bible here which is a Catholic
[195] 22:32	woman Catholic translation
[196] 22:38	okay what's up here and
[197] 22:45	again we're not making fun of this but we do need to point out that there are historical problems in
[198] 22:52	in some of the Apocrypha so Judith chapter one verse one
[199] 23:01	it was the 12th year of the reign of Nebuchadnezzar King of the Assyrians the great city of
[200] 23:08	Nineveh oh no
[201] 23:14	no that's not right right in the very first sentence
[202] 23:20	Nebuchadnezzar was king of the Babylonians in the great city of
[203] 23:27	Babylon okay that's an important historical point
[204] 23:34	next sentence at the time our facts ad ruled over the medes in ektbatana okay
[205] 23:43	in the 12th year of Nebuchadnezzar our Fox ad was not King
[206] 23:49	it was um the ax Aries he was King of the medes and the 12th
[207] 23:56	year of Nebuchadnezzar okay verse now they did get the city of
[208] 24:03	capital city of the meets correct it was EK batana but wrong King wrong time
[209] 24:09	in fact it's probably likely that our Fox ad is a copy out of say Genesis uh
[210] 24:17	the genealysis of Genesis here verse two around the city he built a
[211] 24:24	wall of uh blocks of stones each three cubits in height six in length he made
[212] 24:30	the wall seven cubits and 50 feet all right and I'm actually actually going to scroll down here because
[213] 24:38	okay um at the gates he raised towers of 100 cubits
[214] 24:43	uh that's 150 feet wow that that's one heck of a that's a
[215] 24:50	one heck of a tall wall I don't think any city of the ancient world had
[216] 24:55	a a tower of 150 feet that's just unbelievably tall I mean even surpassing
[217] 25:03	the tallest buildings we find in in Egypt with a thickness of 60 cubits at the
[218] 25:09	base okay so 90 90 feet thick
[219] 25:15	the Gateway he built to a height of 70 cubits with an opening of 40 cubits wide
[220] 25:21	for the passage of its Chariot forces and the marshalling of his Infantry then King Nebuchadnezzar waged war
[221] 25:28	against King arthak sad on the vast plane in the region of Reggae now we
[222] 25:34	have the chronicles of Nebuchadnezzar okay those are those are recorded and well documented
[223] 25:41	Nebuchadnezzar did not go to war against the medes in the 12th year
[224] 25:47	didn't happen we that's a complete there's no evidence of this at all in fact
[225] 25:54	um we'll approach this in a moment actually to him they are rallied all the inhabitants of the mountain of the
[226] 26:00	region who dwells along the Euphrates the Tigris the high dapsi hadass space and King Ariat uh
[227] 26:09	King ariak of the elamites another historical error here
[228] 26:16	IAC is the king of the elamites mentioned in Genesis 14.
[229] 26:22	at this particular time the king of the elamites was
[230] 26:27	um how Tosh in shushanak II
[231] 26:33	okay so again wrong King in the plane
[232] 26:39	thus many nations came together to risk the people of aquilaud
[233] 26:45	now Nebuchadnezzar King of the Assyrians gets it wrong again
[234] 26:50	send Messengers to all the inhabits of Persia and to all those who dwell in the west
[235] 26:58	to the habits of Cecilia and Damascus Lebanon and anti-lebanon
[236] 27:04	and all who dwell on the Sea Coast to the peoples of Carmel Gilead upper
[237] 27:09	Galilee and the vast Planet as drilin this is and then this verse 9 is gets
[238] 27:15	things get funky things get funky they get funky
[239] 27:22	to all those in Samaria and its cities and the west of Jordan as far as Jerusalem Bethany killus Kadesh
[240] 27:30	and the river of Egypt now the river of Egypt is the wadiaresh that's
[241] 27:37	um uh Upper Egypt Ramses ooh
[242] 27:43	this one's bad at all the land of Goshen
[243] 27:49	so he sends letters to all these places but the problem with romsis is Ramses
[244] 27:54	was abandoned in the uh in the 10th century
[245] 28:00	11th eleventh actually the 11th centuries when it was abandoned it's there's no one home
[246] 28:07	so you got a messenger going down they're going hey got a letter for you anyone home uh lim
[247] 28:14	uh mail for you mail for you uh don't see anyone around
[248] 28:22	uh oh um yeah you're not gonna send a letter
[249] 28:28	to romsis at this period of time not during the time in Nebuchadnezzar it had been in the city had been abandoned already for 500 years
[250] 28:35	uh continuing all the land of Goshen okay Thanos Memphis and Beyond and all to all
[251] 28:42	the habits of Egypt as far as the borders of Ethiopia
[252] 28:47	so there's some there's definitely anachronisms in this text
[253] 28:53	and not we're not talking here about retrojections pure I mean these These
[254] 28:58	are legitimate anachronisms verse 11 but all the inhabitants of the
[255] 29:06	land disregard the Summons of Nebuchadnezzar King of the Assyrians there we go again and would not go to war go with him to
[256] 29:13	war like he really needed it they were not afraid of him but regarded
[257] 29:18	him as a lone individual opposed to them and turned his envoys empty-handed in
[258] 29:24	disgrace then Nebuchadnezzar fell into a violent
[259] 29:29	rage against all the land and swore by his throne and his kingdom that he would avenge himself on all the territories of
[260] 29:36	Cecilia Damascus and Syria and also destroy with his sword all the inhabitants of Moab Ammon the whole of
[261] 29:43	Judea and those living anywhere in Egypt as far as the border of the two Seas
[262] 29:49	not really sure what they mean here by the two C's in the 17th year okay
[263] 29:57	he proceeded with his Army against King arthakhsad and was victorious in his campaign
[264] 30:06	he ruled the whole force of arfaxat his entire Cavalry and his chariots he took
[265] 30:11	possession of his cities pressed onto equitana took its Tower sacked its marketplaces and turned his glory to
[266] 30:19	shame our fact said himself he overtook in the mountains of Rage ran him through
[267] 30:25	with Spears and utterly destroyed him then he returned home with all his
[268] 30:32	numerous and mostly horde and there he and his army relaxed and feasted for 120 days now the problem with this is the
[269] 30:40	king that was alive which is again um sayaksaries
[270] 30:47	king of Medea the medes he
[271] 30:53	was still alive five years after this 17th year
[272] 31:01	that's a historical problem and he's never conquered by the net he's
[273] 31:08	never conquered by Nebuchadnezzar this never happened he died of natural causes and his son
[274] 31:15	takes over so this is a real I mean this this is just
[275] 31:23	I mean it was just through chapter one here and this is really full of historical problems
[276] 31:32	okay now this is just the history okay now this is not saying that every
[277] 31:37	book of the Apocrypha is like this there are some that are more
[278] 31:43	historically coherent than others but
[279] 31:48	this is sort of a sample of what you get in the Apocrypha like for example I think Maccabees is probably more
[280] 31:54	historical than Judith uh and probably certainly more historical than Tobit
[281] 32:01	but it does sort of show you what's going on here in some of these
[282] 32:07	um um apocryphal sort of you know works is
[283] 32:13	there's there's not the same regard to history as you do find in say the can of scripture itself
[284] 32:19	okay but that's just sort of the tip of the
[285] 32:24	iceberg here there are theological problems too in in some of the Apocrypha and I'm just
[286] 32:31	going to give you a sample of these because I think I think this is just
[287] 32:36	sort of what drives the point home for me okay
[288] 32:42	um like for example you get in second Maccabees uh 12 45 to
[289] 32:48	46 where it states that atonement can be
[290] 32:54	made for the dead through prayer and particularly the giving of alms okay
[291] 33:02	I think that is really um
[292] 33:08	it's it sort of was used by say the magisterial churches to say well
[293] 33:14	Faith Grace doesn't only save you but works do too here's the proof you know
[294] 33:19	if you give alms you know you can save make an atonement for the Dead
[295] 33:26	well the atonement for sins is the the blood of Jesus Christ
[296] 33:33	human actions don't make atonement because we're not in that sort of
[297] 33:38	position to be able to do that salvation is by grace through faith
[298] 33:43	that's the blood of Jesus is the entire covering for sin
[299] 33:49	uh you know topic Tobit uh 12 18 to 19 is
[300] 33:55	does very very something very similar here you know where it's basically uses a
[301] 34:00	work to to make an atonement let me just pull that one up
[302] 34:07	tall bets well
[303] 34:19	twelve eight to nineteen
[304] 34:25	so there's 12 18 to 19. um
[305] 34:34	is it eight to nine
[306] 34:41	thought it was that
[307] 34:48	it's eight to nine okay uh prayer and fasting are good but better than either is almost giving
[308] 34:54	accompanied with righteousness a little with righteousness is better than abundance with wickedness okay
[309] 35:00	it is better to give alms than the store of gold or almsgiving saves one from
[310] 35:06	death and expiciates every sin
[311] 35:13	really almsgivings speciates sin saves one from
[312] 35:20	death that's Works salvation this works righteousness that's a contradiction of
[313] 35:25	Ephesians chapter 2. so that's going that's that's a problem
[314] 35:32	that's I have a I have a theological problem with this
[315] 35:37	um in Talbot six you have an appeal to magical practice where
[316] 35:44	tobiah the son of Talbot you know basically guts of fish saves some of the entrails and uses it for Magical
[317] 35:51	practice to drive demons away you know throw it on let's go to top at
[318] 35:57	six top at six
[319] 36:03	then the angel told him cut the fish open take out its Gall heart and liver and keep them with you but throw away
[320] 36:09	the entrails it's Gaul heart and liver make useful medicines after the lad had cut the fish open he
[321] 36:15	pulled a sigh out of the gall cart and liver and he broiled and ate part of the fish the rest he saw them kept for a
[322] 36:22	journey okay afterwards they traveled together until they were near Medea the
[323] 36:27	boy asked the angel this question brother Azariah what medicinal value is there in the fish's heart liver and gall
[324] 36:36	verse 8 he answered as for regards the fishes live heart and liver if you burn
[325] 36:41	them so that the smoke surrounds a man or a woman who is afflicted by a demon or evil spirit
[326] 36:47	the Affliction will leave him completely and no demons will ever return to him again
[327] 36:55	what I thought it was the name of Jesus that
[328] 37:01	drives out you know maybe prayer you know there's there's there's an it
[329] 37:07	there's a Biblical case that prayer might be needed to drive out a demon and definitely casting it out in the name of
[330] 37:13	Jesus Christ never did I see that burning of the fish's liver and gallbladder were
[331] 37:19	effective against demons so this is Magic this is a magical practice
[332] 37:26	so there's there's issues here uh and then you got in Tobit 3 8 where
[333] 37:35	say the demon asmodius has the power to kill people
[334] 37:40	the power of life and death according to the Book of Job belongs in the hands of God not as Modis
[335] 37:48	so you know then he got say ecclesiasticus 12 6 where it says
[336] 37:55	um if somebody is evil don't give them anything
[337] 38:00	well it's not that's not not violate the biblical principle of love
[338] 38:07	your enemy so I I think the Apocrypha has some
[339] 38:14	serious problems if you elevate it to the level of scripture itself
[340] 38:20	now with that all said the Apocrypha is very very interesting
[341] 38:26	second temple period literature it has literary value
[342] 38:32	it has literary value it has some historical value again we have to
[343] 38:37	we have to be very very circumspect about its
[344] 38:43	historicity because as we've seen in Judith uh not so good sometimes but
[345] 38:49	there are some historical points within the Apocrypha that are valid and we can take like for example the maccabean wars
[346] 38:56	you know that's that's our one of our primary sources for the maccabian wars
[347] 39:01	Okay so there are there are some serious issues here with the Apocrypha serious issues
[348] 39:08	and this is this is why I hold and all this take all this together the historical reasons of say the early
[349] 39:14	church tradition that politics getting involved with the later traditions
[350] 39:19	the sort of crazy history of say some of the Apocrypha
[351] 39:25	and the theological implications of some of this this is why I hold to the Hebrew
[352] 39:30	Canon okay and so I side with say the earlier Church fathers on this one
[353] 39:36	and I have no problems with that decision because I think it's the safe approach
[354] 39:41	there's more than enough in say this the books of the Bible that we do all agree
[355] 39:47	on to satisfy every sort of matter of faith
[356] 39:54	and practice so with that said I hope that answers your question again this was a very long
[357] 40:00	question it took nearly 40 minutes and I wanted to do this one Justice it's an important question
[358] 40:07	and I want to give it all the respect possible because it is a very very important question
[359] 40:13	so I hope that gives you something to think about thank you very much for that question very very much appreciated
[360] 40:18	and now we're going to get into the Super chats
[361] 40:25	okay our first Super Chat here is from Rorick for 9.99 thank you very much for the
[362] 40:32	Super Chat does the fact that second temple Judaism adultery was a sin
[363] 40:38	only women could commit explain the lack of a male adulterer in John 7 53 yes it
[364] 40:46	does now I'm gonna have to take that a little circumspect in a moment but we'll get there uh what was what is your opinion on the
[365] 40:53	authenticity of this verse and that's what we need to get to
[366] 40:59	now we're going to pull up the Bible I'm gonna put down my NAB and take up my nasb
[367] 41:06	and we're going to go to here to John seven
[368] 41:13	again and it's verse 53
[369] 41:28	and the aspie doesn't have it maybe yes he'll have it it's I know we'll have it
[370] 41:34	but see and if you have it
[371] 41:42	uh
[372] 41:49	my other King James will have it
[373] 41:57	um John is it 753
[374] 42:08	I don't see in this is the adultery I was eight it's eight
[375] 42:16	sixty fifty three to eight that's why I'm not seeing it
[376] 42:22	okay and verse 8 chapter uh chapter verse one uh but Jesus and the
[377] 42:29	uh it's a continuation of 53 and everyone went to his home but Jesus went to the Mount of Olives and early morning
[378] 42:35	and again to the into the temple and all the people coming to him and he sat and began to teach as scribes and the
[379] 42:40	Pharisees brought a woman caught in adultery having set her in the midst and they said teacher this woman has been
[380] 42:45	caught in adultery the very act now the law of Moses commanded us to so and such a woman what do you say okay now uh most
[381] 42:54	early manuscripts do not contain this pericope uh this is why most Bible scholars today
[382] 43:00	think this is an addition okay a later Edition okay
[383] 43:05	but that doesn't mean it's necessarily recent
[384] 43:11	um it does fit into the period of uh second temple Judaism and the beliefs
[385] 43:18	of second temple Judaism so this could have been something and I say
[386] 43:24	an additional story of about Jesus that was passed down and then Incorporated in
[387] 43:30	this point uh in the Book of John okay so on the one hand it's not original to
[388] 43:37	the Book of John on the other hand it is very very congruent with the
[389] 43:46	culture at the time so the the Notions of adultery being a sin only
[390] 43:53	women could do in second temple period Judaism would explain this passage it
[391] 43:58	definitely would explain it uh but at the same time too it's this is not original to the biblical text in all
[392] 44:06	likelihood so I hope that answers your question thank you very much for the Super Chat very much appreciate it
[393] 44:14	okay on our next Super Chat here is from ass and we're for 4.99 thank you
[394] 44:21	very much for the Super Chat did you watch Jeff Durbin and James White's recent exchange with Brandon
[395] 44:28	water uh Robertson if so what are your thoughts uh is this the debate between
[396] 44:34	those two atheists uh if so I did watch it I did see that
[397] 44:40	um I'm not fond of debates okay I did watch that debate
[398] 44:49	um I don't like debates I particularly don't like two on two debates
[399] 44:56	okay I I hate tag team debates I absolutely
[400] 45:03	hate tag team debates and in this debate I watched and I might have the wrong debate here so correct me
[401] 45:09	if it's the wrong debate but this is the one I I found and watched they're basically the subject was
[402] 45:16	does can you prove the existence of of the Trinity of the Triune God
[403] 45:23	and what I I hated about the debate that I saw
[404] 45:29	was that okay you have the atheists on the one hand they had caricatures of
[405] 45:34	what the Bible said and what theology taught and Straw Men okay on the other hand you also had white and
[406] 45:43	Durbin not actually proving their case
[407] 45:49	um I think that that was no it was the debate with the progressive Pastor I have not seen that
[408] 45:55	debate the only the only Durban white debate I've seen is the one against the atheists that's the only one I've seen so
[409] 46:01	I have not seen the other one with the progressive Pastor so if that's the debate here then I haven't seen it okay
[410] 46:10	um but if it is if the one I saw is in any way characteristic of that debate
[411] 46:18	um there could be some issues okay again uh what the debate the only debate
[412] 46:24	of with Durbin and white that I have seen is as I said the one with
[413] 46:30	um The Atheist and they're they didn't stick to the issue they didn't stick to the issue
[414] 46:36	so you know there was uh they wanted off the question now I don't know if they happen to do that with the Robertson
[415] 46:43	debate but I didn't see the Robertson debate so I can only answer here of what I've seen of their work and again not a
[416] 46:50	big fan of of tag team debates and this is the reason I'm not a fan of the tag team debates is we can't because tag
[417] 46:57	team debates tend to go off topic really easily you never get to the core issues with
[418] 47:03	tag team debates there's just not enough one-on-one interaction to really explore it it's
[419] 47:09	like oh what about this it becomes a what about this session so you have one guy going oh what about
[420] 47:14	this and then you have another guy go what about this and another guy going what about this and you have four people going what about this all the time
[421] 47:21	uh one thousand clever boy says white normally takes a presuppositional approach with some sign fine circular
[422] 47:27	well that's because it is circular I like presuppositional apologetics I
[423] 47:32	really really dislike uh I am an evidentialist I'm a maximal
[424] 47:39	facts evidentialist okay that's sort of the opposite to presuppositionalism right there okay
[425] 47:52	I make no apology for that I mean I'm a maximal facts um evidentialist
[426] 47:58	I want evidence and I want a lot of it so
[427] 48:03	for me I just I just can't stand resuppositional uh apologetics
[428] 48:09	and I find presuppositional apologetics if you know the argument well enough
[429] 48:16	it's an incredibly easy apologetic to completely derail it is it is not harder to real at all
[430] 48:25	you have to do is contest the first presupposition and it
[431] 48:31	falls apart it's not a good approach
[432] 48:37	now so with that said I'm gonna have to
[433] 48:42	probably draw this to a closer because again I had not seen the one with with Robertson I saw the one with this um
[434] 48:48	Ellis and um what's his name now I can't remember the other guy's name
[435] 48:54	um but that was Dan Ellison and the other guy I can't remember who the other guy was but then again but that's that's the
[436] 49:01	that's the debate of white and German I've seen so apparently they've tag team more than once
[437] 49:06	but I have not seen this particular debate I just don't like presuppositional apologetics
[438] 49:12	um even when I read van till it was just like man if you if you got this at the very
[439] 49:18	beginning you stopped this with the very first presupposition it's done let's do that
[440] 49:26	oh yeah he's he's the van till starts his book with a presupposition
[441] 49:31	oh yeah actually I do have it here oh there's van tail for you
[442] 49:42	yep yeah Billy says they presuppose God to
[443] 49:47	prove god well they presuppose God to say you could you you have to you without the presupposing god you can't
[444] 49:54	know anything well if you contest that statement
[445] 50:01	then they're completely on the defensive at that point
[446] 50:07	so with that said thank you very much to the super uh chat very very much appreciated
[447] 50:17	okay our next Super Chat here is also some ass and wear for 499 thank you very much the Super Chat
[448] 50:24	you've said that all views on Origins have problems yes I have however what about theistic Evolution oh
[449] 50:31	yeah it's got problems too such as what is defended by John Walton and Andrew Loca okay
[450] 50:38	this is the evolution kinda has the problems of Both Worlds
[451] 50:43	okay it has the it has a problem with a compatible view of Genesis 1.
[452] 50:51	and um also some of the presuppositional problems some of the
[453] 50:57	foundational problems of evolution as well okay now what's the problem the main problem
[454] 51:03	with theistic evolution is it kind of combines the worst of Both Worlds
[455] 51:08	and there's um another way of describing a way that theistic evolution is sometimes
[456] 51:15	described as the day age Theory that every day in Genesis 1 describes a
[457] 51:22	period of evolution well
[458] 51:28	shoehorning shoehorning Evolution into the six days of creation is
[459] 51:37	doesn't really work when you start looking at the fine details of this
[460] 51:42	you know the whole idea of let there be light fine okay day one okay and the
[461] 51:47	separation of waters day two then you start getting into the plants on the land
[462] 51:53	well okay you got a huge amount of sea life according to the theory of evolution that has to I mean 300 million
