[0] 0:00	[Music] foreign
[50] 8:28	you've been on YouTube for any length of time uh we do take some non-super chats and
[51] 8:36	uh for the non-super chats we asked you to put a q in a colon in front of the
[52] 8:42	question so we know it's directed to me all right
[53] 8:49	um you also should know that uh we'll ask that you only post the question once
[54] 8:56	so that we don't get confused when I scan through it and if it has to do deal with a
[55] 9:05	um verse in the Bible or a word in a foreign language that you
[56] 9:11	give us some context in the case of a Bible verse give us the book chapter and
[57] 9:17	verse and in a case of a foreign language we ask that you give us what language you
[58] 9:24	think it's in and what you think the word means just to prevent me from scrambling around trying to figure out
[59] 9:29	what you're talking about okay okay
[60] 9:35	yeah so yeah I'm hacking up along so don't worry about me I'll only die off
[61] 9:41	error on air
[62] 9:46	all right so with that said let's get into questions uh we're gonna start the night with
[63] 9:54	three non-super chats and the first non-super chat is from
[64] 10:01	um I need to blow this up a bit because I can't see it
[65] 10:10	so there we go much better all right uh from let me explain followers of the shepherd why have many scholars start to
[66] 10:17	translate baber [ __ ] ingests when one as when instead of in in the prefix BAE
[67] 10:22	means in okay ah
[68] 10:28	how do I say this um
[69] 10:36	new theories of Origins have put pressure to put to make Genesis
[70] 10:45	1 1 conform to a concordant meeting of the text okay now what we mean by
[71] 10:51	concordant meaning is that the mean that the meaning of Genesis 1 1 has to be
[72] 11:00	one to one correspondent to what we know of science
[73] 11:07	today okay that's what's going on
[74] 11:13	and there's been a lot of pressure to read Genesis 1 in terms of concordant
[75] 11:20	meanings I of course reject that
[76] 11:26	I think the whole idea of of trying to make Genesis 1 concordant with modern
[77] 11:33	science is to miss the point of the literature in in its entirety okay
[78] 11:39	so I think this is a I think this 10 trend is deeply problematic
[79] 11:48	and I think also it's not really that well supported
[80] 11:55	exegetically now this is not to say that there aren't aspects of the Hebrew
[81] 12:00	language that we're still discovering but when your place replacing a
[82] 12:06	prepositional phrase with a subordinate clause you better
[83] 12:12	have really good justification for the shift in grammar and I haven't seen that yet it might be
[84] 12:20	there but it has not been really I mean really
[85] 12:25	how do I say this prove it okay you are
[86] 12:33	you are changing a reading that has been basically understood for two thousand years
[87] 12:40	so if you're going to change a reading that's been understood for 2000 years and yeah if you've got a good case for
[88] 12:45	this I'm I'm all on board in this this has not been demonstrated in the
[89] 12:51	case of this change of a prepositional phrase to a
[90] 12:57	um to subordinate clause to my satisfaction
[91] 13:05	so um I've got really deep concerns about
[92] 13:11	this trend so
[93] 13:16	and frankly still I think these concordance guys can still get to where they want to go with the
[94] 13:24	prepositional phrase so I don't see a great need to change
[95] 13:30	the underlying grammar at least in this speculative way
[96] 13:38	and I know a lot of people are doing this right now and I know a lot of Scholars are moving to this direction
[97] 13:44	but I am not convinced on a grammatical basis that this is the correct way to go
[98] 13:49	all right so anyway that's for my thoughts on this
[99] 13:54	if I see more evidence that could support this maybe I'll adopt it but
[100] 14:00	right now I don't see the evidence I've not been convinced of this to other say
[101] 14:07	um passages that have less exegetical pressure upon them and what I mean by exegetical pressure is that's more a
[102] 14:14	stake generally the way these things are proven is you take grammatical structures that
[103] 14:22	are not how I say hotly contested if you if you have grammatical
[104] 14:28	structures that are not hotly contested and you can show the same structure in those less hotly contexted contested
[105] 14:36	passages that makes the more hotly contested passages more
[106] 14:41	likely but that has not been shown here so I've Got Deep misgivings about this
[107] 14:47	all right so anyway I hope that answers your question thank you very much for the question very much appreciate it and
[108] 14:54	it's a good question and I think there's some issues here that really really needs to go under the microscope here
[109] 15:01	in ways that um that I think concordant readings are
[110] 15:08	being overly Pollyanna about so anyway thank you very much for the
[111] 15:14	question very much appreciate it
[112] 15:20	okay our next non-super chat here is from 501 Mobius
[113] 15:26	this here did you study under Donald Redford at the University of Toronto
[114] 15:33	a question about my educational background
[115] 15:39	um the answer is no I didn't when I studied at the University of
[116] 15:45	Toronto Don Redford had already had been officially retired now the University of
[117] 15:52	Toronto has a mandatory Retirement System and Redford had been forced to retire
[118] 16:01	but he couldn't stop teaching and the reason why was he
[119] 16:06	he married his um I say this his grad student
[120] 16:14	is teaching assistant and had two young children
[121] 16:20	so he had to actually go and take um work at another institution now I
[122] 16:27	have met Redford once and I did study under one of Redford's
[123] 16:33	students which was James Hoffmeyer but I never studied under Redford directly when I was at the University of Toronto
[124] 16:40	I studied more under uh Ron leprechaun and leprechaun did give me some really
[125] 16:47	really interesting and foundational things especially as far as how to research sources how to look up things
[126] 16:55	and in some ways I sort of got a better education out of leprechaun
[127] 17:01	but at the same time too I got an equivalent of of Redford
[128] 17:09	through his own students so while I never had the opportunity to
[129] 17:14	study under Redford at the University of Toronto didn't miss much either so anyway I thank you for the question
[130] 17:21	interesting question it's always interesting to sort of tease out my background here
[131] 17:27	so anyway thank you for the question and very much appreciate it
[132] 17:38	the third non-super chat here is from the Sanchez Pesci
[133] 17:43	okay and he asks how accurate are plutoc and Diadora
[134] 17:49	salusis in reporting Egyptian myth do they make any major mistake
[135] 17:54	oh boy all right
[136] 18:00	let's be straight up about this these
[137] 18:09	how do I say this uh first century second century
[138] 18:14	historians are just not very good at history
[139] 18:21	um especially old history now they're pretty good about contemporary history
[140] 18:27	when you start getting into history that's really ancient and Egyptian myth is in some sense a
[141] 18:35	recording of of religious history
[142] 18:42	Egyptian missed you have to really be careful to to Chronicle the change of myth over
[143] 18:49	time these guys are not good at us okay
[144] 18:54	they're not good at it at all uh Plutarch makes some really serious
[145] 19:00	errors in the Osiris myth um oh boy
[146] 19:05	yeah I do not trust first century historians for ancient history now what
[147] 19:11	I mean by ancient history here is ancient history that say exceeds more than
[148] 19:17	300 years before their time so and I would include not just Plutarch
[149] 19:24	here I'd also include Josephus here as well he's also in this category
[150] 19:29	so when they're trying to Chronicle things that are a thousand years before their time
[151] 19:35	really awful really awful they're going to get things really wrong in
[152] 19:41	really fabulous ways
[153] 19:46	so um I don't know how I don't know how to
[154] 19:52	phrase this anymore then I just I don't trust their history if they're
[155] 19:59	hmm Ed memberships
[156] 20:05	wow um
[157] 20:10	um Jack Ray just gifted 20 Ancient Ancient Egypt and the Bible memberships
[158] 20:16	um okay okay I guess I'm gonna have to explain this
[159] 20:22	um he's he's just gifting all these people with memberships wonderful
[160] 20:29	okay um all right uh we're gonna Time Out Here For a Moment we've answered the
[161] 20:35	question anyway so anyway thank you very much for the question very much appreciated just don't trust these people for
[162] 20:41	for ancient history they're not good all right
[163] 20:46	okay we have to explain this now this Jack waste four-star ham to do this
[164] 20:54	um
[165] 21:00	okay what's a membership okay
[166] 21:06	um YouTube offers a equivalent to patreon where we give memberships now
[167] 21:13	what a membership is a membership is when you support our Channel financially
[168] 21:19	we give you certain extra benefits such as loyalty badges
[169] 21:26	um extra content and priority in responding to channel
[170] 21:31	comments read questions uh even even at the highest tiers of
[171] 21:38	membership we even offer say one-on-one live streams so basically in that particular case we would do a
[172] 21:45	stream yard um a streamer video where you get to come
[173] 21:51	on and talk to me face to face so it's not just this one-way interaction where
[174] 21:57	you're posting in a live chat and I'm responding to you but you get to be in video on the channel okay
[175] 22:04	foreign
[176] 22:12	transmission was disrupted for the better good awesome now
[177] 22:19	um one of the things about memberships is that somebody else can sponsor your
[178] 22:26	membership I didn't know that either to be honest uh really we just we just learned this
[179] 22:33	okay
[180] 22:40	um actually the whole membership thing was recommended by one of our moderators and and he said
[181] 22:48	um basically you know you should put this on because you know people love the content people want to
[182] 22:53	support it and and this is a great way to do it so you know we took we took um uh Renzo flute's advice here and
[183] 23:01	we said okay yeah absolutely we'll try it out so um
[184] 23:06	Jack Ray just basically sponsored 20 members
[185] 23:12	and thank you so very much that's just incredible I'm just I'm just wow I'm
[186] 23:18	flabbergasted by this this is just amazing um so thank you so much Jack Ray I mean
[187] 23:24	just wow wow and this is something that that gives
[188] 23:30	back too so it's just I'm I'm floored so really thank you very much Jack
[189] 23:36	is sponsoring him
[190] 23:42	okay so um I think we're done with the non-super chess let's get to the super chats
[191] 23:50	I'm just I'm just floored that's 20 20 memberships wow
[192] 24:01	yeah I can see the icons here they're already getting the uh the badges instantly
[193] 24:11	okay oh um
[194] 24:17	just there was one other something else here um
[195] 24:27	okay I'm gonna actually take this there's a couple non-super chats that I wanted to take too um I'll take this one from 501 Mobius
[196] 24:34	because I think this is a good question uh othniel uh a judge that protected
[197] 24:39	Israel from kushan uh rishathayam twice evil cushite king of Aram naharam judges
[198] 24:46	310 why were there cushites in Northwest Mesopotamia was Moses wife one of these
[199] 24:51	people uh no okay
[200] 24:58	Moses's wife was a cushite cushion erisha thiam was a kishites
[201] 25:08	okay here is what we have to this is one of
[202] 25:14	those sort of and we're gonna actually do a video that sort of touches on this and I think a Monday
[203] 25:20	which is the pentateuch is not always clear what
[204] 25:26	is a cushite and what's a kishite okay
[205] 25:31	now this king of Aram naharayam now Ram
[206] 25:37	naharayam is what was left of the matani Empire
[207] 25:42	when it fell apart okay when the matani empire fell apart
[208] 25:47	it broke up into these little aramin States
[209] 25:52	and that became now Kish not Kush Kish was a city in
[210] 26:02	Northwest Mesopotamia that had Dominion
[211] 26:07	over Mari Ebel and a large portion of a ROM
[212] 26:13	okay though the problem with Hebrew is it was an entirely consonantal
[213] 26:21	language until the Iron Age and when it got into the Iron Age the
[214] 26:27	so-called middle Hebrew phase the scribes started added vowels to try
[215] 26:35	to differentiate between various words that were homonymic okay
[216] 26:41	unfortunately by the time of the Iron Age
[217] 26:46	Tesh was no longer a major power that was nothing at all it wasn't even a it wasn't even a notable City anymore
[218] 26:54	so they took the only other place that was notable which was Cush
[219] 27:00	which is south of Egypt and put the wrong vowels in
[220] 27:06	okay
[221] 27:16	so anyway this is what's uh this is what's going on here is that what we have here is a
[222] 27:25	limitation of the language that in an update has made a scribal error
[223] 27:32	so what we have should this should be reading is kishan rishta uh rishathayam
[224] 27:40	twice evil kishite a king from Mesopotamia
[225] 27:47	so there's no cushites in a ROM
[226] 27:52	but there are kishites it's a subtle fine difference in vowel
[227] 27:58	but it makes every difference to the meaning
[228] 28:08	uh Timmy are uh as the uh follow-up question let me see if I can find that here so I can post that
[229] 28:13	yeah I know all right um there
[230] 28:19	do you mean mayor lexiconius uh lexitonius fouls or nakud uh later
[231] 28:24	um he's asking a basically a um a fine grammatical question here
[232] 28:34	um mayor Lex uh lectionus is basically consonants that are inserted
[233] 28:40	to simulate vowels and they come in during the Iron Age or nikud which is the the general
[234] 28:49	um Maserati points we mean here lectinis vowels that's what we mean here so this
[235] 28:54	is a change that happens during the Iron Age so this is not this is not happening
[236] 28:59	during the masoretic period so not during the 10th Century a d but more to
[237] 29:06	the 7th or 8th Century BC so that's what's going on here so this
[238] 29:13	is this is the major issue not the naked issue okay
[239] 29:18	so that's a great great grammatical question
[240] 29:25	um gosh I'm so privileged to have a
[241] 29:31	educated audience that even can ask this question okay I mean I'm thrilled with
[242] 29:37	this question absolutely thrilled that I have somebody in my audience who who could actually you know differentiate
[243] 29:45	this question uh exactly is that actually a grammar question or phenomenal
[244] 29:53	um oh wow you made my day Tim you
[245] 29:59	absolutely made my day you me make a note uh oh my gosh Jack Ray just
[246] 30:07	gifted another 20.
[247] 30:14	[Laughter] hey Jack thank you for another 20 memberships
[248] 30:20	um by the way uh PR wants to be a member she's not a
[249] 30:25	member by default so wow
[250] 30:35	yeah Danny DeMent gift train no kidding well thank you very much Jack incredible
[251] 30:44	okay so Tim uh that that one question here totally made my live stream that
[252] 30:49	made my live stream I'm I'm so thrilled all right uh
[253] 31:02	yes Jack Ray made my day too this is this turning out to be an incredible live stream and we were only just like half an hour
[254] 31:09	in all right so anyway let's get back to the super chats here otherwise we'll never get through
[255] 31:20	okay back to the top here actually we weren't even on the super
[256] 31:25	chats yet um
[257] 31:30	oh how did I do that
[258] 31:38	Jack Ray you have to set accept gifts in order to get them oh you have to accept them
[259] 31:44	to accept hips yeah
[260] 31:49	okay yeah I don't know how to do that exactly
[261] 31:59	I've never accepted one so I don't know how it's done so if someone knows please put it in
[262] 32:04	live stream so people can figure out how to do it okay so I want to thank 501 bobies for
[263] 32:12	that great question and Tim for that awesome question and jack for those
[264] 32:17	um those uh memberships wow
[265] 32:37	all right so let's get to the super jets here our first Super Chat here is from Acid
[266] 32:42	we're for 4.99 and he asks funniest interaction you've ever had
[267] 32:48	with a fundamentalist winky face um I don't think I've ever had a funny
[268] 32:54	interaction with a Fundamentalist um they're very serious
[269] 33:02	they they don't I mean I've had lots of funny interactions with Ron white people
[270] 33:09	but I've never had one with a fundamentalist they're just they get upset really easy so you have
[271] 33:16	to be kind of careful with them um you just you just don't want to take
[272] 33:21	them off you just don't want to take them off and uh that's weird that counts well you've
[273] 33:27	already heard my story of my what I would consider the funniest interaction with Ron Weider
[274] 33:34	um but okay I'll tell you a different one though
[275] 33:42	um but there's so many with the wrong white people I mean I mean I did I I get constant
[276] 33:50	um accusations of being Satan incarnate and I keep telling him that Satan's out
[277] 33:56	of the office but I'll make sure that he calls you back at his earliest convenience
[278] 34:05	hmm the other one that sort of amused me recently this one's fairly recent was
[279] 34:12	somebody told me that um that she didn't need to be an
[280] 34:17	archaeologist to know that Ron wise archeology was was was true and it's
[281] 34:24	like um how does that work do you you know you you don't know anything about
[282] 34:30	archeology but somehow you know he's his archeology is true
[283] 34:36	um I don't see how that can't how that works but um
[284] 34:44	wow um uh so anyway uh yeah you don't get a lot
[285] 34:49	as I say you don't get a lot of funny stories from our from fundamentalists um you do occasionally get uh I'll have
[286] 34:55	to say this you do get occasional funny stories from um atheists and liberals because they
[287] 35:01	have their own way of thinking and their own way of doing things but um
[288] 35:08	but um definitely um fundamentalists don't have a great sense of humor so you know it's a little
[289] 35:15	hard to to do that all right so anyway thank you very much to the Super Chat I very much appreciate
[290] 35:21	it what
[291] 35:27	comments I was already feeling like I've lost
[292] 35:33	souls well it looks like Jack Reese making
[293] 35:40	everybody's day here uh see if I can
[294] 35:46	yay I got my membership I was feeling like a soul in a calvinist convention
[295] 35:51	thank you Jack [Laughter]
[296] 36:00	show because of uh stream yard wonderful
[297] 36:09	yeah he's got the Emojis up of uh Bernice and the
[298] 36:14	uh the logo and uh uh cool Dr folk and Mr EC
[299] 36:20	[Laughter] cool [Laughter]
[300] 36:25	very cool he's already playing with the uh this the uh the benefits of uh membership
[301] 36:36	all right get back
[302] 36:41	uh the next Super Chat here is from ask when we were from 4.99 um
[303] 36:47	he goes quote our live stream q a sessions generally run for two hours and quote might want to change that laugh
[304] 36:53	out loud oh yeah that is so out of date it's not
[305] 36:58	even funny
[306] 37:03	how many live streams did we did wishly get that were uh two hours
[307] 37:10	the first one that was it yeah first one yeah we might want to change that for
[308] 37:17	sure hmm I'm out of coffee already
[309] 37:23	I'll be right back actually you know what I'm gonna do is
[310] 37:28	I'm going to fill a thermos okay
[311] 38:21	I'm back um I got my coffee
[312] 38:28	I feel the thermos too so I don't have to run away anymore uh
[313] 38:33	yeah that's kind of a little out of date isn't it
[314] 38:40	and we've only had one one live stream that went for two hours so e e
[315] 38:46	yeah anyone who joins the channel tonight is uh
[316] 38:52	is getting is getting a membership and that's just like totally awesome totally
[317] 38:57	awesome all right so anyway thank you very much Addison
[318] 39:03	for the Super Chat yeah yeah we gotta change that honestly uh I don't think we've had a a live stream go less than
[319] 39:11	three hours like forever so um yeah thank you for the heads up
[320] 39:19	okay uh mouthwash here for ten dollars thank you very much for the Super Chat
[321] 39:24	Omar letter 74 and 290 mention a bit nin UTA in reference to Israelites in the
[322] 39:31	area of Jerusalem I've heard the claim that the idea may be pronounced Suman
[323] 39:37	Temple of Suman nope all right uh we are going to I am going to bring up now I
[324] 39:44	couldn't find that reference in a model air 74 so I don't think that's correct but I did find it in 290.
[325] 39:50	so we're going to take Anson rainey's translation here because it's a really good translation
[326] 39:56	and I am going to try to bring it up on the screen here
[327] 40:04	um
[328] 40:13	and stick me a moment I want to get this up here
[329] 40:21	capture okay
[330] 40:29	okay I'm gonna try to find it here
[331] 40:51	all right here we go
[332] 40:56	all right um
[333] 41:11	all right I got ants and rainey's translation of the amarna letters
[334] 41:16	now what's really good about this translation is he also has the
[335] 41:23	the tan transliterated script as well so that's really helpful when you're dealing with Acadian
[336] 41:33	Okay so and you can see it here in
[337] 41:40	line lines 15 and 16 is this is the
[338] 41:49	appropriate place here where it talks about urukur uru shalam
[339] 41:57	okay okay so let's talk about the city of Jerusalem
[340] 42:03	and then uruh now Anson rainey's translation of this
[341] 42:12	is um a town of the land of Jerusalem its
[342] 42:20	name being beaten EB okay so
[343] 42:28	I do not think that this can be translated to Suman
[344] 42:35	um Acadian is actually these are
[345] 42:40	ideograms now there is a possibility that could be
[346] 42:45	translated something else but Schumann is not one of them and I don't in this particular case does
[347] 42:53	not seem to be a viable translation either
[348] 42:59	um rainey's a very good scholar he's very thorough so I trust his transliteration his
[349] 43:06	translation here Moran was a very good translator okay
[350] 43:12	but rainey's a little more current and a little more thorough
[351] 43:18	so so I have serious doubts about the claim
[352] 43:24	that it could mean the Temple of Solomon and frankly this would not be and I think what you're driving at here
[353] 43:31	is that this is supposed to mean the the Temple of Solomon
[354] 43:36	and the problem here is that Solomon is not Schumann
[355] 43:43	it would be [ __ ] though it's not even a good
[356] 43:51	it's not even a good transliteration
[357] 43:57	so um
[358] 44:04	I think this really breaks down etymologically
[359] 44:10	so anyway um the whole idea that this could be
[360] 44:18	I've heard the claim I've heard the claim that that this is supposed to be that the owl idea this is Temple of
[361] 44:23	Solomon predates uh the Israelite expansion itself which
[362] 44:31	the amount of letters would basically do predates say The Exodus and
[363] 44:37	as such you know if that could case could be made I don't think it can be
[364] 44:45	you know it would provide etymological evidence but the problem is the etymology is
[365] 44:51	wrong it's it's completely wrong
[366] 44:56	the whole idea that Schumann is [ __ ] ain't gonna work
[367] 45:03	in in some ways this is in some ways this is an attempt
[368] 45:09	to to back translate an Acadian text to an
[369] 45:18	English transliteration problem is the ancient heat Israelites
[370] 45:23	didn't speak English so it's going to completely fail it's gonna completely fail
[371] 45:29	so anyway I hope that helped thank you very much for the Super Chat very much appreciate and I'm glad we could pull up a text and actually look at it to see
[372] 45:36	what was going on here
[373] 45:44	Jack Ray for five dollars thank you much for the Super Chat about everything else here wow
[374] 45:51	he's been super generous tonight uh this has been amazing
[375] 45:57	okay sponsor alive Super Chat let's see there was a question here that
[376] 46:03	I did want to take
[377] 46:08	I think it was talitha's here it is
[378] 46:15	okay talitha asks a great question here
[379] 46:20	were Egyptian gods and goddesses like heka and or ma'at the more abstract ones
[380] 46:26	considering deities by the time of Moses or just Concepts interesting questions great question
[381] 46:33	now there comes a point in Egyptian history where Egyptian gods become
[382] 46:39	considered more like abstract Concepts like forces of nature ideals
[383] 46:47	but in the time of Moses they're still considered to be deities
[384] 46:53	so at the time of Moses hecca is still considered the god of
[385] 46:58	magic and ma'at the goddess of balance and
[386] 47:04	Order So This Is How They didn't they didn't have ideas of say pure Concepts
[387] 47:12	but they considered Concepts to be deities
[388] 47:17	what they would call the naturu gods and God oh my gosh he sponsored another 20
[389] 47:23	super chats okay did you get your
[390] 47:29	membership no oh well
[391] 47:35	QR really wants some membership
[392] 47:46	[Laughter] okay
[393] 47:51	so yeah that's that's what's going on here in the time of Moses is these are considered to be gods and goddesses
[394] 47:57	they're not quite the Egyptian religion does not quite Advanced the point where they're considering the name these Gods
[395] 48:04	to be abstractions or um uh ideas that are deified
[396] 48:13	it's kind of the reverse they're considered gods that are associated with
[397] 48:18	ideas so in a it's a great question thank you very much the question and thank you
[398] 48:25	Jack Ray for sponsoring that question
[399] 48:37	okay
[400] 48:44	our next Super Chat here is from Amanda s for ten dollars thank you very much for the Super Chat
[401] 48:51	hi Dr folk I am eager to hear your perspective on the X displays okay I'm
[402] 48:56	eager to give it to you specifically what do you think each plague was or was not and its impact on
[403] 49:03	the land of people thank you okay um great question
[404] 49:09	uh the X's plagues are essentially a set of
[405] 49:14	nine to ten plagues that were
[406] 49:20	essentially um meteorological
[407] 49:27	um hydrological events that happened to Egypt okay now what we know from the
[408] 49:35	texts of ancient Egypt is that these are events that seem to have
[409] 49:42	happened at least periodically to Egypt as a whole
[410] 49:48	like for example in the case of the blotting out of the Sun we do know that Egypt did suffer from
[411] 49:54	time to time with sandstorms now a sandstorm combined with the with
[412] 49:59	uh forest fires had this effect of creating a [ __ ]
[413] 50:05	black basically Ash that say blacked out everything
[414] 50:13	and one of the things about this was it was said that
[415] 50:18	the darkness that fell upon the land could be felt inside the homes
[416] 50:23	now you don't get that with eclipses you don't get that with say
[417] 50:29	um extent uh with with just night but it does happen with sand you know
[418] 50:36	you know the dust and the ash filling the homes [Applause]
[419] 50:43	um like the Prego like the um um River turning the blood that is record
[420] 50:49	has happening once during the first intermediate period
[421] 50:55	so these are events that seem to happen at
[422] 51:00	times of this particularly High inundation periods so you know it's it does seem that this
[423] 51:08	is a a bit these are events that happen with that coincide with the flooding of
[424] 51:15	the Nile but in a hyper natural way so if these aren't your normal
[425] 51:21	flooding events these are when sort of things go a little berserk
[426] 51:26	well and I prefer the the term hyper natural here over Supernatural because they're natural events
[427] 51:33	but they're also natural events that are extreme
[428] 51:40	so I S one of the things I would also
[429] 51:46	resist to is the whole idea that each plague was a challenge to the gods of Egypt
[430] 51:53	now I know that's a very very popular interpretation
[431] 51:59	but I also think it's reading beyond the text now there's only one plague of Egypt
[432] 52:05	that is that the Bible says was a challenge to the gods of Egypt which is the final plague the Passover plague
[433] 52:13	all the previous plagues are just plagues the Bible does not say that the previous
[434] 52:19	nine plagues are an attack on the Gods you know I heard an interview with Gary
[435] 52:26	rensburg today where he basically says all the plagues are challenging the gods and I think that's really
[436] 52:31	really wrong-headed in a lot of ways
[437] 52:39	so anyway um I think that that these are as I say
[438] 52:46	normal events that have been Amplified
[439] 52:51	in a sense that it creates grass a grave suffering upon the people of Egypt now
[440] 52:57	they're also temporary most of these events
[441] 53:03	are in accordance to the agricultural cycle so for example the destruction of The
[442] 53:10	Barley crop it's going to affect water Purity people are gonna get sick
[443] 53:15	and that's going to happen but it's going to be replaced by the next agricultural cycle almost all these
[444] 53:21	plagues are going to be rectified by the next agricultural cycle the only plague that seems to last
[445] 53:28	beyond that particular agricultural cycle will be the destruction of trees and that's going to affect the funerary
[446] 53:35	customs and cultures of Egypt to the extent where they have to start importing
[447] 53:42	wood at the end of Dynasty 20 and 21. that's the only that's the really the
[448] 53:48	only plague that has long term outcomes here
[449] 53:55	so anyway great question I hope that helped answer the question thank you very much for the question and
[450] 54:01	I very much appreciate the support of the channel
[451] 54:13	excuse me
[452] 54:21	okay just here okay our next Super Chat here
[453] 54:28	is also from Amanda s thank you very much for that great Super Chat and she asks what is your opinion about
[454] 54:35	Michael hassel's argument in military practice and polemic that the laws in Deuteronomy only make sense in 1500 to
[455] 54:43	1000 BC Egypt okay generally I would agree with this
[456] 54:53	um my one misgiving about this
[457] 55:00	is that 1500 to 1000 BC is an incredibly long span of time
[458] 55:10	um you're talking here from the end of the middle Bronze Age to the beginning of the Iron Age that's a long span of type
[459] 55:17	500 years is a long time so
[460] 55:23	I think that this is one of those things where I agree with it in principle
[461] 55:31	but I'd like to see how he reasons this okay
[462] 55:37	I know how I would reason it but I'd like to still see how he reasons it so I
[463] 55:42	agree with him I absolutely agree with him but I still would like to see how he
[464] 55:48	rationalizes it it'd be very interesting to find out how he rationalizes it
[465] 55:55	so um I mean that's that's my general opinion but without knowing some specifics it's
[466] 56:02	hard to know where where points I would agree or disagree with but but yeah overall agree with him
[467] 56:09	but I still love to see how he does this okay [Laughter]
[468] 56:15	he he probably right uh in fact I would probably I would
[469] 56:21	probably bet he is right but again um um I'm all about one of the things I
[470] 56:28	think is really really important really important is how do we arrive at these
[471] 56:34	these decisions how do we arrive at this these conclusions and for me I mean I'm I'm a big
[472] 56:42	um how do I say this big believer in showing your work
[473] 56:48	okay uh if you're a mathematician you know it's just it's not enough
[474] 56:55	to it's not enough to just show the answer you have to show your work the
[475] 57:02	process of thinking that got you there I'd love to see how he got there
[476] 57:08	so um as I say love just to see more of this work and see how we got there and I
[477] 57:15	mean climb to agree with him so far so anyway thank you very much for the Super Chat very much appreciate it
[478] 57:28	okay uh next Super Chat here is for five dollars from n japoniscon Rafi
[479] 57:33	and he says what do you think churches need more of today in terms of either preaching or
[480] 57:40	education by the way happy owner of the Ark of the Covenant it's Egyptian context and he is he is of course just
[481] 57:49	put in a plug for our my book um buried somewhere here
[482] 57:55	there's stack of other books he's talking of course about this book which is uh my book The Ark of the Covenant in
[483] 58:02	his Egyptian context and Illustrated Journey I'm glad you like the book we
[484] 58:07	enjoyed making it in fact what we want to do is we want to make our future books very similar in that in that
[485] 58:14	regard so lots of photographs lots of illustrations and enjoyable to read
[486] 58:20	and that's one of the things we're trying to work towards right now is we're trying to work towards the point
[487] 58:26	where I can sort of quit my day job and write books Again full time
[488] 58:31	that is one thing about having a pandemic uh that was that I had the freedom to write during that
[489] 58:40	flutes I like pictures well you know what we like pictures too pictures are good
[490] 58:45	pictures keep you engaged you know you
[491] 58:52	um oh yeah yeah the stories I have behind those pictures yeah yeah that's that's
[492] 59:00	there's quite a few stories behind those pictures [Laughter]
[493] 59:12	let me say oh the arc picture I made okay
[494] 59:24	they are a picture of me let me see if I can find it here oh I gotta happen here somewhere I know
[495] 59:29	I know I have it in here all right
[496] 59:34	he's talking about this one uh where we did a computer render of the Ark of
[497] 59:41	Covenant but I'm going to tell you one story about one of the pictures okay
[498] 59:48	I'm going to show you this one here because this one has a story
[499] 59:56	and anytime you you have a this one right here it's kind of glaring
[500] 1:00:04	here but it's basically you got the Milky Way we're at Abu simbel and there's a little meteor going on
[501] 1:00:11	okay this is actually a meteor in the photo so but the story is
