[0] 0:00	[Music] foreign
[78] 12:10	first decree that allows him in to do this and now he's got to write a second degree
[79] 12:16	but he's not willing to put his hand to the paper
[80] 12:22	um or the tablet in this case and he says to um Mordecai
[81] 12:28	you write the decree on what you think is fitting for Haman and his
[82] 12:33	relatives so this is a one-off where Haman gets to
[83] 12:39	write a letter and the King signs it with a seal and after that his service is over
[84] 12:45	okay Ace doesn't have ongoing Authority so this is not a situation where it
[85] 12:52	would require Mordecai to become a eunuch this is Mordecai's been invited into the
[86] 13:00	palace he writes his one-off letter and it goes back home and then things get done what need to be
[87] 13:06	done so
[88] 13:14	so anyway that's what's kind of going on in this in this story here so we got to be very careful not to read
[89] 13:22	too much into this I mean it's a very very tempting thing to overread Esther
[90] 13:27	like for example you see like um 177 provinces
[91] 13:33	well early exegetes confused that with satraps basically the the
[92] 13:40	um the largest unit of a Persian of a province in the Persian Empire
[93] 13:47	but it's more likely it's it's sort of municipalities within say traps okay
[94] 13:55	so you see this is a common uh objection to the book of the historicity of the
[95] 14:01	Book of Esther when the text doesn't say say traps here so anyway
[96] 14:08	um it actually says Medina so that's that's more of a that's that's a regional
[97] 14:14	Province instead so anyway I want to thank you very much for that
[98] 14:19	question so um um he was not made of eunuch because
[99] 14:26	this is a one-off letter Written In The Name of the King and does not require him to become a
[100] 14:32	eunuch all right foreign
[101] 14:42	no it's not a common thing um I'll take I'll take his question followed by cam
[102] 14:47	brisk question here foreign 501 Mobius asks
[103] 14:55	um how widespread were Signet Rings dispersed not very widely in fact it was
[104] 15:01	basically the king and maybe his Maybe if he had a chancellor
[105] 15:08	a sealed Bearer the seal bear would have have basically physical possession of
[106] 15:13	the Signet ring the king himself wouldn't wear the Signet ring the steel bear would bear the signal ring and then
[107] 15:19	the king would just tell the seal bear hey you signed this document and that's typically how it was done
[108] 15:26	so this way if the king had to do send his authority to another Province
[109] 15:32	he would just send the seal Bearer and a seal bear would go and sign on the king's behalf
[110] 15:39	so you know that's generally how this was done and the seal Bearer would go with a contingent of soldiers and all
[111] 15:45	that so there was actually no chance of him getting knocked off on the way and someone taking his ring in forwarding documents
[112] 15:54	but there would be only one Signet only one Signet ring so anyway I hope that answers your
[113] 16:00	question cambritt also asked a great follow-up
[114] 16:06	question too is it true that Gallows were a crucifixion as opposed to a noose
[115] 16:12	no uh oh no this is like one of those unit questions
[116] 16:20	uh all right let's let's describe what Gallows are really in the Persian Empire
[117] 16:28	you're not hung by the neck until you're dead in a
[118] 16:35	Gallow um a Gallow in the Persian Empire is an is
[119] 16:42	an apparatus it's a tall apparatus with a single sharpened Pole
[120] 16:49	and then they impale you on it
[121] 16:55	ugh it's a ghastly way to die ghastly way to die so that's the Gallows
[122] 17:06	Danny DeMent vladian people play a little would love it yeah he would it's that sort of deal
[123] 17:15	okay so anyway um it's a good question because people do mistake what The Gallows were
[124] 17:21	it wasn't suffocation so and I uh thank you for that interesting follow-up question
[125] 17:30	okay our next question is from
[126] 17:41	uh bonbon and he asks how did Hab shatsu approve her military skills as pharaoh she
[127] 17:49	didn't she was one of the few uh Egyptian pharaohs that never went to
[128] 17:56	war she she just didn't go if she had to do a punitive campaign she
[129] 18:03	just sent a general he stayed at home completely she never went to war
[130] 18:09	she was highly unusual in that respect so while most Kings had to prove their
[131] 18:15	physical prowess by going to war and by doing these police campaigns
[132] 18:21	never did it it made her really unique in that respect
[133] 18:26	so it also made her very decadent too let's
[134] 18:32	not let's not be dishonest about that either so she would stay basically at home and
[135] 18:38	um not stay physically fit okay she's gonna let herself go
[136] 18:45	uh she's the only Pharaoh that only Royal mummy that we have that that's
[137] 18:51	obese they estimated her death she probably weighed around 250 maybe more
[138] 18:59	so she was she was about 250 pounds so you know she she did not believe in
[139] 19:05	physical fitness whereas most pharaohs did
[140] 19:10	uh even the ones that were lame had a kind of physical fitness to them so
[141] 19:16	so yeah she she was a homebody uh but then again too she was she had
[142] 19:22	been the Royal Queen she'd been the daughter of I believe it was at the first I believe
[143] 19:28	so you know she had she lived a life of privilege and that wasn't going to change just
[144] 19:34	because she became king so anyway thank you very much for that question uh good question but nope War
[145] 19:41	wasn't her thing well going to war wasn't her thing
[146] 19:49	uh we don't actually have a lot of recorded military campaigns for her very few
[147] 20:00	okay the next non-super chat here
[148] 20:06	is also from bonbon and it's he says
[149] 20:12	are we forbidden from striving to develop biotech that can make us immoral
[150] 20:17	since that would essentially be like biting off from the Tree of Life it would be a really really bad idea
[151] 20:26	okay now to extend there's a difference
[152] 20:31	between extending life and making you immortal making you immortal is
[153] 20:38	making you so you cannot die there is some indication that that
[154] 20:44	happens in some point in our future history there is a very provocative verse in the
[155] 20:51	Book of Revelation where people seek death and cannot die
[156] 20:59	so there is some indication that this eventually happens however it's also the case that this is
[157] 21:06	it's not strictly forbidden but it's a really really stupid thing to
[158] 21:14	do if you've read and understood the Bible you don't need it you know you don't
[159] 21:19	need to be told this is forbidden okay because you know you're basically
[160] 21:25	tempting God to come down and do summary judgment upon you so
[161] 21:31	really really not wise now with that said life extending
[162] 21:36	Technologies could be okay um you know there's no question that that we are permitted to extend life
[163] 21:44	but making us Immortal incredibly dumb idea
[164] 21:49	all right so anyway thank you very much for that question very much appreciated
[165] 21:58	okay the next question oh they want the passage okay in just a
[166] 22:06	moment okay I'll just grab that for you in just
[167] 22:12	a second here okay let me just find that for you
[168] 22:28	oops
[169] 22:40	okay it is revelation 9 6.
[170] 22:46	let's throw that up there and in those days men will seek death and will not find it and they will long
[171] 22:51	to die and death flees from them okay so when when and when in human history
[172] 22:59	has essentially men not been able to die [Laughter]
[173] 23:06	especially in the Book of Revelation where deaths everywhere
[174] 23:12	death is everywhere in the Book of Revelation I mean a third of humanity gets was wiped out like that and now in
[175] 23:19	the last days of the Book of Revelation they can't die like
[176] 23:24	you know you know something hanky's happening there
[177] 23:32	yeah so um yeah it's an incredibly bad idea
[178] 23:39	yes Bonbon I know you don't believe in the Book of Revelation but you believe in the Book of Genesis right
[179] 23:46	you know God protected Mankind from being
[180] 23:52	immorally on both Immortal and unregenerate by
[181] 23:57	driving man out of the garden so even if you don't believe in the Book of Revelation it's still a bad idea
[182] 24:03	because God thought it was a bad idea for man to eat both of the tree of the knowledge of Good and Evil and the Tree
[183] 24:10	of Life so yeah Daddy all around
[184] 24:17	okay um the next question is next question up
[185] 24:28	is also a bonbon question foreign
[186] 24:35	it is what was the state of the Egyptian Military during the reign of tit Moses
[187] 24:41	III oh it was a it was a massive machine massive machine
[188] 24:48	I read they were rather inexperienced hence that why they couldn't contain themselves from looting immediately uh
[189] 24:53	looting immediately with standard practice in any army of the day okay
[190] 24:59	um the military of top Moses III was highly effective
[191] 25:05	well-equipped and very well trained
[192] 25:10	uh tomosa's III was a really masterful Commander
[193] 25:16	and he liked the military life he grew up in the military life
[194] 25:22	basically his stepmom uh hebshetsu basically sent him into the military to
[195] 25:28	hopefully kill him off what he but they she didn't count on Was
[196] 25:35	Not only was he incredibly popular within the military he was also very good at it
[197] 25:42	so he took a real Hands-On role in the military
[198] 25:48	so it was it was actually a very very it was probably the most capable military
[199] 25:55	Egypt ever fielded without doubt the only reason they turned back from
[200] 26:02	Kadesh um on the orantes was because Moses
[201] 26:08	didn't want any more than that he could have kept going into the matani Empire and you know matani probably
[202] 26:14	wouldn't have been able to stop him but Empires are expensive
[203] 26:19	so you know he got as much as he wanted and went home
[204] 26:26	so yes um he fell had a very good military and they were very very effective very
[205] 26:33	effective so and I thank you for the non-super chat really appreciate it
[206] 26:41	and the final non-super chat for our opening here
[207] 26:46	is going to be from 501 Mobius okay
[208] 26:52	and he says in judges 1 6 why did the sentence of Moses's father-in-law go up
[209] 26:59	from Jericho City of Palms to live in Judah when Joshua 6 26 curses any that
[210] 27:06	rebuilds the city could there be a different city of Palms no um what's going on here is something
[211] 27:13	else this is the there's not really a rebuild we've got
[212] 27:18	to be very clear about that the city of Palms is actually a village okay so even though they destroyed
[213] 27:26	Jericho Jericho still had a viable water supply but the city of Palms was actually a
[214] 27:33	small agricultural Village that's what it was so it wasn't a rebuilt
[215] 27:41	okay so um
[216] 27:46	so when the city of Palms was constructed it was really just as I said a small village it was not rebuild of
[217] 27:53	the entire city that doesn't actually happen until the book of Kings
[218] 27:58	and I think it's book of kings of first Sam and let me just check here I can tell you when it's rebuilt and when
[219] 28:05	enough when the curse takes place because that's actually in Scripture so
[220] 28:12	divided here in just a second
[221] 28:21	[Music] okay this takes place
[222] 28:30	uh this takes place in
[223] 28:35	First Kings 16 verse 34 okay so these are the days of
[224] 28:43	Ahab okay and verse 34 says in his days he Al the
[225] 28:49	bethelite built Jericho he laid his foundations with the loss of abiram his firstborn
[226] 28:58	son and set up its gates with the loss of his youngest son segub according to
[227] 29:04	the word of the Lord which he spoke by Joshua son of noon okay so this is the reference of the coming
[228] 29:12	to pass of that curse in judges 1 16. this is actually really a really
[229] 29:19	interesting passage anyway that whole idea laying the foundations basically leveling it as we see one of
[230] 29:26	the things we find in like Negros uh 2020 site report of Jericho is that we
[231] 29:31	have site leveling the site is actually leveled to build on
[232] 29:37	an anew and this happens in the days of hail the death light
[233] 29:42	and we actually haven't recorded here in First Kings 16 34. so this is a
[234] 29:47	fascinating Passage because it tells us actually so much about say what we find in the archeology
[235] 29:55	at Jericho so I mean it's an amazing passage of really interesting and this is the this
[236] 30:02	is the point where the curse takes effect and the curse hits him by losing two of his sons
[237] 30:08	during the construction so
[238] 30:16	sorry about that all right get the tabs
[239] 30:23	give me the other ones too all right sorry about the pings
[240] 30:35	like that should be everything major that's likely to Ping
[241] 30:41	all right
[242] 30:47	okie dokie so anyway uh thank you very much for that
[243] 30:52	that non-super chat question it's an interesting question and I hope that helped answer it
[244] 30:59	okay so that ends our non-super chess now we can get on to the super chats here
[245] 31:05	and our first Super Chat change here
[246] 31:16	is actually from uh Jack Ray who buys us the coffee for
[247] 31:23	five dollars thank you very much for the subwo Super Chat and I also saw the email donation
[248] 31:29	as the uh PayPal donation as well for fifty dollars thank you so much for that donation we really really appreciate it
[249] 31:36	we appreciate all the support you give and yes I have my coffee here because it
[250] 31:42	was another one of those sleepless nights so I'm going to the coffee tonight as well
[251] 31:50	caffeine wake sustaining caffeine [Laughter]
[252] 32:00	so anyway thank you very much for your contributions to the channel thank you for that PayPal and thank you for that
[253] 32:06	uh coffee we really appreciate it
[254] 32:14	our next Super Chat here is from
[255] 32:20	that isn't Weir for 19.99 thank you very much for the Super Chat concerning what you said last week about
[256] 32:27	the Matt Lich interview well he says mernipta attacked Israel in the 1100s uh
[257] 32:33	he said the 11th century that's actually the 10 hundreds that's the one thousands okay I don't see him giving his date in
[258] 32:41	his book could he be that he just misspoke yeah it probably was I mean he probably did just misspoke but he also
[259] 32:47	had to mash that together too and I thought that was a little difficult to do because
[260] 32:53	really monapta um he takes place at the very very
[261] 32:59	beginning of the conquest like in the first five to seven years
[262] 33:05	so you know um while we do see in the manepta Stila
[263] 33:11	you know him recording Israel in Canaan
[264] 33:17	that is during the very very early stages of the time the judges
[265] 33:23	uh really before most of the history sort of I mean you might have had Jericho and I and perhaps hot sword
[266] 33:31	destroyed at that point but that's actually before a lot of the
[267] 33:37	um the subsequent events of of the book take place so
[268] 33:45	um and really moneto is only there to do a punitive measure against geyser that's
[269] 33:50	the only reason why men after was there because mernepta didn't exactly have an easy time
[270] 33:57	um rebuilding Egypt's military after the uh read C debacle
[271] 34:05	uh it took it took ran up to like three months to drive out the libyans Egypt was not in a great state at that point
[272] 34:11	and there was even instability in the government uh for example the line of succession is
[273] 34:19	there's a coup that happens right after the basically the death of their NAFTA
[274] 34:24	so Egypt's is in this point in a very weak state
[275] 34:31	so you know he probably did just misspoke and that happens okay
[276] 34:36	but it was big enough to sort of call my attention to it um
[277] 34:42	he would have been better off I think if he tried to you know tease out some of the campaigns of maybe Dynasty 20
[278] 34:49	because there's a couple of campaigns that they still do into Dynasty 20.
[279] 34:55	uh Ramsay's the fourth does a campaign eventually the third does a campaign Ramsey is the fourth is a campaign and
[280] 35:01	so does romsey's the sixth and sixth is he's that's the last one the problem with those particular
[281] 35:07	campaigns though is that it all is sort of on the coastal plane and into the northern Levant
[282] 35:14	so none of them really get down into Judea
[283] 35:20	and we won't see that until shoshank the first so I think if he had a sort of slightly
[284] 35:27	better grasp on say Egyptian history his thesis might have been more
[285] 35:32	compelling and it was clear that he didn't have that sort of strength he couldn't really articulate that well
[286] 35:39	I mean even for example like some of the uh Garrison towns like baitian
[287] 35:45	I mean batshion survives as an Egyptian Garrison Town long after it's cut off me from Egypt
[288] 35:54	so I think if you're going to make a case for this being the second uh Exodus
[289] 36:02	X is part two um you're gonna have to sort of get
[290] 36:07	your handle on the history of the Garrison towns because most of the time Israel isn't
[291] 36:15	untouched and as I say some of them last for 300 years after the fact
[292] 36:20	so that's long after the conquest
[293] 36:26	so um is his business still needs work even if
[294] 36:31	he did to speak which is entirely possible he probably did misspeak so I'm willing to give them the benefit of the
[295] 36:36	doubt there but I do think he needs to work on this one a bit all right so anyway thank you very much for the Super
[296] 36:43	Chat very much appreciated and I hope that helped
[297] 36:48	okay all right
[298] 36:55	and going to the top here our next Super Chat here is from Destin
[299] 37:01	night for 4.99 thank you very much for the Super Chat are you familiar with critical
[300] 37:07	alternative Origins for Yahweh as a deity and do you have any thoughts on
[301] 37:13	those theories okay um
[302] 37:19	I have it depends what you mean by alternative Origins okay now there are several
[303] 37:26	theories out there for the where where Yahweh came from we know it's not a it's not some people
[304] 37:32	think it's the moon God yak but it's not the transliteration doesn't
[305] 37:37	work okay so you got that theory um and I I don't think that theory has
[306] 37:43	any legs and most Scholars don't think that one has any legs us you have people like I mean I I
[307] 37:50	myself hope to say that can I have hypothesis where Yahweh is basically
[308] 37:55	brought from Midian into Egypt by Moses and that's one possible Theory
[309] 38:02	uh there's another theory that basically suggests that it was with the Israelites
[310] 38:07	all along um a lot of conservatives hold that view
[311] 38:13	um and even Michael Heiser held to that view I don't hold to that view um I don't think there's a strong
[312] 38:20	compelling case there because we find no evidence of Yahweh worship at all
[313] 38:25	in a virus so
[314] 38:30	I think that one is going to struggle from the data the other thing is there's another
[315] 38:36	theory too that also floats around that um it came out of you Garrett
[316] 38:42	so basically it was part of Yahweh was part of the pantheon of ball moot
[317] 38:49	um L and etc those those Gods from um uh from you Garrett
[318] 38:56	however we don't have any evidence of Yahweh in the eugera tablets
[319] 39:02	so again this is one where we the problem is with all the odd possible Origins for
[320] 39:09	um Yahweh we just don't have sufficient evidence
[321] 39:16	um I think I think I think the canine hypothesis is the best going but at the same time too it also
[322] 39:23	struggles too with evidentially problems this just isn't any evidence
[323] 39:28	so we're only left with a Biblical account as to suggest where the origins came from and the origins in the Bible
[324] 39:35	suggest it was from Midian you know Moses is encountered in Midian
[325] 39:40	so there's also some more um what we call minimalist theories they
[326] 39:46	are also there too such as that um Yahweh was basically a
[327] 39:52	regional Canaan idity uh basically a you know a lightning god or a war god or
[328] 39:59	even a sex god and again I think those are pretty thin
[329] 40:04	those are all pretty thin again no evidence
[330] 40:10	so um those are my thoughts on the theories
[331] 40:16	I have a course my favorite but uh we're all dealing here with a
[332] 40:22	deficit of material thank you very much for the Super Chat very very much appreciated and I hope that helped
[333] 40:31	Destiny night for 499 thank you very much for the Super Chat do you have any thoughts on the claims
[334] 40:38	that Zoroastrianism influenced early Judaism God bless and thanks for everything okay
[335] 40:43	I have a few thoughts here uh I don't think it influenced the
[336] 40:49	earliest forms of Judaism like for example what we find in the pentateuch
[337] 40:55	um Zoroastrianism is really a dualism it's a theological dualism
[338] 41:02	you've got a god a good or a Mazda and a god of evil on Romania
[339] 41:09	and both of those are equal they're they're equal gods
[340] 41:14	and they are they are responsible for the cosmic balance of Good and Evil
[341] 41:20	so you do see some slight influence of Zoroastrianism in say some of the
[342] 41:27	prophets some of the late prophets okay and that that does make sense
[343] 41:32	considering the influence of say Persian culture upon later Judaism
[344] 41:41	but you're talking at that point of of middle Hebrew at that point
[345] 41:46	so I think that that influences often overstated
[346] 41:54	I'm a holder of the supplementary hypothesis for the pentitive so I believe that the core documents were
[347] 41:59	written by Moses or at least his um uh menuensis or even some of his
[348] 42:06	contemporaries so that said Zoroastrianism wasn't even a religion at
[349] 42:13	that point so I don't think it had influence in
[350] 42:19	extremely early like um at the time of the divided monarchy it
[351] 42:24	wouldn't have had any influence and that's when we see the earliest say biblical texts
[352] 42:30	is during the divided monarchy
[353] 42:36	so anyway and that and those texts would be the katafina on Scrolls okay
[354] 42:41	so anyway that's my view on this um I hope that helped thank you very much for the Super Chat very much
[355] 42:47	appreciated
[356] 42:54	okay Jared Gilmore for 25 thank you very much for that generous Super Chat
[357] 42:59	this passage has been used as an argument that irenaeus was pre-tribulational he means pre-tribulational Rapture against
[358] 43:06	heresies book 5 chapter 29. and therefore and therefore when the end
[359] 43:12	when in the end the church shall be suddenly cut up from this and quote is their Credence to this
[360] 43:19	unfortunately absolutely not um here's the problem
[361] 43:25	there was no such thing as a pre-trib Rapture in the Christian church
[362] 43:32	prior to the 19th century what it's talking about here is actually
[363] 43:38	pre-millennialism not pre-tribulationalism
[364] 43:43	what's the difference here okay what you have with say pre
[365] 43:49	-millennialism is you have a seven year tribulation that comes before the millennial reign of Christ
[366] 43:55	with pre-tribulationism you have the
[367] 44:01	um second coming of Christ The Rapture happening before
[368] 44:07	the tribulation so what this is is actually a statement of his pre-millennial views not his
[369] 44:14	pre-tribulational views basically his idea is that come the Rapture and iranis is not
[370] 44:22	specific on this we're not sure if he's if he's pre-mid or post-trib
[371] 44:29	but he's basically making the the statement here that when the church it's right for the god
[372] 44:35	to come to collect the church he'll do so before the millennial Kingdom okay
[373] 44:41	so but really this was not this is anachronism this is a theological anachronism it doesn't happen in the
[374] 44:51	um Christian theology until the 19th century really it's a view that was popularized in the Scofield bible
[375] 44:58	so that's the first time we see uh the pre-trib Rapture enter into
[376] 45:04	publication within Christian circles
[377] 45:10	so anyway thank you very much for that very generous Super Chat I very much appreciate it and I hope that helps we
[378] 45:17	we do find really two major views of eschatology amongst the
[379] 45:23	church fathers if we want to go there too which is that the church followers were either a
[380] 45:29	millennial or they were um uh his what's called historical uh pre-millennial
[381] 45:37	but there doesn't seem to be a large variation on their views of the tribulation it just wasn't an issue for
[382] 45:42	them these were guys that were going through uh persecution
[383] 45:47	they weren't expecting to be saved you know not by Jesus Christ comment they weren't expecting it
[384] 45:53	they were they know they were going to go through fire so you know it's a A persecuted Church
[385] 46:00	behaves very very differently than a church that's Awash in comfort and wealth
[386] 46:07	so anyway thank you very much for the Super Chat very very much appreciate and I hope that helped
[387] 46:17	uh Jonathan for 4.99 thank you very much for the Super Chat and he says is jaben in judges for the
[388] 46:25	same jaben as in Joshua 11. if so how did hot sword get rebuilt so quickly to
[389] 46:31	oppress Israel after being burned okay it's not the same jaben the sequence of
[390] 46:38	of events in judges four and judges 11 are completely different
[391] 46:44	second of all hot sword did not get rebuilt in that time in Joshua 11
[392] 46:51	this second jaben jaben the second we don't know how many javens there were is called the king of hatsor
[393] 46:59	but we are not told that hot sword had been rebuilt instead what appears to have happened
[394] 47:06	was hatsor had been a sizable Kingdom they had conquered five other kings
[395] 47:13	so they basically effectively move the flag to another city and declared that heads
[396] 47:22	or okay it's it's kind of like it's kind of like when you
[397] 47:28	um like in Marine battles you know you have a flagship that let's say represents the fourth
[398] 47:34	Fleet okay and a torpedo comes and sinks that that
[399] 47:40	flagship what happens is the command transfers to
[400] 47:46	another ship and that becomes the flagship of the fourth Fleet so you get continuity there by just
[401] 47:54	moving location and this is this is
[402] 47:59	um this happens frequently okay there are times when the name of us of a town will move to other locations
[403] 48:05	uh just because you know water sources dry up or you have a continuity of
[404] 48:11	kingship that sort of thing um Nathan yadon says like the thumb
[405] 48:17	moving around yes like pithel moving around it moves to several occasions Mig doll also moves to a couple locations
[406] 48:23	okay so this actually happened more than once in the history of of the Bible
[407] 48:30	so so that's what happens two different jabins got a jab in the first and jaben
[408] 48:36	the second and they're not the same different sequence events hacksor got destroyed in judges four but
[409] 48:43	had not been rebuilt in judges 11. but east call still called the king of hot sword
[410] 48:49	so anyway thank you very much for the Super Chat very much appreciate and I hope that helped
[411] 48:58	okay uh Jack Ray for five dollars sponsor a
[412] 49:04	bon bon question well thank you very much for sponsoring that question and thank you for that Super Chat
[413] 49:09	let me see
[414] 49:15	now Bonbon I see your question here on the Book of the Dead spell 17. I don't
[415] 49:21	have that memorized
[416] 49:30	[Music] oh Diddy okay okay yeah I I don't have I don't have
[417] 49:38	the uh I don't have I don't have the Book of the Dead tattooed behind my eyelids Okay so
[418] 49:45	I would need more time to answer a question like that I wouldn't mind answering the question but I would need
[419] 49:51	to read it first but there's there's there's so many
[420] 49:58	Bonbon questions and so many sponsorship from online questions we're just gonna pick them
[421] 50:03	okay I'll take this one here for his first
[422] 50:09	sponsored Bonbon question why Egyptians give Ramses the second a hard time for the state of the economy
[423] 50:16	when he helped to defend Egypt and defeat the sea people were they not afraid did they not know
[424] 50:23	about what happened to other places okay
[425] 50:29	why they gave him a hard time uh rampant inflation really really
[426] 50:34	rampant inflation Ramses III had started to lose the
[427] 50:39	hegemonic callings that was sort of the Hedge so it was in his Reign that these things started to
[428] 50:46	get lost we know for sure they were lost by Ramses IV his successor
[429] 50:53	but it would seem clear to me that already in the time of Ramses III he had
[430] 50:59	already lost control of Nubia and possibly most of Kanan
[431] 51:05	in under those circumstances you have no more hedge against inflation
[432] 51:10	everything is going to Skyrocket in price people are not going to
[433] 51:17	be able to feed their families because they can't afford it they can't make their goods to to fast enough to buy
[434] 51:26	basic grain so we've seen this many times where an
[435] 51:33	economy goes absolutely berserk you know and inflation Rises so quickly it results in
[436] 51:41	Revolution now in this particular case it resulted in an assassination
[437] 51:47	but this sort of a unrest is really common when economies get ruined
[438] 51:54	I mean to to draw maybe a false comparison here it's a little bit like what's happened in Russia right now to
[439] 52:01	be honest their economy is ruined and you know we're seeing instability
[440] 52:08	there a lot of it including a potential Revolution or at least an Insurrection
[441] 52:13	today so you ruin economy bad stuff happens
[442] 52:22	uh including loss of popularity so it didn't matter if he kept the sea
[443] 52:28	peoples out if you can't afford to feed your family
[444] 52:34	so anyway that's why he was a unpopular that's at
[445] 52:40	least at the end at the beginning she seemed to have been very popular we have to remember that the sea peoples
[446] 52:45	happened in the first 12 years of his reign so I think you have a year five and a
[447] 52:51	year 11 an invasion of C peoples okay so that's happening at the beginning of his room and that's at the
[448] 52:57	height of his popularity by the time the economic impact is this
[449] 53:03	that's 20 years later while stuck went under the a lot of water can pass on the
[450] 53:09	bridge in 20 years so
[451] 53:16	okay uh where's that
[452] 53:22	seven questions up okay second question up from where I'm now
[453] 53:29	okay okay
[454] 53:37	see if I can find that
[455] 53:43	all right so anyway Jack Ray thank you very much for that Super Chat very much appreciate it
[456] 53:49	and talitha [ __ ] asks a follow-up question here where the sea peoples one people or
[457] 53:55	several where they created or Greek great question
[458] 54:01	um the sea peoples were actually several uh tribes of indo-europeans okay
[459] 54:08	they were they were probably a mix of
[460] 54:14	peoples from the um Greek archipelago originally
[461] 54:20	it could have also included groups like uh some accretions as well so that's possible
[462] 54:26	but they were indo-europeans um from essentially as I say uh
[463] 54:32	descendants of those Greeks that we find in the Trojan War now we have records of several groups of
[464] 54:39	them um the dadan um the sherohan
[465] 54:44	the pillow set which is where we get the word Philistines from
[466] 54:50	um the um um oh
[467] 54:55	uh the Luca so there were there were many tribes to see people so it's not just one people it's several
[468] 55:02	but they do seem to have an Indo-European culture when they arrive on the coastal plain they they start
[469] 55:10	their sort of their their migration to feed themselves on the west coast of
