[0] 1:13	[Music]
[114] 13:12	and then trade for other goods so this price of things was not artificially set
[115] 13:19	and it was more work along the lines of of a medieval serfdom really than capitalism
[116] 13:28	so it wasn't a true free market economy you did have um say for example you know
[117] 13:37	your typical farmer got a plot of land that he
[118] 13:42	he he was assigned to he didn't keep the land he was assigned a plot of land uh
[119] 13:48	by the king or the uh regional lord and he would have to attend that plot
[120] 13:56	and then depending on how much how high the flood was that year because
[121] 14:03	the height of the flood roughly corresponded to how productive your land was
[122] 14:09	high flood meant you got a bumper crop low flood meant you starved
[123] 14:16	so what happened was you were taxed based upon how high the flood was
[124] 14:24	so once you planted your crops depending on how far
[125] 14:31	the flood was your first crops ended up paying those taxes
[126] 14:38	and it and it's a what's left over then is then traded for other items and other things
[127] 14:47	so you might if you grew say wheat okay you might trade some of that wheat for
[128] 14:53	beer and beer was important you might might get some barley
[129] 15:00	uh beer was it was really important to to everyone in egypt
[130] 15:05	because that was your primary source of water purification so if you were well off you drank beer
[131] 15:12	if you were not well off you drank well water if you were really poor you drank from
[132] 15:18	the nile and you got really sick often so
[133] 15:23	there is there is there is a sense where egypt had a free market uh economy
[134] 15:31	but it was as i say it's much more of a barter economy and a barter market
[135] 15:36	economy so it wasn't so free as it was say um
[136] 15:42	that everyone could participate in the market to some extent even people who lived in say isolated
[137] 15:49	communities like the workers village and dear al medina were actually able to take on extra work contracts and be paid
[138] 15:56	for it so this was actually quite common in egyptian society
[139] 16:01	so anyway i hope that answers your question thank you very much for the super chat very much appreciate it
[140] 16:08	okay let's get that fired up
[141] 16:24	okay and uh very generous super chat from rg
[142] 16:30	strategy for 20 thank you very much for the super chat that really helps it goes a long ways to
[143] 16:36	do helping make ends meet here uh generous donations like this really
[144] 16:43	you know keep us going so thank you very much for the super chat okay uh he says if i'm not mistaken you
[145] 16:50	said that ramsey's the eighth had a falling out with the theban priesthood and that maybe one of the reasons why he
[146] 16:58	might be buried in a kv tomb i think you mean why he might not be um
[147] 17:05	buried in a kv tomb what was the cause of the fallout between them
[148] 17:11	we are not exactly sure we are we we do know that the theban priesthood hated
[149] 17:17	the ramicides both dynasties 19 and 20.
[150] 17:23	even though dynasties 19 and 20 are actually not related there was bad bad blood between both of
[151] 17:30	those dynasties and the theban priesthood part of it is the reason that the theban
[152] 17:36	priesthood thought that a theban prince should be on the throne of egypt
[153] 17:44	the only problem is there were no more thieving princes left they had all they'd all died out
[154] 17:51	they were extinct king tutankhamen was the last thievin
[155] 17:56	prince so they were kind of stuck you know the the theban priesthood was
[156] 18:04	stuck they couldn't put a theban prince on the throne
[157] 18:11	they didn't like the ramicides and there was a lot of bad blood
[158] 18:17	now some of the early ramicides poured a lot of money into karnak
[159] 18:23	to try to appease the free uh beeben prince priesthood you know seti the first poured a lot of money in romsey's
[160] 18:30	the second poured a lot of money in promises the third poured a lot of money in
[161] 18:36	even more neptune poured a lot of money into karnak but
[162] 18:43	that didn't go that far to appease them they were they weren't they weren't quick to be bought out here
[163] 18:50	so what ended up happening was that you had this sort of bad blood
[164] 18:58	and we we do see this in in some of the ways that you know the thieving priesthood dated things
[165] 19:05	you know they would sometimes assign a uh like like for example they assigned a 52nd
[166] 19:11	year of king horamheb well
[167] 19:16	ormonde hebb didn't reign 52 years he reigned 14. he'd been dead for a long long time
[168] 19:25	you know by the turn of his 52nd year but the theban priesthood did not want
[169] 19:30	to acknowledge ramses ii he just didn't they just did not want to
[170] 19:36	acknowledge him as king so they would have they prefer to date according to
[171] 19:41	this this dead general this dead king who is still sort of
[172] 19:47	nominally uh not really related but you know
[173] 19:53	sort of associated with the thievin um princes rather than recognize the ramicides
[174] 20:01	well when it kind of finally came to ramses viii that the falling out was really severe
[175] 20:07	um there there there's records that just you know that he he cut off all funding he cut
[176] 20:13	off all funding uh they weren't even on speaking terms by ramses the eighth
[177] 20:19	you know by ramses the eighth uh the kingdom was already starting to go into
[178] 20:24	decline the theban priesthood were starting to give these rumbles
[179] 20:31	of um no king but amun rey
[180] 20:37	and uh ramses the eight wasn't having anything with uh um of it so
[181] 20:43	it's just the whole the whole situation between the the monarchy and the priesthood
[182] 20:48	deteriorated so i i think there's some good guesses that
[183] 20:54	you know ramzi is the eighth might actually be buried at saqqara or abidus
[184] 21:00	i i think either one of those is actually a very very strong possibility that he was buried in one of those two
[185] 21:05	locations i don't i don't think he's buried in kings valley it seems exceptionally
[186] 21:12	unlikely at this point especially since most of those late drama side tunes were very easy to find
[187] 21:19	so it seems likely he's buried elsewhere and frankly abidos and
[188] 21:26	um and sakara are good choices for royal burial
[189] 21:31	it's got ancient history behind it um they're national uh cemeteries
[190] 21:38	so even back in the days of ancient egypt there were national seminary cemeteries
[191] 21:44	so they had all both cemeteries had been used through the entire period of ancient egypt
[192] 21:50	so those would always be an option to for king dad choose to have himself buried if he so
[193] 21:55	so chose so anyway thank you very much for the super chat very much appreciate it
[194] 22:01	uh and great question too okay
[195] 22:10	see i see one from mouthwash
[196] 22:15	for 15 israeli shekels thank you very much okay what's with neb's egyptian conquest
[197] 22:24	uh some scholars denied it happened also can you recommend that any resources specifically on it from either
[198] 22:29	perspective um it's not so much a conquest and and i know i've used i'm guilty of this i i
[199] 22:36	sometimes use the word conquest it was more of a raid and we don't even know if nebuchadnezzar
[200] 22:42	was actually there when it happened to be honest uh it seems like what happened was that
[201] 22:48	after the assassination of gedelia they just sort of uh and the israelites split
[202] 22:54	that they were simply followed now
[203] 23:00	it did what happened one of the one one of the things that happened was that um the king of egypt at the time
[204] 23:07	um really sort of you know he did a retreat he didn't retreat to the eastern nile
[205] 23:15	and the soldiers that were after the israelites weren't really there to
[206] 23:21	depose the king they weren't there to really conquer but what they did do is they pillaged
[207] 23:28	they basically um spent their time raiding temples stealing stuff
[208] 23:35	and this is not actually the first time it happened so we have to kind of put this in perspective too
[209] 23:42	that before the babylonians sort of decided to go uh trouncing through egypt
[210] 23:50	they egypt had already been conquered twice by the assyrians you know they're
[211] 23:56	they've been basically suppressed by ezra hodden and asher bonapal
[212] 24:03	so egypt wasn't in any any shape to defend its holdings
[213] 24:09	you know um you had say you know neko the second and
[214] 24:14	you know his his um his reign there but you know after
[215] 24:21	the death of neko the second there really was not um
[216] 24:28	any sort of strength left in sort of the egyptian resistance
[217] 24:36	uh particularly during the reigns of say um apres is is probably probably the
[218] 24:42	king at the time of nebuchadnezzar and you know he just
[219] 24:49	operates and och most of the second i mean act most of the second was an exceptionally weak king he was an exceptionally weak king
[220] 24:56	and then you know after the fall of lockheed most of the second you had had a one year reign of of somtek the third
[221] 25:02	and that just the whole thing crumbled because during the reign of some pick the third then you start having the
[222] 25:08	persians come in and conquer and that gets really really nasty so the 26 dynasty is not a strong
[223] 25:16	dynasty so it's at this point it's really open it's really open to this now
[224] 25:25	i sort of take a middle position here okay i stay i take a middle position here
[225] 25:30	um i don't think that that nebuchadnezzar personally oversought
[226] 25:36	necessarily personally oversought the raid of egypt i
[227] 25:41	also think though that there was a raid and one of the reasons i think there's a rate is we also see a discont
[228] 25:48	discontinuity in say the um egyptian ritual furniture at this time
[229] 25:54	during dynasty 26 we see um one of the things that we find say in
[230] 26:00	ritual furniture is when a conqueror comes in and steals everything you know
[231] 26:09	it's really hard to replace this stuff you know you've got barks covered in gold and silver okay these are expensive
[232] 26:15	materials and when times are good and egypt is standing on its own two feet and it's
[233] 26:21	and it's in its kingdom periods you know they've got lots of money coming in they got lots of gold bronze and silver
[234] 26:27	coming in and they can make these fabulous beautiful barks beautiful beautiful barks
[235] 26:34	well after um the raids of the assyrians
[236] 26:39	they become like these little smaller more diminutive barks
[237] 26:44	what we find after during the reign of uh akhmos ii and operas they shrink
[238] 26:51	again they shrink again what accounts what can count for this is
[239] 26:56	the fact that uh the babylonians had pillaged all through say the nile valley
[240] 27:02	so i i don't i i think there is some some evidence for a uh babylonian raid
[241] 27:09	um i don't think it's as far as a conquest because they're not they're not establishing a government
[242] 27:15	the babylonians are not establishing government they're just sort of exacting revenge they're exacting revenge they're
[243] 27:21	stealing stuff and they're going home we don't know why they didn't conquer it they certainly could have
[244] 27:28	you know egypt was not in any shape to put up a resistance so um as far as specific resources on it
[245] 27:36	i can't think of any two i think ian shaw mentions it in his book but i don't remember exactly
[246] 27:42	um i can't name too many resources on this it's not something i've actually done a whole lot of looking into
[247] 27:48	um so uh i think there's there's um i think there are a few resources on it but i don't think there's very many
[248] 27:55	so anyway thank you very much for the super chat very much appreciate and thank you for the question good question
[249] 28:02	okay uh abby vanzill for five dollars thank
[250] 28:09	you very much for the super chat very much appreciated how did egyptians represent numbers
[251] 28:15	during the reign of ramses the second well interestingly enough if you look at the thumbnails
[252] 28:22	on my uh for these for these live streams
[253] 28:28	you'll notice that i use egyptian numbers okay and egyptian numbers were really did not
[254] 28:35	change much over its over uh stay pharonic egypt's 3000 year history
[255] 28:42	it does have a it uses it's a decimal system it's base
[256] 28:48	10. so it's not like say uh babylonian numbers which have both a base 10 and a
[257] 28:54	base 60. so egypt doesn't have a base 60 numbers but egypt has
[258] 29:02	you know ordinal numbers so you know essentially they have
[259] 29:08	hieroglyphs that represent increases of say 10 uh by by 10 fold you know going from 10
[260] 29:18	a 1 10 a hundred thousand up to a million
[261] 29:24	okay they also have fractions the egyptians also had were able to do
[262] 29:30	fractions now they don't have zero zero is actually a
[263] 29:36	invention that comes with arabic numbers uh in the um anno domini you know after
[264] 29:42	christ period so that's a later invention but they um they represented numbers and
[265] 29:50	they could be read in both both directions the highest number is read first
[266] 29:55	so if you have say like for example on today's um uh thumbnail
[267] 30:01	for um for this episode live stream 22 you'll see a
[268] 30:07	a beetle you know and that beetle is actually represents um
[269] 30:12	what's what's called the kepper manifestation or coming off
[270] 30:17	okay so this this every every episode is the the 22nd manifestation of the live
[271] 30:24	stream or the 23rd for next week's so you'll see like two half loops there
[272] 30:32	each one of those half loops is 10 and plus two straight lines so
[273] 30:37	two times ten twenty two times one one and then they just added together so twenty-two
[274] 30:45	so this is how they represent numbers uh during all periods of of egyptian
[275] 30:50	history and frankly it won't be until the coptic period
[276] 30:55	or say the hellenistic period where they start using say more greek uh numerals
[277] 31:00	that they start changing god um moving away from that so anyway thank you very much for the
[278] 31:06	question very much appreciated and thank you for the super chat okay that looks like all the super chats
[279] 31:13	at the moment
[280] 31:19	no i don't is there so did something happen to zahi yeah
[281] 31:27	and he's been missing i'm gonna pull throw this up here from
[282] 31:33	finn freak um any news on zahi hawas's fate
[283] 31:39	um no i hadn't heard anything of zahi hawas um i mean i have a sahih story
[284] 31:47	uh you know he was uh running down the hall once and i happened to be at the same
[285] 31:52	conference as him and i um i accidentally clipped him in the middle
[286] 31:58	of the back with my elbow uh but um no um i haven't heard anything um that i
[287] 32:05	didn't know he was missing her um
[288] 32:12	uh no he hasn't been gone since the military took over um that's that's actually not true um
[289] 32:18	uh no cece he's still there he's still um
[290] 32:23	i mean he was there as as as as late as last year as far as i know
[291] 32:28	i mean i mean i only you know i'm doing what three years ago and the
[292] 32:35	military took over in 2014 so
[293] 32:40	um yeah he's been around um so if if there if unless this is really
[294] 32:46	recent uh uh yeah he's you know he's still he's still as far as i know in control of the
[295] 32:54	concession at um at giza so you know he's no longer say minister
[296] 33:00	of antiquities but he's still a very powerful man in egypt very powerful man
[297] 33:07	so i would be very very surprised if he just disappeared
[298] 33:12	so but you know he's also in his 70s now
[299] 33:17	so i wouldn't uh he might just be losing some steam too or starting to enjoy
[300] 33:23	retirement who knows so uh i i wouldn't think too much of this at
[301] 33:29	this particular time if we if there is some sort of you know news bulletin that he's gone missing
[302] 33:36	uh but i haven't heard anything about this so um
[303] 33:41	i don't think there's much to not just say to this at the moment so anyway interesting question though thank you very much
[304] 33:47	okay um gonna look for another non-super chat here
[305] 33:53	see here
[306] 34:02	um take this one here from the anabaptist
[307] 34:09	what kind of tombs would jacob and joseph have been buried in egypt
[308] 34:15	it's an interesting question and it's one i've thought about a fair bit now
[309] 34:22	one of the things that i think that they were i think they were
[310] 34:28	buried in rock cut tombs honestly that's my opinion here
[311] 34:34	now um i know david roll has has his theory uh
[312] 34:39	that that they were buried in say the um
[313] 34:44	the necropolis edivarus i don't think so honestly i don't think so
[314] 34:51	and the reason i don't think so is because the
[315] 34:57	mummy of joseph is um is um
[316] 35:03	basically um taken from its tomb and brought back with the israelites
[317] 35:10	to uh israel after after 200 years
[318] 35:16	now one of the things you learn about mummies when you start working with mummies
[319] 35:24	is water and mummification don't mix
[320] 35:30	uh he's kind of gooey
[321] 35:35	one of the things about mummies and water is
[322] 35:40	you combine the two mummies dissolve all the flesh and the wrappings everything dissolves
[323] 35:48	and dissolves pretty darn rapidly so if joseph was buried in that uh hicks
[324] 35:56	necropolis there would be nothing left but bones there wouldn't be a mummy left to take back
[325] 36:02	to israel so you know he's not buried there he's he's almost definitely not buried
[326] 36:08	there if they've got a mummy to bring back with them
[327] 36:14	so what i think is that that i mean there's a lot of places um the hicks house had control of a wide
[328] 36:22	um um a wide spans of territory in egypt
[329] 36:29	i think there's honestly i think there's a hicks necropolis somewhere near by avarus
[330] 36:35	that uh you know on some high ground that didn't get wet
[331] 36:41	where joseph would have been buried and i think it's it's it would be in that sort of high ground possibly a rock
[332] 36:47	cut tomb that he was buried and a place dry enough that his his mummy could be
[333] 36:53	recovered easily enough so i think it's a rock cut tomb not
[334] 36:58	necessarily fancy decorated probably has some decoration would it have his name on maybe yeah
[335] 37:05	quite possibly you know if uh i mean one of the things about rock tombs is not a
[336] 37:10	lot of them are well decorated but there usually uh there does seem to be
[337] 37:17	some indication that i i mean even a vizier will have several chambers for a rock
[338] 37:22	cut tomb so that's sort of what i'm thinking is what his his tomb would look like
[339] 37:29	uh in the case of jacob we don't know probably it would be a very simple tomb
[340] 37:34	um we do know that um jacob was buried uh as part of the procession he was
[341] 37:41	actually taken back to israel and and and buried it hebron
[342] 37:47	so jacob was not buried in egypt joseph was
[343] 37:52	so i think that there's there's a whole lot here that's um that we could probably say guesstimate
[344] 37:59	but we can't be sure we can't be sure of any of this so anyway thank you very much for
[345] 38:05	the question very interesting question okay let's go on to the next one
[346] 38:18	of the most high hi dr folk you said your spoken uh
[347] 38:24	french is bad how is your spoken uh german uh not very good either my uh
[348] 38:34	my spoken german is not good uh my japanese
[349] 38:43	ah skoshi
[350] 38:53	my japanese is is is much much better than my my either my german or my french
[351] 38:59	so um uh i i and part of it is just that i i sort of
[352] 39:05	still you know am enculturated with a lot of japanese i watch a lot of anime i watch a lot of
[353] 39:11	anime i love anime so for me i i can sort of keep up the ear for the for the
[354] 39:18	japanese where i i just don't have that that contact with uh german or french
[355] 39:24	yeah i know i could watch a cbft uh
[356] 39:31	uh the local french cbc channel here
[357] 39:36	uh cb cb uft uh columbinique
[358] 39:42	uh but i can't stand the cbc here and and then listening to uh the french channel
[359] 39:50	on cbc just doesn't even even if i listen to uh radio canada international
[360] 39:57	uh francais it would it would just not be uh a pleasure pleasurable experience
[361] 40:02	for me so uh i i have to live with the fact that that
[362] 40:08	both my my french and um spoken german are appallingly bad
[363] 40:14	but i can read them and that's the important bit for scholarship uh japanese uh as i say my spoken is
[364] 40:21	much much better than and i can read some stuff in japanese i
[365] 40:26	can read uh very very simple um articles i can read uh manga
[366] 40:33	again it's it's boils down to a matter of interest too uh it's pleasurable for me to to read
[367] 40:39	manga and watch anime so i do those do that in its original japanese
[368] 40:49	what about my middle egyptian uh i i can't speak middle egyptian uh let me see if i can grab a question here uh
[369] 40:56	see where is it second to last
[370] 41:02	okay uh what about your middle egyptian um my my reading of middle egyptian is
[371] 41:07	really good but i can't really speak it it's not taught as a spoken language
[372] 41:14	so you know one of the things about any spoken language is you have to be sort of
[373] 41:19	taught to speak it you have to be taught to hear it it's one of those things that that you know
[374] 41:26	responsive reading becomes part of the way you learn to speak and to hear languages
[375] 41:35	middle egyptians almost entirely taught as a reading language and you can and
[376] 41:41	you can you can do this with almost any language you can do almost any language as a reading language only that's
[377] 41:47	entirely possible you know you can say you know pick up say
[378] 41:53	tour books in in german and start reading them and eventually you'll be able to read german
[379] 41:59	you know given enough time you can do the same with egyptian if you've got say enough of a foundation in
[380] 42:06	the language that you can just keep reading it and really pick it up and be very very good at it
[381] 42:12	however you're never going to learn to speak it you know because speaking requires say
[382] 42:19	um it requires you to rewire your brain somewhat
[383] 42:25	so unless you're unless you can go through that process of having bouncing it off of another speaker
[384] 42:31	you know probably the closest thing these days that you could get to spoken middle egyptian is spoken coptic
[385] 42:38	uh there are a few families like i think there's two families i think there's two families
[386] 42:43	that still speak coptic and coptic is the last phase of egyptian as a living language
[387] 42:51	you have coptic as a liturgical language but as a living language there are two
[388] 42:57	families that still speak coptic it's it's almost dead as a spoken language it's almost dead
[389] 43:03	but there's there's still people who do it and not very many but
[390] 43:08	there's a couple as i say a couple of families out there that still do it but it's very very difficult to
[391] 43:16	you know get somebody who's versed well enough in coptic as a spoken language
[392] 43:22	to try to learn it as such so anyway thank you for the question and
[393] 43:27	we do have another uh super chat though back to the super chats
[394] 43:35	uh aubry vanzil for five dollars thank you very much for the super chat
[395] 43:40	can you use joshua 1716 to say that the conquest must have been in the late bronze age to early iron age
[396] 43:48	well let's take a look at joshua 17 6 and find out so i'll put my bible here
[397] 43:59	joshua um
[398] 44:05	17.
[399] 44:10	sixteen okay
[400] 44:16	and the sons of joseph said the hill country is not enough for us and all the candidates who live in the
[401] 44:22	valley have chariots of iron both of those who are in beijing and its
[402] 44:28	towns and those who are in the valley of jezreel okay
[403] 44:35	uh i take it you mean say the barzell the iron
[404] 44:40	now um it is it is definitely an indication of
[405] 44:47	the fact that they're on that cusp of the early iron age
[406] 44:52	so there is actually some overlap in the material culture between late bronze and
[407] 44:58	early iron so i think this is a pretty good indication of that that that you are in
[408] 45:04	the iron age but there's other factors too in the book of joshua that really indicate that
[409] 45:09	you're in the you're you're in the late bronze not in the middle bronze age
[410] 45:14	like for example the walls of jericho where rahab is living inside between you
[411] 45:21	know you know inside the walls you know that's one of the things say about city four
[412] 45:27	you know the thing about city four and say the 1550 destruction
[413] 45:33	uh lair um of um kathleen kenyon
[414] 45:40	uh you have those middle bronze fortifications well of middle bronze fortification is a single large block
[415] 45:47	file on each other they're beautiful but you can't live inside it
[416] 45:54	it's only with the development of casemate and mud brick casemate designs
[417] 46:01	that you can actually have somebody living between the two walls because the way the
[418] 46:07	casemate wall works is you build two walls two smaller walls
[419] 46:13	instead of having one big massive stone wall you have two smaller walls and then you
[420] 46:19	fill in debris between the two walls that's a casemate wall design
[421] 46:25	and that occurs in the late bronze age in early iron age
[422] 46:30	and rahab the harlot is living inside between the walls
[423] 46:36	so so what we have here is is we do have evidence in say the book of joshua that
[424] 46:44	really really does indicate a late bronze early iron one
[425] 46:50	context so it the iron the cherries of iron is is one
[426] 46:56	example now one of the things that i i sometimes hear skeptics say is that well you know
[427] 47:02	uh chariots of iron would be so heavy they couldn't move well they're not completely out of iron
[428] 47:09	come on it's like it's like saying saying king tut you can't have a cherry to gold
[429] 47:15	because it'd be too heavy to move but for the horses to drag well you know king tut's chariot of gold
[430] 47:22	wasn't entirely gold it was gold foil covering wood
[431] 47:28	you know in a similar vein here the the chariots of iron in joshua 1716
[432] 47:34	are essentially um wood chariots that have a plating of
[433] 47:40	iron over them so that's what's what's being referred to here
[434] 47:46	but yeah i i think i think this is definitely indication of say early iron age early iron age late bronze so
[435] 47:55	yeah i think i think you could use it as as at least evidence evidence towards that that dating and i
[436] 48:02	think as i said there's other evidence too in joshua that that points to that sort of context as well
[437] 48:08	so anyway thank you very much for the super chat i hope that answered the question a great question thank you very
[438] 48:14	much okay
[439] 48:22	mouthwash for six shekels [Laughter] the optic revivalist movement when
[440] 48:29	oh oh but would it be boheric or sephardic [Laughter]
[441] 48:38	actually i would love to see a coptic revivalist movement you know it's very interesting uh how
[442] 48:45	the coptic church you know here's the thing
[443] 48:52	coptic is not just a language it's a culture it's a culture it's a religion
[444] 48:59	it's um it represents ten percent of the
[445] 49:04	population of egypt ten percent of the population of egypt is is coptic
[446] 49:11	and they've gone through some incredible um hard times they the catholic church is has faced a lot
[447] 49:18	of persecution um over the last um 13 1400 years
[448] 49:25	so so they haven't had it easy but i'll tell you what their spirit is
[449] 49:31	just really incredible they're really god they are really worth admiring you know uh one of the most beautiful um
[450] 49:40	i i saw this this church i thought it was a mosque to begin with i mean it's just it had two towers like minarets and
[451] 49:47	these these beautiful gold domes and i and i asked asked one of the people i
[452] 49:53	was with hey is i mean is that a mosque is that a new mosque because i don't remember seeing it the last time i was in egypt they go
[453] 50:00	oh no no that's the new coptic church uh the the muslims just destroyed the last one
[454] 50:06	so they just built a bigger newer one like wow that's amazing
[455] 50:12	and that seems to be their attitude you know you knock down this church we'll build a bigger one we'll they'll build it more beautifully
[456] 50:19	so you know they've got this indomitable spirit that's just really admirable
[457] 50:25	you gotta love it you absolutely have to love their spirit
[458] 50:30	so you know i'd love to see a coptic revivalist movement i think that would be fantastic
[459] 50:36	uh anyway thank you very much for the super chat very much appreciated okay
[460] 50:46	um i did okay we're back to uh non-super chats again
[461] 50:53	white girl with instagram backscreen okay favorite anime why isn't it cowboy
