[0] 1:15	[Music]
[186] 20:55	one is it's more of a liberal camp that says you know you know how can you possibly support a
[187] 21:03	a early composition of of deuteronomy with 21st century scholarship
[188] 21:09	the other the other camp is well you know you know kitchen still sort supports a
[189] 21:15	13th century exodus so how dare he do that uh when there's responsible scholars out
[190] 21:21	there like petrovic bryant wood and roger young and scott stripling
[191] 21:27	so you know criticism of kitchen tends to divide into more tribes
[192] 21:33	you know you've got the liberal tribe and then you got the fundamentalist tribe so you know
[193] 21:39	and in either case neither one of those tribes is really engaging his argument and
[194] 21:45	his argument is basically that you know when he looks at say the structure of deuteronomy
[195] 21:51	that that structure is very very similar to the structures
[196] 21:57	we find from hittite's suzerain treaties and he basically what he did was in his
[197] 22:03	his massive massive book it's actually a three book set
[198] 22:09	um treaties laws and covenants he basically you know records
[199] 22:15	every treaty i think he missed two because they were just discovered after publication but he takes up to the point
[200] 22:22	of the publication every ancient near eastern treaty law
[201] 22:28	code that we have extent and then tries to analyze them according
[202] 22:33	to their structure and that structure includes things such as um
[203] 22:40	as you know invocation to the gods um promises um punishments uh terms
[204] 22:48	stipulations uh epilogues and he tries to derive a particular
[205] 22:55	structure out of each and every treaty and then what he does is he compares
[206] 23:01	those those structures and then he says
[207] 23:07	okay we got these structures they seem to be consistent for the particular period of time
[208] 23:15	what does the structure of deuteronomy look like and when he anal analyzes deuteronomy he
[209] 23:22	sees that it fits in with a um with with the treaties that are are
[210] 23:28	basically it's most slim similar to the hittite suzerain treaties
[211] 23:34	so that's the argument and frankly it's just one of many arguments
[212] 23:41	now that exists for um the idea of an early composition of say the torah
[213] 23:48	so you know the here's here's the thing evidence is mounting the evidence is is is mounting
[214] 23:56	uh you know there was a time when um um
[215] 24:01	scholars you know almost scholars almost universally you know said that um
[216] 24:07	there's no you know the torah was was rich in as late as babylon well
[217] 24:14	now it's going the other direction so i mean i'm happy to see that because you know i think it's it's actually
[218] 24:21	engaging the evidence in a serious way and and this is just one aspect of that
[219] 24:27	complete total argument so anyway thank you very much for that super chat very much appreciate it i
[220] 24:33	hope that answered your question okay
[221] 24:40	hard-boiled knight for sgd five i don't know that currency but
[222] 24:46	thank you very much for the super chat anyway i very much appreciate that
[223] 24:52	uh is the name uh potiphar anachronistic to the time of joseph no no it's not
[224] 24:59	also any length between potiphar and potiphara the father-in-law joseph it's it's essentially this is the same name
[225] 25:07	um it is um oh if i let me think let me try to
[226] 25:13	recall the etymology here it is something like um
[227] 25:18	it it's it's a ray name so it ends in rey um
[228] 25:26	let me see if i can look that up here very very quickly
[229] 25:31	because it is definitely an egyptian etymology
[230] 25:42	see i'm gonna look that up here
[231] 26:01	in hebrew it's um potty fair
[232] 26:08	okay so it's going to be something along the lines of um
[233] 26:16	potiphar you know the um
[234] 26:22	or um his heaven is rey or something like that if it's pet but it is it is
[235] 26:28	definitely an egyptian name you know and i don't think it's anachronistic at all to the time of
[236] 26:34	joseph and joseph occurs in in the second intermediate period
[237] 26:39	and we do find names like this ray names all the way through um you know going
[238] 26:44	back to the old kingdom so i don't think it's anachronistic uh if anything
[239] 26:51	it's sort of in the sort of the middle of the the the popularity of rain names
[240] 26:57	and and rain names have been popular throughout the um at least up up until let's say the third intermediate period
[241] 27:03	and and still continue to be popular right until say the christian era so i i don't think i don't think this is
[242] 27:10	in any way anachronistic um and and it is actually a really good example of an egyptian name
[243] 27:17	that occurs in the bible so anyway thank you very much for the super chat very much appreciated
[244] 27:32	i um ah thank you um i did see uh i was pointed
[245] 27:39	out to me that you are coming from singapore yep there we go
[246] 27:45	awesome good to have you on the live stream tonight uh we have actually have a lot of people uh who who join us
[247] 27:51	internationally so it's cool that we get to start seeing um you know that we are building a network
[248] 27:58	of people across the world who can um who really
[249] 28:03	um can start to engage this material and basically tell others about it we're
[250] 28:08	trying to build a community here that's what we're trying to do so having somebody from singapore here is
[251] 28:14	just you know it's music to my ears anyway thank you for the super chat appreciate it a lot
[252] 28:21	okay um let's okay all right cnmk
[253] 28:27	uh for 199. thank you very much for the super chat uh female virginity in ancient egypt
[254] 28:33	until marriage no not necessarily um
[255] 28:39	how do i describe this um without getting uh demonetized
[256] 28:52	ancient egyptian culture is a culture very similar to our own at least sexually
[257] 28:59	okay um there was sex before marriage uh in ancient egypt
[258] 29:06	uh you had prostitution you had uh sex out of marriage you had a
[259] 29:13	revolving door marriage and divorce um female virginity in ancient egypt did
[260] 29:20	not matter very much really um you know it was some it was considered a
[261] 29:27	phase of life but um you know it didn't have the same stigma
[262] 29:33	it had in israel uh in israel if you had
[263] 29:38	had um had premarital sex as a woman you were almost considered to be damaged
[264] 29:44	goods and and had had quite some difficulty um getting married you were you were
[265] 29:51	somewhat considered a pariah in your community that wasn't the case in egypt that absolutely wasn't the case in egypt
[266] 29:58	in in egypt it just didn't seem to matter that much
[267] 30:03	um in fact people would often go to festivals and
[268] 30:08	say partake of these sorts of behaviors
[269] 30:14	uh before marriage and sometimes even after marriage so um
[270] 30:20	yeah um no it was not virginity till until marriage it was it was um
[271] 30:28	um license yeah that's the best way to say it it was sexual license
[272] 30:34	in egypt so i hope that answers your question thank you very much for the super chat i very
[273] 30:40	much appreciate it
[274] 30:45	okay tom mann for 20 thank you very much for the generous
[275] 30:51	super chat critics say it's a fact that jews took their eschatology
[276] 30:58	resurrection beliefs from persia there's good evidence that persia had
[277] 31:03	such beliefs very early but first isaiah and hosea also hinted
[278] 31:09	resurrection what are my thoughts um my thoughts on this are that
[279] 31:16	the ancient near east was a whole potpourri of ideas
[280] 31:22	okay there was lots of religious ideas floating around and this is true of sort of every age of
[281] 31:29	of say um humanity you know we swim in a pool of religious
[282] 31:36	ideas and you know nobody is is is carving out
[283] 31:42	a religion out of nothing you know we are sort of taking our ideas
[284] 31:49	from a pool and then using them for our purposes and then putting those ideas
[285] 31:56	back into the pool of ideas for somebody else to use and this seems to be how
[286] 32:03	all religions develop and early israelite religion is no different in this regard you know
[287] 32:10	they're swimming in a massive pool of ancient near eastern ideas you know they
[288] 32:15	got ideas from the egyptians from the canaanites from the from the neo-hittites
[289] 32:21	from the people of tyre and sidon and the philistines and the persians and
[290] 32:29	the babylonians and the assyrians they're all
[291] 32:34	exchanging each other's ideas this is one of the reasons why we find such say consistency
[292] 32:40	of religious ideas across the ancient near east is because they're all sharing each other's ideas
[293] 32:47	yeah they're not the same i mean i'm not saying that that that say you know the egyptians believe the exact
[294] 32:53	same thing as the israelites who believe the exact same things about him and babylonians i'm not saying that at all
[295] 32:59	but what i am saying is that there is is um say we can see commonalities
[296] 33:05	where one group say took an idea from one and adapted it from
[297] 33:11	there for their purposes so it doesn't surprise me in the slightest
[298] 33:17	that that you know that the the early israelites and and i
[299] 33:22	use the term israelites here because they're not actually quite jews that doesn't happen until rabbinic
[300] 33:27	judaism when say israel really transforms into what we would now known today as judaism
[301] 33:34	but these these israelites especially in the exilic and post-exilic period are
[302] 33:40	exposed to persimmon they're exposed to babylonian myth
[303] 33:46	they're exposed to say erotin myth and medea myth and
[304] 33:54	um an elamite myth and they're taking parts of these ideas
[305] 34:00	and they're adapting them they're taking them and they're using
[306] 34:05	them for yahweh worship they're not worshiping the gods of those lands
[307] 34:11	but what they are doing is they are say taking stuff that's in their culture
[308] 34:17	and anchoring what they believe and what they know to
[309] 34:23	what is in the culture and we do this too we do this too i mean we're not say as explicit in our religion in this way
[310] 34:31	but whenever we write something today let's say we write a phd dissertation
[311] 34:36	this is my favorite example you know if
[312] 34:41	if if i take ideas from 500 people and i put it in a book that's and i cite all my sources that's
[313] 34:49	masterful research if i take only one source
[314] 34:54	and copy from that into my book that's plagiarism
[315] 35:00	if i take zero sources and write a book
[316] 35:06	that's completely disconnected from reality
[317] 35:14	sources and what we borrow is how we connect what we write to the
[318] 35:20	real world so if the israelites are taking pieces
[319] 35:27	of eschatology from persian myth if they're taking it from babylonian myth
[320] 35:32	if they're taking it from other biblical books it's how they're mooring their writing with the real world
[321] 35:40	so my thought is that absolutely they're doing this
[322] 35:45	does it affect say the inerrancy of the text not one bit
[323] 35:51	it doesn't affect the infallibility the inspiration of the text at all
[324] 35:57	so yeah absolutely they're doing this but they're also you know consulting other sources as well
[325] 36:03	so i i hope that answers your question it's a very good question and thank you very much for the super chat very much
[326] 36:10	appreciated okay
[327] 36:16	jason push for five dollars thank you very much for the super chat i've heard there's a contradiction with
[328] 36:22	an exodus on what was the name of joseph's father's in-law what is your thoughts on this okay i have two
[329] 36:29	possible thoughts on this um in tribal groups
[330] 36:36	it's not uncommon to have more than one name okay
[331] 36:41	now we also know too that moses was married more than once
[332] 36:49	uh he's married to a midianite woman and he's also married to a cushite woman
[333] 36:56	now we don't know if one died before the other we don't know the circumstances between the two marriages
[334] 37:03	but there does seem to there does seem that moses was married more than once
[335] 37:10	so um so the idea that moses father-in-law
[336] 37:16	jethro or ruel we can't be sure if the the two names
[337] 37:24	refer to the same person which could happen under tribal groups you know that's you know anyway and interestingly enough
[338] 37:31	you know um even moses has multiple names
[339] 37:37	now this is why these don't appear in the biblical text but he has multiple names
[340] 37:45	like for example his name moshe well in egyptian it would have been something
[341] 37:51	more along the lines of almon m shay he's got two different names
[342] 37:57	he's got a hebrew name moshe and an egyptian name possibly omnim shay montu m shay
[343] 38:05	even maybe um say um seth m shea so you know we don't know what his
[344] 38:12	original egyptian name was but he inevitably he invariably had another
[345] 38:17	name so it is possible that moses's father-in-law could have had two
[346] 38:23	names jethro and ruel or as i said the other alternative is it could have belonged to his second wife
[347] 38:30	the cushite so we can't be sure what it is
[348] 38:36	but given those alternative explanations a contradiction here seems really unlikely
[349] 38:42	and the problem with an inconsistency is if you have one um
[350] 38:50	one explanation for why it could be consistent it's no longer inconsistent it's now ex
[351] 38:56	there's a possible explanation for it so um i don't think this is a contradiction
[352] 39:02	i i think we don't exactly know how it it it exactly um is consistent
[353] 39:09	but there's there's more than enough uh possibilities here to explain why you
[354] 39:14	know the two names exist anyway thank you very much for the super chat i hope that answered your question
[355] 39:20	thank you very much okay
[356] 39:26	use sandoval for dop 250 i don't know
[357] 39:32	dominican republic wow we have a really international crowd tonight this is exciting
[358] 39:38	well i'm jazzed um i i love the fact with that that our our live streams are getting much much
[359] 39:44	more international this is cool awesome well welcome still love everybody
[360] 39:50	[Laughter] uh good evening dr falk uh what is your
[361] 39:55	opinion on the tower of babel do you think there was a real tower of babel um yes
[362] 40:05	i will say it is a tower there was a tower of babel but i also don't
[363] 40:11	think that is it it is exactly as it is this often you know portrayed
[364] 40:17	okay now the biblical text says that
[365] 40:22	that the men gathered on the plane to build a tower to reach to the heavens
[366] 40:30	okay now we've kind of been a lot of our men in in our
[367] 40:37	exegesis by imagination how about that exegesis is by imagination just kind of
[368] 40:43	thinks about uh the tower of babel as being this this big big big big tall tower that that was
[369] 40:49	so tall it reached tried to reach up into the heaven it's not that it's not that at all
[370] 40:57	it's about building a temple so that er sorry a a sort of
[371] 41:05	a ziggurat basically a mound or a platform where people would
[372] 41:12	choose their own way to reach up to heaven it's man-centered
[373] 41:19	it's man-centered religion that's the offense of babel
[374] 41:26	it's not god-centered uh religion where god reaches down to man
[375] 41:32	it's man-centered religion where man on his own terms reaches up to heaven
[376] 41:39	okay so this is why it's such a big deal to and
[377] 41:45	and so offensive to god you know after god you know spares humanity with the
[378] 41:51	ark from from the flood that destroy all mankind you know now
[379] 41:57	man has decided to turn its back and just say oh we want to do religion but we want to do it my way because because
[380] 42:05	um i don't want to be scattered i don't want to be pushed on the earth
[381] 42:11	so i'm going to just do it my way and i'm going to do it you know
[382] 42:17	so that um so that i build this mound
[383] 42:22	and then we will do our sacrifices the way we want to do
[384] 42:28	and and god take it or leave it well yahweh worship doesn't work that way
[385] 42:35	you know yahweh worship doesn't work that way if you want to worship yahweh you've got
[386] 42:42	to do it yahweh's way you have to
[387] 42:48	do it the way that god prescribes because that's the only way that is
[388] 42:53	acceptable to god and what
[389] 42:59	in many respects what the tower of babel tried to do is the same thing we find later on in say the high places in say
[390] 43:07	the um the books of of kings where
[391] 43:13	people tried to worship yahweh in the high places in an unacceptable manner
[392] 43:20	they weren't idol they weren't idolaters they weren't worshiping pagan gods in these high places they were worshipping
[393] 43:25	yahweh in the high places but they were doing it their own way and that was unacceptable
[394] 43:33	so that's what's happening with the tower of babel i do think it was a real place
[395] 43:38	i don't think it was i don't think it was like this this massive huge tower and the point of it was not to to
[396] 43:45	to go into outer space with a tower that wasn't that wasn't the point um that's elon musk uh
[397] 43:53	the the point of the tower of babel was that they would just you know do man-styled worship and unite all of
[398] 44:00	mankind in that man-style warship so anyway thank you very much for the
[399] 44:06	super chat very much appreciate and i'm glad you could join us tonight
[400] 44:12	okay uh slam rn for 20 good to see you susan uh glad you could be with us tonight
[401] 44:20	okay are you the word rakia has been translated as dome instead of expanse or
[402] 44:26	heaven several bibles due to rise of accommodationalism versus concordism in biblical
[403] 44:32	scholarships any thought on this um
[404] 44:37	okay well the the whole term rakia is is sort of
[405] 44:43	um how do i put this it's it's got a content a little bit of a contentious history
[406] 44:50	now um one of the problems with the term rakia
[407] 44:58	is that it um in sort of older scholarship
[408] 45:06	uh and and i'm not saying that much older like like scholarship in the 1930s really sort of equated raqqa with with
[409] 45:13	what we call the celestial ocean and i think that's probably the truest translation is probably celestial ocean
[410] 45:21	okay but it does in in very very basic sense mean an expanse
[411] 45:29	now do i think it's a do i think that the uh dome is a good translation ah
[412] 45:37	i don't think it's a horrible translation i just um
[413] 45:45	yeah um i i'm i've got some problems with concordism
[414] 45:50	too i i do have a few problems with that um concorded translations can be very very
[415] 45:57	odd and and does not always account well
[416] 46:02	with say the fluidity of say a of a translation um one of the things about a concordance
[417] 46:09	say translation is you know the whole idea that you have one word one meaning
[418] 46:14	throughout an entire text i think it's really it doesn't work in the long run
[419] 46:19	so now i don't think that that that makes accommodationalism any better okay that
[420] 46:26	does that's not that's not saying that accommodationalism is is is the best because frankly i don't
[421] 46:31	think that that's any better so i but i do think there's sort of a um
[422] 46:38	natural language middle ground between the two that i think is is really the better approach to um to say bible
[423] 46:46	translations and frankly i'm not the expert on bible translations
[424] 46:51	uh here i would rever um say um defer to my good friend
[425] 46:57	paul lawrence who is a bible translator and a also a bible scholar
[426] 47:02	um paul lawrence is excellent on this um what was it he he wrote a book just recently uh which i
[427] 47:09	still need to to read because um uh frankly i'm very behind on my reading called um eggs or turnips
[428] 47:17	yeah where he writes this this and it's on bible translations and how words change
[429] 47:24	as the scholarship changes and how archaeology you know challenges some of our definitions of what we
[430] 47:30	thought words meant so um here's as i said this is where this is
[431] 47:36	something like this technical i would defer to paul because uh he's an excellent scholar
[432] 47:42	and and he knows the subject a lot better than i do but anyway those are some of my thoughts on on this subject
[433] 47:48	um so um i think expanse is a good translation um i think celestial ocean is a decent
[434] 47:56	translation heavens is a great translation although a little less so um it's
[435] 48:02	i don't think heavens is a is a great translation expanse
[436] 48:08	celestial ocean those are better dome or heavens you're starting to get
[437] 48:13	sort of more along the extremities of of say meaning here
[438] 48:19	so anyway i hope you that answered your question thank you very much for the super chat very much appreciated
[439] 48:31	okay sentinel apologetics uh for five year olds australian thank you very much
[440] 48:36	wonderful we had a uh it's good to see you here robert um we had a great live
[441] 48:41	stream the other night uh um on uh robert's channel um the um
[442] 48:49	there was a group of say atheists who um
[443] 48:56	tried to do a review of my popcorn review of uh
[444] 49:03	myth vision's recent um uh
[445] 49:10	youtube interview with digital hammurabi and um wow that was a great live stream it's
[446] 49:16	long it's like over four hours but um it was very interesting very very interesting uh
[447] 49:22	what they objected to um there was some humor in there i mean it was pretty funny
[448] 49:28	uh i i had a great time at a re great time and i would highly recommend if if any of you get the chance to go go watch
[449] 49:36	that uh review of a review review
[450] 49:44	um there is a link in the community um tabs where you can go see it so anyway i
[451] 49:49	highly recommend it uh so anyway let's get to super chat david
[452] 49:57	thoughts on kregel exegetical library i just bought dwayne garrett's commentary
[453] 50:02	on exodus published 2014 and it's impressively detailed
[454] 50:07	um i don't know that much about the x exegetical library the kregel exegetical
[455] 50:13	library um one of the things i will say about commentaries
[456] 50:20	is you can't just buy a commentary series and hope that it covers it
[457] 50:27	now i mean i've got my favorites i will uh um i will you know straight out say that
[458] 50:32	you know when i go look at commentaries i tend to um
[459] 50:37	differ to um knickknit or nikot commentaries
[460] 50:42	or if i want a more uh liberal perspective the hermeneut commentaries or if i want
[461] 50:49	more say more evangelical perspective the word commentaries but no one commentary series has the
[462] 50:55	best commentary for any particular book it almost varies from commentary to
[463] 51:01	commentary which book to book which which commentary has the best offering
[464] 51:09	so you know i tend to be much more of a uh
[465] 51:14	um i'm much more particular about my commentaries just because i know that the
[466] 51:20	quality of a commentary series can vary so dramatically
[467] 51:25	you know one commentary for one series might be good
[468] 51:30	but be terrible for another uh for for another book so you can't just there isn't just there
[469] 51:37	isn't um consistent quality across um all books within a commentary series
[470] 51:46	so i haven't read um i haven't read garrett's commentary uh it might be very good i don't know i
