[0] 0:00	[Music] foreign
[97] 13:18	the toponym of Goshen that's in Canaan would be on that southern
[98] 13:23	uh Canaan region so this is very common this is exceptionally common where you have
[99] 13:29	multiple places place names or places have it with us with reused place names
[100] 13:36	very very common uh very very common in the ancient Aries too so anyway I hope that helps thank
[101] 13:43	you very much for the question very very much appreciate it
[102] 13:54	the next question here comes from cam Britt is it true that they found a bed at
[103] 14:03	etym menaki the same dimensions as king oxbed described in Deuteronomy 3 11 what
[104] 14:10	would this mean okay I'm not S I wasn't able to locate that as a physical
[105] 14:17	discovery but um there is something called the Essa Gill
[106] 14:24	tablet and this tablet dates to 229 BC
[107] 14:31	uh there's a translation out there by A.R George and in this tablet it describes a bed
[108] 14:40	that is nine cubits in length and four qubits in breadth
[109] 14:46	now what's so interesting about this is this it's roughly the dimensions of king OG's bed design described in Deuteronomy
[110] 14:54	3 11. but the purpose of that bed was it was used for say ritual purposes
[111] 15:04	so in the case of what we find in the essigial tablet what you have is essentially the king
[112] 15:12	going up up a ziggurat or Temple and reenacting
[113] 15:20	a ritual coitus in in the state of say a God Like Marduk
[114] 15:29	so it's it's the king doing a ritual reenactment of say the the the creation myth on this
[115] 15:38	ritual bed a bed that was designed for a god okay
[116] 15:44	so it's very likely that in the case of King OG's bed
[117] 15:49	that this was not just the bed he sort of spent spent the night with his Harem with
[118] 15:55	that this this was a bed of ritual purpose and that King awe the consequence of
[119] 16:02	this would be that King OGG is trying to re-enact
[120] 16:08	say the ritual of procreation at least a religious ritual of
[121] 16:14	procreation instead of a god in the same way that that the Babylonian
[122] 16:20	Kings did for Marduk so I think that's what would that that
[123] 16:27	would be sort of the connotation here this is what we would sort of get out of this
[124] 16:33	that these are these are analogical acts these are are
[125] 16:40	ritual acts that are meant to to basically do what the gods of the
[126] 16:48	ancient world did in ritual at least anyway although it would probably involve real
[127] 16:56	real conjugal relations as it were okay so I think that's what's going on here
[128] 17:03	again I am not sure that uh of a bed that was found at atamonanki but at the
[129] 17:10	same time too we have the dimensions of that of beds like this recorded in
[130] 17:18	cuneiform tablets so we do have that and I think that's a
[131] 17:25	pretty strong evidence that such such beds at least ritual beds for ritual
[132] 17:31	religious purposes existed so when we I hope that helps thank you
[133] 17:37	very much for the question a very interesting question it's very interesting question but I think we've got some some really good evidence that
[134] 17:44	would sort of at least affirm The Narrative of king ogg's bed
[135] 17:56	BC comments kept nicely G-rated now kids are asking their parents what coitus is
[136] 18:03	well the kids shouldn't be watching this we don't rate these live streams for
[137] 18:11	uh an under 13 audience
[138] 18:16	well we don't because we don't want to we don't want to run afoul of the Kappa laws so we don't do that
[139] 18:30	I'm way in the comments here they're hysterical
[140] 18:36	okay our next non-super chat here is from bonbon
[141] 18:42	who asks why did ancient Egyptians abandon Chariot Warfare and what impact
[142] 18:47	did it have on the way Egyptian fought Wars and their military culture
[143] 18:52	a couple of reasons why they abandoned it uh they didn't really abandon it willingly
[144] 19:01	and they actually continue to use chariots right up into the Roman era
[145] 19:06	so they never really abandoned Chariot Warfare but it did
[146] 19:13	other forms of warfare were added alongside of it
[147] 19:18	like for example they did add say elephants to the mix
[148] 19:24	especially during the ptolemaic period during the topic period they uh like for
[149] 19:30	example at the Temple of com Ambu they are
[150] 19:35	basically training elephants near there for Warfare purposes
[151] 19:41	and there's actually some indication that they were actually taken into battle alongside chariots
[152] 19:47	essentially the elephants were sort of
[153] 19:53	uh archery Towers they would be baited
[154] 19:58	you'd have archers on the top of them and it would it would it'd be to give the archers more reach
[155] 20:04	then they would have say on uh chariots alone
[156] 20:10	I think of a chariot as also a mobile archery platform except you're using speed there instead of range
[157] 20:17	in the case of elephants you could get an extra bit of range because you're higher up when you're firing off that
[158] 20:24	Arrow to begin with so that's the reason why say The Chariot
[159] 20:32	was diminished in favor of say elephants but that's very very late in Egyptian
[160] 20:37	history The Chariot is never really
[161] 20:43	um abandoned it's never really abandoned not not not really until the Islamic era
[162] 20:50	so that's sort of when the Chariot has its sort of final gasp they're still
[163] 20:55	producing chariots into the Roman period because they're still having to patrol
[164] 21:01	those roads and the Roman Chariot is not as good at that at least in say the
[165] 21:08	Sinai as the Egyptian chariot so the Romans are actually going to use
[166] 21:14	Egyptian made chariots when they Patrol the Sinai
[167] 21:19	after it becomes a Egypt becomes a Roman province
[168] 21:25	so they're going to still be making chariots for a while as I said it won't be really until the
[169] 21:31	Islamic period where it gets completely obsoleted so anyway I hope that answers that
[170] 21:38	question uh thank you very much for that question it's a very very interesting question
[171] 21:44	but they don't abandon it entirely as I say until Islam
[172] 21:49	uh likewise too they don't actually adopt it till fairly late really it's
[173] 21:54	they begin manufacturing a chariots in Egypt around the second intermediate period so there's it it has a definite
[174] 22:01	window it has a definite window to that Warfare but it's it serves many purposes there's their
[175] 22:08	patrol uh vessels their their mobile archery platforms they they were fit for purpose they were
[176] 22:15	really fit for purpose okay the next question here
[177] 22:21	is also from bonbon and
[178] 22:28	they ask he asks why did early New Kingdom pharaohs try
[179] 22:34	to mimic middle Egyptian art and values hmm
[180] 22:40	same way we we sometimes mimic Shakespearean English
[181] 22:45	or King James English because it sounds classic to our ears
[182] 22:52	it's it's it's the era of refinement and style
[183] 22:58	for the for the Egyptians in the early New Kingdom middle the middle kingdom
[184] 23:03	was the era of refinement style High literature High art
[185] 23:10	when they the kings of the New Kingdom started building their Mortuary temples
[186] 23:16	many of the Middle Kingdom temples still were standing
[187] 23:22	and they had all these glorious sphinxes they were very very artistically done
[188] 23:29	there's a there was a lot of high art involved in the Middle Kingdom so there was a lot of attempt to mimic
[189] 23:38	that art because it was seen as the quite the proverbial gold standard of refinement
[190] 23:45	and Egyptian culture so that's the reason why they try to so
[191] 23:53	much to mimic the stuff of the Middle Kingdom and the stuff the Middle Kingdom is really really beautiful I mean it is
[192] 23:59	it is it has a style all of its own and it's a very
[193] 24:05	recognizable Style so I hope that answers your question
[194] 24:10	thank you very much for the question and our final non-super chat here is
[195] 24:17	also from bonbon who asks what was the Egyptian secret for why they lived so long I recall Herodotus or
[196] 24:25	someone else saying that Egyptians are the longest living people at the time and he goes on to ask does this have to
[197] 24:31	do with their nutrition Etc well the Egyptian diet wasn't so much better
[198] 24:39	than everyone else's now it was better in one respect
[199] 24:44	it was better in the respect that they ate wheat so they never suffered from vitamin A deficiency
[200] 24:51	but they also the Egyptian diet tended to be very low in protein Dill is low in
[201] 24:57	protein protein was always a premium in the
[202] 25:03	Egyptian diet so your typical Egyptian was more likely
[203] 25:10	to suffer from protein deficiency like quasiacore than it was to he was to
[204] 25:15	suffer from say vitamin A blindness or even say normal
[205] 25:23	vitamin deficiencies so while the Egyptian diet had enough
[206] 25:31	say vegetable matter and and say vitamins in it what they lacked
[207] 25:37	was protein but I think what really was the secret
[208] 25:43	for longevity of Egyptians now let's be honest the longevity of of ancient
[209] 25:49	Egyptians was not that much better than everyone else when he's talking about how long they
[210] 25:55	lived he's say basically saying that if you were an adult you live to about in your 60s or 70s and
[211] 26:04	that was not untypical for the Egyptians now you do hear other people say that
[212] 26:09	the average age of Egyptians was about 30. the reason why is because infant
[213] 26:16	mortality was so high the fact is that if you live past your
[214] 26:23	sixth birthday you are likely to make it to your 60th birthday
[215] 26:29	but your chances of living up to your sixth birthday was not great
[216] 26:34	it was actually pretty lousy so
[217] 26:39	if you made it past your sixth sixth birthday you had a pretty good shot of living a good long life
[218] 26:47	but your chances of getting there was not great to begin with so this is what what Herodotus is
[219] 26:54	encountering when he goes to Egypt is he's encountering people that are living a very very long time at least those who
[220] 27:01	he encounters which are not children okay
[221] 27:06	he's not encountering children so among the adults he's seeing the adults living a long time
[222] 27:13	now what can explain why the adult members of Egyptian Society are living such a long time
[223] 27:20	and I think what it boils down to is actually the practice of Medicine
[224] 27:27	one of the while the Egyptian diet was a little better in some respects to other
[225] 27:34	ancient near Eastern cultures it wasn't significantly better other ancientere Eastern cultures had
[226] 27:40	much more protein and as such a lot of them were actually healthier as far as the protein aspects
[227] 27:47	are concerned but what the Egyptians had that say the rest of the ancient near East didn't
[228] 27:53	have was a really solid practice of Medicine
[229] 27:58	Egyptian doctors were famous and they were everywhere you could
[230] 28:05	you we have actually have some quite a few manuscripts from Egyptian Medical
[231] 28:11	Practice and they had cures for infections that would have actually been effective
[232] 28:18	they practice surgeries you know they knew certain infections had to be cut
[233] 28:24	out you know they could stitch wounds
[234] 28:29	you know if if if you got a if you've got a broken bone they knew how to set
[235] 28:34	it you know and you know there was basically you you
[236] 28:40	got injured you called a doctor the doctor came in he would you know and it would be a it
[237] 28:46	would be a combination of of Medicine applied pharmacology and ritual practice
[238] 28:53	yes the the doctor would say a spell over you but it would also give you say you know something that might actually
[239] 29:00	reap the injury and they did not the Egyptians did not
[240] 29:06	separate religion and Medicine it was combined practice but some of that medicine was actually
[241] 29:14	surprisingly effective
[242] 29:20	so they knew that if you applied say moldy figs onto a wound
[243] 29:27	that the chance of infection was pretty much less they used garlic they were
[244] 29:33	already aware that garlic could defeat certain infections so
[245] 29:39	and this I mean we they were using uh garlic based
[246] 29:46	antibiotics in the west up until the end of World War One
[247] 29:51	you know and that sometimes and they call these sulfur drugs these were the only drugs that were available to fight
[248] 29:57	infection at the time so
[249] 30:03	it was onions but yeah they had onions too but they also had garlic they had both
[250] 30:09	um so so they they did have they have they had
[251] 30:14	did have both garlic and onions but um but yes both of those do have have
[252] 30:21	um properties and chemicals that do fight infections so so they were aware of this
[253] 30:26	stuff um there is also though but having known
[254] 30:32	this I think this also led to a general and doctors back then in ancient Egypt
[255] 30:38	didn't charge a lot you know and they were it was a broader economy for them too
[256] 30:44	so you know somebody for their medical treatment might be trading beads or sandals or or a box or loaves of bread
[257] 30:53	for medical treatment and there was enough doctors around that
[258] 30:58	the cost of this treatment was relatively low so because the treatment itself was
[259] 31:04	relatively inexpensive it was widely available to a large segment of the population
[260] 31:11	all but the poorest people in Egypt could afford medical treatment
[261] 31:17	so given that situation the General Health of and the longevity
[262] 31:23	of the population tended to be say a little longer than you would find in the rest of the ancient near East
[263] 31:29	so anyway I want to thank you very much for the questions a very very interesting question and I hope that
[264] 31:35	helped okay now we are on to the super chats
[265] 31:42	uh the first Super Chat here is from Ben J for 9.99 thank you very much for the
[266] 31:47	Super Chat and he asks in what ways did the late Bronze Age collapse help or hinder the Israelite
[267] 31:54	Exodus conquest and settlement oh fascinating question
[268] 32:01	it didn't so much hinder or help The Exodus because the light Bronze Age collapse is
[269] 32:09	going to happen in Egypt after The Exodus much after okay it
[270] 32:17	really doesn't hit Egypt hard until say
[271] 32:22	around the time of mernepta you start seeing this the glimpses of it and then
[272] 32:28	it just hammers Egypt right around the reign of Ramses the Third okay
[273] 32:34	so this is going to where this is really going to to help the Israelites is
[274] 32:41	during the conquest this is where it's really going to help them because what's going to happen is that
[275] 32:50	at the same time as the Israelites are settling in say the Judean Foothills
[276] 32:58	the Philistines are settling in the uh coastal plain
[277] 33:04	and this is happening during the during the the late bronze collapse
[278] 33:10	up in up in Anatolia the hittite Empire is falling apart it's falling apart
[279] 33:15	they've got chronic starvation and plague and things are just going to to the proverbial Hell in a hand basket
[280] 33:24	but this is giving the the Philistines the opportunity because they're starving too the Philistines are starving too
[281] 33:31	they're having to migrate from Anatolia down the coastal plain to find
[282] 33:36	places that they can cultivate and raise food and they're going to go all the way
[283] 33:41	down to Egypt to in search of of greener pastures
[284] 33:48	but this is going to to be a distraction to the Egyptians the Egyptians are not
[285] 33:54	going to be able to maintain their Garrison towns and since they cannot get maintain their
[286] 34:00	Garrison towns they're Garrison towns in Canaan are going to be isolated
[287] 34:05	basically unable to protect Egyptian interests
[288] 34:11	so in that way the late Bronze Age collapse is going to
[289] 34:17	precipitate a sequence of events and that sequence of events is going to allow the Philistines to take over the
[290] 34:23	coastal plain which is basically the highway that Egypt uses to go up into
[291] 34:29	Canaan so when when Egypt goes on
[292] 34:36	on campaign into Canaan it tends to go up the coastal plain and then cut over
[293] 34:41	into the Judean Foothills but with the Philistines and the coastal
[294] 34:47	plain that Highway is now interrupted now mernepa is going to make one
[295] 34:53	campaign through the coastal plain while the Philistines are settling it
[296] 35:01	but it's not going to be a campaign on the same order that it had
[297] 35:06	been done under his predecessor Ramses the Second monapta is going to have a vastly
[298] 35:13	diminished Army at that point he doesn't have enough chariots he's really only
[299] 35:18	going through through Canon to do a punitive action against geyser and the reason he's going
[300] 35:25	after geyser is because guesser is attacking his Garrison towns
[301] 35:30	so he's basically focused in on a very specific Target he's not doing a general
[302] 35:36	campaign is doing something very focused and getting getting the job done and getting
[303] 35:42	out what's going to happen as a result of
[304] 35:48	all this is that the late Bronze Age collapse is going to shake Egypt's
[305] 35:55	control over its hegemony it won't be able to maintain its
[306] 36:01	hegemonic control over Canaan so what's going to happen is the
[307] 36:09	uh under romsey's the Third Egypt has gone and undergo a period of hyperinflation
[308] 36:16	the economy is going to collapse he's going to get assassinated and his
[309] 36:22	successor Ramses IV is going to lose both the all their hegemonic control uh
[310] 36:28	Holdings in both Canaan and anubia and this is going to lead to further
[311] 36:34	collapse of the Egyptian economy and when the economics are like that
[312] 36:43	basically they can't maintain a it's hegemony and
[313] 36:50	this is going to basically render Canon sort of free of Egyptian control
[314] 36:57	so when it's free under Egyptian control that's when Israel can sort of establish
[315] 37:03	itself so without the late Bronze Age collapse Israel would have not been free to sort
[316] 37:11	of expand and and take over the Judean Foothills like it did
[317] 37:17	so anyway I hope that answered your question thank you very much for the Super Chat very very much appreciate it
[318] 37:25	okay uh the next Super Chat is from uh Rorick
[319] 37:31	for 9.99 thank you very much for the Super Chat
[320] 37:38	and he asks oftentimes when we see depictions of people writing in the
[321] 37:43	ancient world they are often shown as writing in their lap or using a tablet yes
[322] 37:50	do we have any instances of people writing on desks no we actually don't
[323] 37:57	um it's that's very that's a really interesting question uh we don't actually see people writing
[324] 38:04	on desks part of the reason is because this was the scribal style of it now
[325] 38:11	in the case of writing in their laps they would actually have a palette
[326] 38:19	that they would place on their laps and they would they would write cross-legged this is how scribes wrote
[327] 38:25	they were right cross-legged and they would put a solid piece of wood a pallet
[328] 38:31	over their legs okay and then you'd have the scroll because
[329] 38:36	the Pirates Papyrus would come in a scroll and you'd essentially grape
[330] 38:42	the papyrus over the palette this would give you a
[331] 38:48	hard writing surface that you then take your brush and they didn't use quills they used
[332] 38:54	brushes and your your writing palette and you you'd put the ink on your pallets your
[333] 39:00	paint on the palette and then you would write on the the Papyrus and as it's right you would
[334] 39:07	roll it up and move the scroll you would move it to the next page and then you'd start a new page
[335] 39:14	so this is this was actually an incredibly um practical way of doing this because
[336] 39:21	you could do this anywhere and one of the things about being a scribe in ancient Egypt was you had to
[337] 39:27	be mobile you could you you might be assigned with an army and have to go out onto to an
[338] 39:35	army onto a Battlefield and you'd have to do your accounting on the battlefield you'd have to record the
[339] 39:41	number of hands that were chopped off to show the number of War dead
[340] 39:46	you might have to do an account of how much uh War booty was collected so you
[341] 39:51	had to be mobile as a scribe so you couldn't just go just you weren't couldn't be confined to a desk
[342] 39:58	you had to go out to The Granary to measure the grain well you had to be able to do your writing
[343] 40:05	there we have to remember that what writing is is it's a mnemonic device
[344] 40:11	it's a device used to record things so you don't have to remember
[345] 40:18	if they're doing say uh stuff on the Fly let's say let's say they don't have the the Papyrus there but they had a wax
[346] 40:24	tablet they used wax tablets too and these were cool devices this is your your your essentially your equivalent of
[347] 40:31	your I ancient equivalent of an iPad okay you'd have this wood sort of
[348] 40:39	uh frame that hat was filled in with wax colored
[349] 40:44	wax and then you just take a stylus and you would write in the wax
[350] 40:53	and it was so cool because they you could actually they actually recorded things this way and then would then go
[351] 41:00	home it if it was in the evening they would then record permanently on Papyrus
[352] 41:05	and then uh use a candle and wipe the
[353] 41:10	the Slate clean and then you could reuse it again in the morning for your next
[354] 41:15	job so these were these were essentially mobile types of writing instruments
[355] 41:23	so they always had to be mobile because you you just didn't know where the situation would take you that day
[356] 41:31	so we don't have any writing desks per se in ancient Egypt but that's because
[357] 41:37	of the style that they did and how they did the writing so I hope that helped thank you very
[358] 41:43	much for the Super Chat very much appreciated and it is it is a fascinating topic but that that's that's
[359] 41:48	the reason you don't find them writing on disks because they were writing generally in the seated position on it
[360] 41:55	and actually there's some really interesting reliefs of this too we have a couple reliefs of of a scribe he's
[361] 42:02	sitting on a pile of grain he's sitting on top of a pile of grain and he's doing his his recording seated in that that
[362] 42:09	cross-legged position on top of the pile of grain um pretty cool it is actually pretty
[363] 42:16	cool okay so thank you very much the Super Chat I hope that answered the question
[364] 42:24	our next Super Chat here comes from algut Robertson for 50 Swedish Kroner
[365] 42:31	thank you very much the Super Chat and he asks a very very
[366] 42:36	oh the hotly debated subject uh is it wrong for Christians to jail
[367] 42:43	someone that has repented for his sin also when do we know if we should use
[368] 42:50	Justice or love against someone okay
[369] 42:55	well Justice and love are not are not mutually exclusive okay
[370] 43:03	there's a time for justice there's a time for Law and there's a time for Grace okay
[371] 43:10	that takes discernment to figure out when is the wish when when do you do which
[372] 43:16	you know Grace is hey you deserve justice but you're gonna get unmerited favor instead
[373] 43:23	and there is a time to show Grace
[374] 43:28	there's also a time to show Justice I mean the obvious time is you know when
[375] 43:35	someone has done something illegal or um are wrong and then
[376] 43:41	they're not repentant they're not repentant okay
[377] 43:47	that's the time to show Justice and time to show Law
[378] 43:53	you know as far as as jail goes you know now you're talking the criminal justice
[379] 43:58	system the criminal justice system does have to represent more than just Christians
[380] 44:05	that's another matter in this is it's not just
[381] 44:10	Christians that have a stake in the ex execution of Justice
[382] 44:16	there are other stakeholders too including Society at Large
[383] 44:22	so even if if the guilty person has repented has changed their ways and is
[384] 44:29	leading a new life that doesn't necessarily absolve them
[385] 44:35	from the criminal consequences of their actions
[386] 44:40	so it's a complicated subject because a lot of factors are going to play in this
[387] 44:47	if it's a private matter if it's a like for example uh there was
[388] 44:54	a pastor that I heard who had a very serious gambling addiction
[389] 45:00	very serious gambling addiction and he defrauded his church congregation
[390] 45:06	of thousands of dollars thousands of dollars and got caught
[391] 45:15	because he wasn't very good at gambling okay uh he was very addicted to online
[392] 45:21	gambling he got caught
[393] 45:28	the people who are defrauded went to the church board they could have thrown the book at him
[394] 45:34	they could if you could Cruise them of criminal fraud and he would have spent some serious
[395] 45:39	time in in jail but he confessed he admitted he had a problem he sought
[396] 45:46	counseling and he paid back every last dime that he
[397] 45:52	defrauded okay he was genuinely repentant
[398] 45:58	okay and it was A Private Matter between him and
[399] 46:04	those he defrauded and his congregation so in that particular case were all the
[400] 46:11	wrong parties were Christian then
[401] 46:16	you could show grace and mercy instead of Law and
[402] 46:21	justice but if it had gone outside of that that
[403] 46:26	might not have been possible so just as matters Justice matters and
[404] 46:35	it's still even when with even though we live under the law of love
[405] 46:41	Justice still has a role to play but again it's going to depend largely
[406] 46:48	on circumstances so I think this is a very very difficult question to answer in a blanket way
[407] 46:57	and as far as I know that Pastor has never gambled again
[408] 47:03	so yeah he messed up big time really really big
[409] 47:12	but he also repented and as such we need to show him
[410] 47:17	forgiveness forgiveness Mercy Grace and he has he
[411] 47:23	has genuine repented and performed restitution
[412] 47:29	so as I as I said under those particular circumstances yeah absolutely we can there there's a
[413] 47:36	place where where love can be exercised and soaked in Grace
[414] 47:42	okay there's no need to then take that to the courts
[415] 47:48	but there could have been a circumstance here where it would have gone to the courts
[416] 47:54	so again it's gonna a lot of this is going to depend on circumstances so anyway thank you very much for the
[417] 48:02	Super Chat it's a very very difficult question and it's a question that is hotly debated amongst Christian ethicists
[418] 48:08	so I don't want to minimize it in any way but again circumstances are really going to matter here
[419] 48:14	thank you very much for the Super Chat very very much appreciate it
[420] 48:21	I'll get Robertson again for 20 Swedish kroners thank you very much for the Super Chat does God love Swedish folk more than
[421] 48:29	Danish Folk oh oh
[422] 48:36	[Laughter] okay
[423] 48:42	wow that question is hotly debated in this household
[424] 48:51	not really but you see my my
[425] 48:58	um my wife's uh great-grandparents where a Dane and a Norwegian
[426] 49:07	my grandfather was a Swede on my mother's side
[427] 49:13	okay ah um she thinks Danish Folker love uh are
[428] 49:20	are loved more by God I think the sweets [Laughter]
[429] 49:40	yes there's a lot of Viking Blood going around um
[430] 49:50	yeah we've got quite a bit of other as well so you know
[431] 49:56	none of us are pure blood Viking here so um
[432] 50:04	uh it's a it's always this is always a fun question okay
[433] 50:09	and the reason why is because it's actually the Finish
[434] 50:17	I'll put that up if I can here foreign
[435] 50:32	[Laughter] well that's one of the things about having a bit of Scandinavian ancestry is
[436] 50:40	they do love poking fun at each other you know swedes will make jokes of the
[437] 50:45	Norwegians the Norwegians will make jokes about the Danish the Danish will make jokes about the finish and the finish we'll make jokes about the sweets
[438] 50:51	you know it's just that's just being Scandinavian you know that's part of the culture
[439] 50:59	[Laughter] yeah so uh
[440] 51:08	anyway I want to thank you very much for that Super Chat it was a fun fun Super Chat okay let's go to the next one here
[441] 51:19	Albert Robertson again for toy swoosh kroners what is your opinion on the Doom
[442] 51:24	books I love them a huge fan of Dune
[443] 51:29	I I can't get enough of doing stuff uh I even like the
[444] 51:37	um Uh Kevin J Anderson books I think the prequel books were very good too
[445] 51:45	so uh I liked I've I've liked all the Frank Herbert books now I didn't don't like all Frank Herbert books but his
[446] 51:52	Dunes his Dune Saga was excellent there's some of Herbert's books that
[447] 51:58	were hard to read to be honest but um definitely the Dune Saga all of all
[448] 52:06	of all the books were very well done they were excellent books but they did have sort of a
[449] 52:13	um flow of consciousness to them that if you didn't quite get
[450] 52:18	into it was could be very difficult to read but if you got into that flow of Consciousness that Frank Herbert was
[451] 52:25	trying to do when he wrote those books oh it would it was it was one heck of a great ride
[452] 52:32	um I really really enjoyed the books and I've read them repeatedly
[453] 52:38	so for me it's there it is probably my favorite series I even like it more than
[454] 52:44	Lord of the Rings so for me I know tokien hated
[455] 52:50	the Dune Saga absolutely hated it
[456] 52:57	um but I loved it I absolutely love it and I like all the movies too I mean
[457] 53:04	each movie brings its own particular interpretation but that's part of that's part of it as
[458] 53:10	well is that Herbert left a lot of ambiguity and a lot of stuff open to
[459] 53:17	interpretation so that you know you could interpret things multiple ways
[460] 53:24	and because of that it's just I think it's just an excellent Excellence it's
[461] 53:30	in my opinion it's probably the the best science fiction series of all time
[462] 53:35	so Melissa more than Lord of the Rings heresy
[463] 53:42	[Laughter]
[464] 53:52	that's almost blasphemy uh yeah IP and I are not going to agree
