[0] 0:00	[Music] foreign
[51] 7:46	the ladder so we don't actually find a lot of charismatic preacher types or even Rogue
[52] 7:54	Prophets but there may be one Rogue profit that we can name in ancient Egypt but it's
[53] 8:01	really the exception not the rule also every uh
[54] 8:08	every town had its own say Temple or Chapel
[55] 8:14	then you had temples that were basically administrative centers
[56] 8:20	and then you had other temples that were say for more formal cults
[57] 8:25	so religion in ancient Egypt was highly structured because it was highly structured you
[58] 8:32	didn't get a lot of priests going outside of the structure so that's sort of it in a nutshell here
[59] 8:39	that charismatic preacher types didn't exist in ancient Egypt that's more of a modern phenomena so any thank you very much for
[60] 8:46	the question uh you asked a lot of great questions tonight and this was the first one we selected
[61] 8:52	okay the second question here is from Bonbon again
[62] 9:00	there was a trend towards personal piety during the transition to the New Kingdom
[63] 9:05	but apparently Akhenaten reversed this what were the reasons for it in the
[64] 9:10	first place and was the reversal permanent it's a great question
[65] 9:18	the fact is a personal piety in ancient Egypt sort of rose and fall
[66] 9:24	rosenfell with the various uh political changes at the time
[67] 9:30	we actually see the first personal piety movement happened during the first intermediate period during Age
[68] 9:37	of Civil War the evidence for this is we find that first personal and private tombs start
[69] 9:44	increasing in religious motifs in the amount of decoration they used how much
[70] 9:51	Focus they started placing upon individual cults
[71] 9:57	and we see that upswing in personal piety at as I said at the uh in the
[72] 10:03	first intermediate period and that's the period between the Old Kingdom that's the pyramid age and the Middle Kingdom
[73] 10:09	we don't see another sort of upswing in personal piety until Dynasty 12 during say
[74] 10:18	um the Middle Kingdom uh the layer Middle Kingdom particularly towards the cult of Osiris the kings of
[75] 10:25	each word had very were very very devout and even almost Evangelical towards the
[76] 10:32	Osiris cult and they were the ones that were primarily responsible for the Osiris Cults spread across Egypt
[77] 10:39	before Dynasty 12 the Osiris cult was really very localized into the abidus area
[78] 10:47	but it was the Middle Kingdom kings that really sort of took the Osiris cult made
[79] 10:53	it their Royal cult and then spread it everywhere so at that point you see a big upswing
[80] 10:59	in personal piety then you get you you do get a little bit
[81] 11:06	of this in the at the beginning of the New Kingdom following the fall of the hicksauce but it's not as dramatic I
[82] 11:13	think that's a little overstated that it was um there was a big swing in piety at the beginning of the New Kingdom at the
[83] 11:21	beginning of the New Kingdom you see more tombs more uh having
[84] 11:26	say nature motifs scenes of Life slices of life kind of motifs that sort of
[85] 11:32	thing it's really not until after the fall or
[86] 11:38	after um The Decline and abandonment of amarna that's basically after the amount of
[87] 11:43	period That's the period of King Akhenaten that you start seeing personal party
[88] 11:49	swing up again you see a market transition in tombs from Slice of Life seems to religious
[89] 11:55	motifs so at that point they're they're doing uh focusing on personal piety but it's
[90] 12:03	once again towards the polytheistic system of ancient Egypt so
[91] 12:08	we really have to keep an account here that that the circumstances the
[92] 12:14	political circumstances and the religious circumstances are going to really affect the ups and downs
[93] 12:21	of personal piety in ancient Egypt and it's just not one period it's several periods so anyway I hope that answered your
[94] 12:28	question thank you very much for the super or the for the regular non-super chat question
[95] 12:33	and it's a great question
[96] 12:39	our third question from Bonbon because he asked like 20 great questions tonight
[97] 12:45	and we had a hard time choosing him is can you elaborate on the relationship
[98] 12:50	between Moses III and courtiers and other Elites did he ever execute any of the courtiers
[99] 12:57	and or intellectuals who were still loyal to have shiat suit all right I'll answer the there's two questions there
[100] 13:04	I'll answer the last one first no he did not execute any
[101] 13:09	because he'd have a revolt on his hands we have to understand that those Elites and courtiers
[102] 13:18	put Hatchet suit into power and more importantly they kept her in
[103] 13:23	power so they had a lot of power even when to
[104] 13:29	Moses III assumed the throne until Moses III wasn't an idiot
[105] 13:35	he knew the political score now his relationship with uh with those
[106] 13:42	uh courtiers were he hated their guts he absolutely hated those courtiers
[107] 13:49	without without he hated the vagaries of of Court life
[108] 13:55	now we have to understand that when hapshit's suit came to the throne and
[109] 14:02	Moses the third hit nine ten years old she shipped him off to the Army
[110] 14:09	and if he had a happy accident while on military campaign all the better
[111] 14:18	what she didn't realize is that he would totally Thrive under in military life
[112] 14:25	he was he had no role almost no role in court life until the end of hatshepsu's life
[113] 14:35	so even though he was by right King he was in no way King not until
[114] 14:43	hatchetsu herself died so when he finally came back and got the
[115] 14:49	throne secured the throne he was not a happy camper he was not
[116] 14:54	happy with those courtiers and they had to sort of grovel
[117] 15:00	but he despised him and he took every opportunity to to leave the court to do other things most like most often going
[118] 15:08	on campaign this is one of the reasons why this is the third went on campaign so often it's because he hated the
[119] 15:15	couriers he hated Court life he couldn't stand them so you know it's really not until his is
[120] 15:23	his late late in his Reign where he's gotten has basically cleaned house
[121] 15:29	all the old quarters are dead he's replaced him with his own men that he's finally finally comfortable being at
[122] 15:37	Thebes where his his the seat of his power was so anyway thank you for that question is
[123] 15:43	a fascinating question um so anyway that's three questions I
[124] 15:48	hope I hope that's uh that uh pleases you
[125] 15:54	so anyway uh we're off to a couple other super chats here our next Super Chat here is from or no
[126] 16:00	sorry not super chat non-super chat is from Chow Yi
[127] 16:05	and he asks is there any evidence that the design of the pyramids was based upon sacred geometry no
[128] 16:14	uh that's the short answer is it was not based upon sacred geometry it was based upon trial and error
[129] 16:22	a lot of people want to think that the pyramids were because they seem to be very very ideal to mathematics
[130] 16:30	that they were designed that way it's actually quite the opposite
[131] 16:37	they tried all sorts of different configurations of pyramids and they were complete bombs
[132] 16:43	so it was more that they stumbled onto the perfect geometry for a pyramid and
[133] 16:49	then sort of stuck with it now with that said every pyramid is slightly different
[134] 16:55	in its dimensions and its orientation so even though they sort of stumbled
[135] 17:00	onto that formula of the perfect incline for a pyramid there's variance you usually have one or
[136] 17:06	two degrees and that doesn't seem to have a largely affected the stability of a pyramid all that much
[137] 17:13	so it was more trial and error than it was based upon a mathematics
[138] 17:19	so anyway I hope that answered the question thank you very much for the question it's a great question
[139] 17:26	and our final non-super chat for now is oh well we'll see uh we got 501 Mobius
[140] 17:33	here and he asks how can kadash be be both in
[141] 17:39	the desert of puran numbers 1326 and the desert of Zinn numbers 27 14. okay
[142] 17:49	now it will help our audience to kind of understand where these deserts are
[143] 17:55	the desert of perran is in the Northeast Sinai as you kind of go from Sinai into say a
[144] 18:05	Canaan the desert of Zinn is southish of uh the
[145] 18:12	Dead Sea north of ezean geber and it's on the border of of Edom
[146] 18:19	okay and they are two separate deserts they've been recognized in history as separate deserts
[147] 18:25	there's nothing uh controversial about that the controversy comes from kedesh okay
[148] 18:34	and we'll we'll reference your two verses here so we'll take the first one here
[149] 18:40	and there's a lot more uh to this than just these two verses but we'll just
[150] 18:45	just use these versus as reference here so the first one is in numbers
[151] 18:52	13.
[152] 18:58	26. which says they proceeded to come to Moses and Aaron and to all the
[153] 19:04	congregation of the sons of Israel in the wilderness of puran at Kadesh and
[154] 19:09	they brought back word to them to all the congregation and show them the fruit of the land
[155] 19:15	and then of course we have numbers 27 14.
[156] 19:25	for the Wilderness of Zinn during The Strife of the congregation you were gelled against my commands to treat me
[157] 19:31	as holy before their eyes at the waters these are the Waters of meribah of
[158] 19:36	Kadesh in the wilderness of Zinn all right so that's that's the two biblical passages you cited
[159] 19:44	there's more passages that could be cited here but uh this is a very old problem this has
[160] 19:50	been a problem that's been recognized at least since the second temple period and it's been commented on by ramban uh
[161] 20:00	Rashi and ibane Ezra uh but it's also been tackled by uh text
[162] 20:06	critical Scholars who believe that these are two separate re-doctors that are
[163] 20:12	trying to redact a text to something that they can be reconciled okay
[164] 20:18	now I'm going to take the view of the Rebellion sages and more recently by um
[165] 20:26	David bengod hak Cohen who wrote recently on this
[166] 20:32	and what he he claims is what we're dealing with here is two kadashes
[167] 20:39	now if you do a course on the
[168] 20:45	the geography of the holy land or of the Mediterranean in general one of the
[169] 20:50	things you discover is you can encounter multiple places
[170] 20:57	with the same name essentially
[171] 21:03	there are 21 places named Antioch in the Mediterranean world
[172] 21:08	21. uh when I did my thesis uh I my Master's
[173] 21:13	thesis on the on early narcissism and his relationship to
[174] 21:20	The Cult of uh Thoth I discovered that in Egypt alone there
[175] 21:25	were three cult centers by the name of hermopolis you do get multiple places with the same
[176] 21:33	name so what are we dealing with here as far
[177] 21:38	as this particular passage you are dealing with a
[178] 21:43	one kaddish which is also known as kadish barnia and that is in the wilderness of Iran
[179] 21:52	basically the site of um um in L uh kuderet
[180] 22:01	you also have a second Kardash that's on the border of Edom in the wilderness of
[181] 22:09	Zinn also known as the Waters of meribah
[182] 22:14	so what you have here is two separate kaddishes
[183] 22:19	and they're identified by their respective wilderness and this is the solution that was
[184] 22:25	proposed by the rabbinical sages it's the one that's uh proposed by hawk Cohen and that's the one that I think is makes
[185] 22:32	the most sense because really the the multiple redactor solution here does not make a lot of
[186] 22:38	sense so anyway that's how I would answer this question thank you very much for the questions an
[187] 22:44	interesting question okay uh we'll take actually one more non-super chat here before we get into
[188] 22:51	the Super chats which is from daffa rafaeli
[189] 22:56	and he asks do you think the Septuagint is God breathed or only the the original
[190] 23:03	Hebrew what errors uh does the septusion have
[191] 23:08	are there any changed poor translations is translation and paraphrase God breathe okay
[192] 23:16	it's a great question but in in some respects it sort of misses the point of God breathed
[193] 23:24	which is what is the effect of the message that's what's God breathed God breathed
[194] 23:31	is the message not the translation uh this is this is a huge mistake that
[195] 23:37	say the King James only people make they want to basically say that the words of the King James version are the
[196] 23:43	inspired version of the Bible well no translation is
[197] 23:51	it's a translation of the original its words are not inspired
[198] 23:56	but it is the message is still God breathed so what you're what you're going at here
[199] 24:03	which how you have to engage this problem is to understand that that it's
[200] 24:09	God's intent and the effects of his message that our God breathed
[201] 24:16	not the actual words themselves so
[202] 24:23	any translation that that say Waters down the message is going to be less
[203] 24:28	god-breathed so say a very idiomatic paraphrase
[204] 24:35	or a paraphrase that completely changes the message
[205] 24:40	is not going to be God breathed because it's not going to be communicating the message
[206] 24:47	so with that said that's the answers to yours to your last question rolling back
[207] 24:55	what errors does the Septuagint have well it has several but I'm not going to get into that here that's sort of beyond
[208] 25:00	the scope of what I can get into into three minutes Super Chat however it does have errors all manuscripts have errors
[209] 25:10	but that's because they're this is the manuscripts are being passed by human
[210] 25:16	copying human copying introduces textual errors
[211] 25:22	but it's the message not the copy that's inspired so that answers that question
[212] 25:31	is only the original Hebrew inspired God breathe well no but at the same time
[213] 25:40	too the original Hebrew is going to get you to the closest
[214] 25:46	to that original message because it's not a translation there's
[215] 25:51	less opportunity for error there's still going to be some transcriptional errors in there copyist errors
[216] 25:58	but the message is still in there so the Hebrew is going to preserve it better
[217] 26:04	we're talking here about the preservation of the message not
[218] 26:09	the text being the words being inspired themselves
[219] 26:14	so finally getting you back to the very first question in that question string do you think the Septuagint is God
[220] 26:21	breathed its message is God breathed but again we're going to have to take
[221] 26:27	every text and compare it to see if we got the message right so if the message in the Septuagint is
[222] 26:34	consistent with what we find in the Hebrew texts and then I have no problem saying that that particular message has
[223] 26:41	got breathed so anyway thank you for the non-soup chat I hope that sort of clarifies this
[224] 26:47	issue or at least gives you something to think about okay we're on to Super chats
[225] 26:55	that was a very very interesting set of non-super chat questions
[226] 27:07	okay our first non-super chat here is from ass and we're for 199 thank you
[227] 27:12	very much for that Super Chat rest in peace Michael Heiser you will surely be missed yes he will surely be
[228] 27:18	missed I happen to very much like Michael heiser's teaching I thought it was very profound
[229] 27:26	uh there were a I I also had a lot of agreement with him too
[230] 27:32	I would I ask everyone to pray for the Heiser family at this point we ask that you keep them in your your
[231] 27:39	prayers as they go through this time of grieving he left us way too soon he left us way too soon
[232] 27:47	um I had my I think I think there's some a lot of things that we can say about the man
[233] 27:52	he was an excellent teacher he was an excellent writer and uh he basically pointed out many
[234] 28:02	things in Scripture that people have been missing and I think that alone is is is a laudable thing
[235] 28:09	so again pray for his family he was a great blessing to The Community of Christ and
[236] 28:16	um he's gone on to to be rewarded by his master
[237] 28:21	so anyway thank you very much the Super Chat very very much appreciate it
[238] 28:33	our next Super Chat here is from Joseph Green for twenty dollars
[239] 28:38	who has a very very long question
[240] 28:43	it's actually a couple questions but we will try to take these piece by piece because
[241] 28:49	it cook it spans across five uh five chats so we'll we'll read it and we will
[242] 28:56	try to make the best of this okay uh first one
[243] 29:01	part one I have seen a lot of Dan McClellan on Tick Tock in my feed randomly oh I'm
[244] 29:08	sorry it appears to me like he and many others like Dr stavra kopulu seem to use a lot
[245] 29:16	of things the Bible says happens as proof that somehow the Bible oops
[246] 29:24	is wrong for example ancient Israel and Judah worshiping other gods and doing
[247] 29:30	Pagan practices means that Yahweh wasn't worshiped the way we know today until
[248] 29:35	after the Babylonian exile
[249] 29:43	so why does this seem to be such a popular view amongst archaeologists historians I don't know we'll pause
[250] 29:50	there for a moment pause there for a moment because what we are dealing with here is
[251] 29:57	Sunday school exegesis okay Sunday school exegesis
[252] 30:04	once a lot of these historians especially the ones that deconvert
[253] 30:10	reach their uh
[254] 30:17	professional maturity they tend to stop reading the Bible
[255] 30:23	they either think they know it or they disdain it
[256] 30:28	so you stop reading something for say devotional purposes or to really sort of grasp the meaning
[257] 30:35	because the Bible for them is taking on a new new role it's taking on a new role it's something you criticize
[258] 30:43	not something you try to understand this leads a lot of people to rely on
[259] 30:51	the understanding of the Bible that they learned as children
[260] 30:56	and often that understanding is incomplete or it it sort of caricaturizes what the
[261] 31:05	Bible is saying like for example the whole idea that the Israelites practiced idolatry therefore
[262] 31:13	you know there wasn't any Yahweh worship or anything like that
[263] 31:19	um you know the way we know it today is isn't it it's in a respect it's a
[264] 31:25	caricature it's a caricature it's a caricature of what the Bible actually says
[265] 31:31	because if you read the Bible it's always railing against the Israelites for being worthless idolaters
[266] 31:40	yeah I mean nowhere nowhere in the Bible does it talk about Israel being faithful
[267] 31:47	to to Yahweh you know it's crazy it's absolutely bizarre because you can read all through
[268] 31:54	the Bible and they're just going on like you know hey you know you're worshiping
[269] 31:59	idols you know even after the Babylonian period hey you guys are bringing spotted
[270] 32:04	lamb for sacrifices you're not giving your tithes you're you're you're ignoring the the
[271] 32:12	the the ritual feasts you know it's just it's just nowhere nowhere in the Bible
[272] 32:19	is Israel ever accused of being faithful to Yahweh
[273] 32:28	it's crazy so I mean I heard I heard this conference paper once you know
[274] 32:34	given about um the speaker you know young a young
[275] 32:40	guy a young guy gets up is this is at an sbl conference and he starts talking about uh Yahweh
[276] 32:47	and Ashura gets down off the podium and he goes you know talks says to one of the say more
[277] 32:53	conservative Bible scholars C the the Israelites weren't uh
[278] 32:59	monotheistic uh Yahweh worshipers and the the conservative scholar just
[279] 33:04	says well duh haven't you read the text
[280] 33:10	[Laughter]
[281] 33:18	but it's this caricature it's a caricature of what the Bible says not
[282] 33:23	what the Bible actually says this is as I say this is my greatest
[283] 33:29	frustration of dealing with say other even other Bible scholars
[284] 33:37	as they've either haven't read the text or they forgot what the text said
[285] 33:43	giving them the benefit of doubt that they once knew it's my it's a constant constant
[286] 33:49	struggle to get even them back into the text so you can properly engage the
[287] 33:55	argument you know like like I I heard uh say uh
[288] 34:04	Maggie Bryson said well you'll find no evidence of the Israelites worshiping Yahweh in Egypt
[289] 34:09	of course you won't they were worshiping other gods in Egypt according to the Book of Joshua
[290] 34:16	you know it's just they're not reading the text or they're not remembering the text
[291] 34:22	so this is why I say it's Sunday school exegesis it's nice collections is what they
[292] 34:27	learned in Sunday school and they haven't progressed beyond that because they stopped reading the text
[293] 34:33	all right so let's continue with your question here they seem to say seem a lack a lot of
[294] 34:40	evidence for their jump to a conclusion that the Bible was
[295] 34:48	changed after the exile and there seems to be a lack of awareness that the things they claim
[296] 34:53	ancient Egypt or sorry ancient Israel and Judah did are already stated within
[297] 34:59	the text the Bible said it happened
[298] 35:04	somehow finding proof of ancients worshiping other gods means that it all changed later
[299] 35:11	I'm honestly confused by their logic I hope this makes sense sorry for being long-winded
[300] 35:16	well thank you very much for the question even though it was line five parts long I usually like questions a little shorter than that but
[301] 35:24	I think you get the I think you get the idea of what's happened here which is that
[302] 35:31	they have a bias that is a caricature
[303] 35:36	and they're finding evidence to strike down the bias strike down the caricature
[304] 35:42	it's ultimately kind of a straw man because they're not actually engaging the Bible on the Bible's terms they're
[305] 35:48	gauging it on the terms of a caricature
[306] 35:53	so uh again it's hard to fight this because those
[307] 35:59	sort of of ideas are very strong you know the stuff we learned when we're
[308] 36:06	kids really really resonates with us when we're adults
[309] 36:12	it's almost inscapable it's almost inescapable so you know when you've got and this is
[310] 36:19	one of the reasons why I'm so against teaching caricatures to children
[311] 36:26	you know I still hate whenever I I walk into a
[312] 36:31	Sunday School classroom and I see a little tiny Noah's Ark with the heads of
[313] 36:36	giant animals sticking out of it I mean kids are going to remember that image
[314] 36:42	they are going to remember that image and they're going to carry that image into the biology class
[315] 36:51	and it doesn't take much to knock that down
[316] 36:58	so this is why I'm sort of in many respects against sort of that Sunday
[317] 37:03	school artwork because artwork contains a message
[318] 37:09	it did for for just for adults if it didn't advertising wouldn't work
[319] 37:16	and it does for children so I think this is I think this is a
[320] 37:22	problem that in many ways is
[321] 37:27	systemic and caused by how we teach in the church
[322] 37:33	we're not teaching children in a serious way and because we're not teaching the
[323] 37:39	message to children in a serious way they are taking with them a caricature
[324] 37:44	that they are going to bring into adult life that's going to result in deconversion
[325] 37:50	that's going to result in in basically these people becoming enemies of the Bible
[326] 37:56	because what they've been taught is so easy to blow down you could do it with the Wisp of a feather
[327] 38:03	so I hope that answers your question thank you very much the Super Chat very very much appreciated
[328] 38:14	all right our next Super Chat here is from Mega Jam for 4.99 thank you very
[329] 38:19	much for the Super Chat and here she asks is it true that the
[330] 38:25	word Gentile in the Bible could have referred to an Israelite from the northern kingdom after the split
[331] 38:32	okay now the word for Gentile in Hebrew is
[332] 38:37	it just means Nations now typically
[333] 38:43	Israelites even northern kingdom Israelites were not typically called
[334] 38:49	or okay those were seen as the other nations
[335] 38:55	so it's not typical for it to be used in this respect and I don't know of any
[336] 39:00	instances where it is but I also could be wrong it is possible that say from
[337] 39:05	say the perspective of the kingdom of Judah they might have been referred to this I'd have to really look back in the
[338] 39:11	text to see how it's used how the word goem was used and see if it is used in that way I just don't know off the top
[339] 39:18	of my head if it was if it is you'd probably find it in the books of Kings or Chronicles
[340] 39:25	but uh off the top of my head I'm not sure if it's ever used that way it
[341] 39:30	probably could be in a sort of an extended meaning kind of way especially as the northern kingdom
[342] 39:37	becomes more and more tied to Assyria
[343] 39:43	so it's possible but I'm not sure I don't know for sure certain but I wouldn't rule it out either
[344] 39:49	but as I said typically goyum's used of Gentile Nations so anyway thank you very much for the
[345] 39:55	Super Chat very very much appreciate it and I'm gonna have to say a qualified I don't know here
[346] 40:01	foreign Super Chat is also from Mega Jam for 499
[347] 40:07	thank you very much for the Super Chat if you are familiar with Assassin's Creed series of games
[348] 40:14	small sort of how faithful to ancient Egypt is the
[349] 40:19	Assassin's Creed Origins video game I get this question a lot which means I
[350] 40:25	have to play more Assassin's Creed Origins
[351] 40:30	now I only go as far in Assassin's Creed Origins up to say the archery contest
[352] 40:41	so I didn't get that far into the game uh the reason why I didn't get that far in
[353] 40:47	the game is to start to look like work
[354] 40:52	[Laughter] the camel leopard says Dr fall gaming
[355] 40:57	channel well how about that
[356] 41:03	laughs but suffice it to say though that I I
[357] 41:11	thought my original impressions of the game was that it was I mean the the video effects are stunning
[358] 41:18	I really really enjoyed the video effects I think it is the closest video
[359] 41:24	game to ancient Egypt that I've ever seen okay it's the closest by far
[360] 41:30	the clothing is generally correct the artifacts are generally correct
[361] 41:36	uh the village layouts are generally correct this scenery you'd find in say ancient
[362] 41:44	Egypt is generally correct there are some things however that are not correct
[363] 41:51	that first a temple that you go in the introductory round
[364] 41:57	there was no temple in ancient Egypt that was that huge that thing was massive
[365] 42:04	uh there were there were some there were the largest temple complex
[366] 42:12	in ancient Egypt is Karnak Temple and
[367] 42:17	it's about a hundred acres okay but it's a hundred acres of temples spread out
[368] 42:23	there was not one Temple there there was many temples and they were couldn't
[369] 42:28	separated by much distance okay
[370] 42:34	there was no single Temple that that was that size in ancient Egypt not even close
[371] 42:39	even the largest temple in Egypt you could walk from one end to the other in about five minutes it's it's really
[372] 42:46	short it's it's really short so and that's that's probably the
[373] 42:52	stretch of um Karnak Temple from say the pier uh the first pylon
[374] 43:00	right to say the altar at the back okay on the East-West axis
[375] 43:10	so with that said there's there's and even that it's mostly open courts so
[376] 43:17	there was no closed Court Temple that went that far back that huge
[377] 43:24	and there are colossi in that video game that were larger than even the largest
[378] 43:30	colossi in Egypt so they scaled everything up for that that
[379] 43:36	um teaching level so as I said scale is often off the
[380] 43:43	charts on Assassin's Creed Origins but it does give you the feel of ancient
[381] 43:49	Egypt it does give you that feel and they did try to use some
[382] 43:56	hieroglyphic texts as they did the motifs like for example I read the
[383] 44:02	cartoon Chef Ramses III there so it was in one of the scenes so I know it's there
[384] 44:08	so um so anyway uh if you want to do it I
[385] 44:13	mean you could actually you could actually learn a fair bit about ancient Egyptian culture through the game and I
[386] 44:19	know that there are people who are using the game as a method to teach ancient Egypt
[387] 44:25	so there is enough that's that's good in it that I think if you want to sort of have an appreciation of ancient Egypt
[388] 44:30	it's a good start just understand that some things are going to be inflated uh
[389] 44:37	things are not going to be exactly the same so why don't we thank you very much for the Super Chat very very much appreciate
[390] 44:43	and I hope that helped
[391] 44:50	okay
[392] 44:58	okay and our next Super Chat here is from Ab for a very very generous
[393] 45:06	49.99 thank you for much for that very very generous Super Chat very much
[394] 45:11	appreciate that could you explain more why you think
[395] 45:16	Jonah was dead when it says he prayed in the belly thanks okay for this we need to go to the Book of
[396] 45:22	Jonah pull up our Bible again okay we're gonna go to Jonah
[397] 45:36	all right and here
[398] 45:42	uh we'll start at verse 15 of chapter one so they picked up Jonah threw him into
[399] 45:49	the sea and the Sea stopped its raging then the men feared Lord greatly and
[400] 45:54	they offered sacrifice to the Lord and made vows and the Lord appointed a great fish to swallow Jonah and Jonah was in
[401] 46:01	the stomach for three days and three nights okay so that's the setting
[402] 46:06	so verse chapter 2 verse 1. then Jonah prayed to the Lord God the
[403] 46:14	Lord his God from the stomach of fish and he said so he's dying at this point
[404] 46:19	I called out of my distress to the Lord and he answered me I cried for help from
[405] 46:25	the depth of shayol that's the grave
[406] 46:30	okay that's the Abode of the Dead thou didst hear my voice
[407] 46:37	so physically he's praying from it but he's making that he's made that transition
[408] 46:44	so the prayer begins as he's dying and ends in the afterlife
[409] 46:54	okay verse 3 for thou didst cast me into the
[410] 47:01	deep into the heart of the Seas and the current engulfed me thy Breakers and Billows passed over me
[411] 47:07	though I said I have been expelled from my sight never
[412] 47:12	I will look again toward the holy thy Holy Temple
[413] 47:18	water encompassed me to the point of death okay
[414] 47:24	now I'm just going to take a quick look at just the Hebrew there because I think there is something a little
[415] 47:31	X that we need to put in there oh
[416] 47:44	okay so I'm just doing a quick check here
[417] 47:49	the water's encompassed me
[418] 47:55	okay while during well his soul
[419] 48:03	deep rounded
[420] 48:13	right here okay it's probably just a
[421] 48:26	okay
[422] 48:42	foreign
[423] 48:52	missing it here
[424] 49:24	there's something else going on here I'm just gonna have to have to move on here because I'm just
[425] 49:30	not finding it
[426] 49:44	I'm getting too distracted by the Hebrew here okay uh okay so water comes me to the point of death now
[427] 49:52	that point is is not I bet as I recall correctly
[428] 49:59	it's while dying okay the great deep that was it okay that was what it was
[429] 50:06	the water encompassed me while dying or while being dead
[430] 50:11	the great deep engulf me the Reeds were wrapped around my head
[431] 50:18	verse six really important to this passage I descended to the roots of the
[432] 50:24	mountains now you have to keep in mind here what's what's be being meant here
[433] 50:31	the Earth with its bars bars here is actually pillars was around
[434] 50:37	me forever what he's designed describing here is sacred cosmology
[435] 50:45	jail is under the Earth under the waters
[436] 50:51	okay so he's dead he's passing down the underworld
[437] 50:57	okay he's passing down the underworld he's descended below he's not in the fish anymore
[438] 51:03	he's not on the fish anymore his soul has descended below the roots of the mountains
[439] 51:09	and the bars of the earth were around him forever he says thou has brought up my life from
[440] 51:17	the pit okay now this is looking forward to to from the pit here but
[441] 51:25	but again this is the this is the effect here
[442] 51:33	and while I was fainting away I remembered the Lord and my prayer came to the in thy Holy
[443] 51:40	Temple okay so this is what's going on in the passage
[444] 51:46	he's been swallowed by the fish sense to share all under the roots of the mountain
[445] 51:53	into the bars The Pillars of the Earth
[446] 51:58	and that's where the Abode of the Dead is so he is dead as a door knocker
[447] 52:05	okay uh the fact is he would never have survived the belly of a fish anyway
[448] 52:11	because of asphyxiation but this just sort of amplifies in very
[449] 52:16	poetic terms this is poetry that he was dead
[450] 52:24	and then of course in verse 10 the Lord spits him up and Jonah and he's alive
[451] 52:30	we're not told how that happens we're just told that it happens
[452] 52:37	so that's that's the gist of what's happening in Jonah chapter two
[453] 52:42	as he enters in the fish alive he prays he dies then the Lord brings him up out of the
[454] 52:49	pit spits him up on the lot dry land so that's the sequence of events that's
[455] 52:55	happening in Jonah chapter 2. so when I I hope that explains it
[456] 53:02	thank you very much the Super Chat very very much appreciated um it is an excellent question most
[457] 53:07	people do think that um that this is referring to Jonah just
[458] 53:15	sort of hanging around in the belly of the fish all alive no he is totally dead
[459] 53:21	dead dead dead dead dead dead oh Cyrus kind of dead
[460] 53:26	so anyway thank you very much for the Super Chat very very much appreciate and thank you very much for the support of
[461] 53:32	this channel we really appreciate it
[462] 53:42	um
