[0] 0:00	[Music] foreign
[80] 11:14	so they would receive endowments from the King and those endowments were used to
[81] 11:20	provide offerings uh to the Gods well they had a lot more land than they
[82] 11:28	needed for just offerings or even to feed the local priesthood they could actually exchange that extra
[83] 11:37	uh agricultural produce for other wealth
[84] 11:43	and the Fabian fish had really owned the whole arnac priest Precinct
[85] 11:50	so Karnak didn't Belong To The King even though the
[86] 11:57	The Cult of the theban Triad was the royal Cult of the theban
[87] 12:04	dynasties so the dynasties of the New Kingdom
[88] 12:09	treated the priesthood at Thebes or the cult of Thieves as say the Royal cult but
[89] 12:18	it didn't own the property so for a king to build at Karnak he had
[90] 12:24	to also give the theban priesthood a lot of loot essentially
[91] 12:31	so he had to pay for that privilege to build at Karnak Temple
[92] 12:37	so the more money King's poured into Karnak Temple the more powerful the
[93] 12:43	Fabian priesthood became and when the when the fortunes of say
[94] 12:51	the Royal household waned in Dynasty 20.
[95] 12:58	The Fortunes of the high priests at um of amuna at Karnak didn't change much
[96] 13:05	in fact they were continuing to gather more wealth and more power for themselves
[97] 13:10	to the point where at the end of say Dynasty 20 the
[98] 13:17	the priests at at Karnak could basically say well you know the king is not all
[99] 13:22	that he study claims to be you know if he's a living God then he ain't much of a god he's a pretty puny God
[100] 13:29	so they had developed this this ideology at the end of almost basically saying
[101] 13:35	no God but almond Ray or or no King but almond Ray
[102] 13:41	so the priesthood at when they when we started hitting Dynasty 21 it's really
[103] 13:46	at this point where the the priests at at Karnak become independent and
[104] 13:53	basically sort of take over the show at least in Upper Egypt
[105] 13:59	so in Dynasty 21 we sort of see this this effectual split between say the traditional monarchy of
[106] 14:08	Egypt that basically only ruled the Delta at that point to
[107] 14:14	basically the the king of Egypt only ruling Upper
[108] 14:20	Egypt in name alone in Dynasty 21 the king of Egypt really
[109] 14:27	no longer had effective rule over Upper Egypt the the priests uh of Karnak ran
[110] 14:33	the show so that's how they basically consolidate power is they had a huge amount of land
[111] 14:39	ownings um land grants and they just milked it for everything it was worth and then
[112] 14:46	Consolidated that power basically had enough saved up that they could basically buy whatever
[113] 14:53	armies or protection they needed so I hope that answers your question
[114] 14:59	thank you very much for the question very much appreciated
[115] 15:05	our next non-super chat here is from darkblade
[116] 15:11	and he asks why didn't the early date die in
[117] 15:17	popularity once it became widely known or maybe just more widely knowable that
[118] 15:22	amenhotep II was reigning Fair wasn't the reigning Pharaoh during 1446 BC
[119] 15:28	great question and it comes down to
[120] 15:36	deniability and tradition now already in the early 20th century we
[121] 15:44	have to understand that the proposal that amenhotep II was the Pharaoh during 1446 began with a
[122] 15:53	theolog Scott's Theologian named James Orr who proposed this in 1906.
[123] 15:59	and a lot of James Orr's work was oriented
[124] 16:05	against say uh Continental liberal theology
[125] 16:10	so he was against things such as redaction criticism and a higher higher
[126] 16:15	literary criticism and and these these things really really resonated with people in North America
[127] 16:23	and rightly so that because a lot of that was pretty bad but
[128] 16:29	but already by the 1920s people were already noticing that
[129] 16:37	amenhotep's II's dates weren't exactly consistent with 1446.
[130] 16:44	but there was still some plausible deniability there people kept saying
[131] 16:49	oh yeah yeah according to short chronology yeah I'm gonna hook up the second couldn't be
[132] 16:55	king during 1446 but we still have the high chronology you know if only uh you
[133] 17:01	know all we have to do is wait and see more and more archaeological discoveries will come out
[134] 17:06	and it'll prove the high chronology and if it proves the high chronology then amenhotep II could still be Barrow
[135] 17:14	during 1446. so people kept on sort of doubling down on
[136] 17:21	that high chronology well in the 1970s Kevin Kenneth kitchen
[137] 17:28	essentially proved with the amarna letters that the high chronology was completely defunct
[138] 17:34	that there was no way this was going to work and
[139] 17:40	instead of sort of saying okay the high chronology has been disproved
[140] 17:45	we've got to rethink this I'm hotep the second thing people just continue to double down with
[141] 17:51	the same justification oh we just need to dig more we'll find something that proves it
[142] 18:00	well you've already found lots of stuff that disproves it so it just became the and you'll hear
[143] 18:07	this justification over and over again it's like oh we just need to dig more eventually God will prove it
[144] 18:15	and the reason sort of they were so attached to this
[145] 18:20	is because say first king six one became a kind of shibboleth test in
[146] 18:28	fundamentalist circles there's there's sort of two great shibble tests in and what I mean is
[147] 18:36	Purity tests essentially theological Purity tests and there's two great sort of
[148] 18:41	theological Purity tests that sort of run around in in fundamentalist circles uh one is that if
[149] 18:49	you read the book of Revelation literally I don't know how you do that
[150] 18:55	um then you would read the rest of the New Testament and the Bible literally
[151] 19:00	well the corollary for that for the Old Testament is that if you read the old test first
[152] 19:09	king six one literally then you're gonna read the rest the Old Testament literally
[153] 19:14	so this became two basically two fundamental doctrinal Purity tests
[154] 19:20	of how you read the Bible so if you read those things literally you're likely to read everything else literally
[155] 19:28	so it became part in parcel to anti-liberal
[156] 19:35	ideology now I'm no friend of of literal higher
[157] 19:41	criticism not even close but even so
[158] 19:47	um that's sort of a step too far so
[159] 19:54	essentially that's why this is still alive is because there is a lot of traditional
[160] 20:01	baggage yeah recent tradition you know only about 100 years old
[161] 20:06	but baggage nonetheless and it all boils down to the whole idea
[162] 20:12	of how do we read the Bible what's your hermeneutical basis
[163] 20:18	though that's that's kind of why people
[164] 20:24	didn't abandon the idea even though it was no longer sustainable
[165] 20:29	so anyway I hope that answered your question thank you very much for the questions a really great question and
[166] 20:35	it's one that doesn't need to be asked more
[167] 20:40	okay our next not super chat here is from Crystal malice
[168] 20:47	and he asks what is known about the L of the amorites in contrast with his
[169] 20:53	Canaanite or yogurtic counterparts and could it be related to why God reveals himself with L names well
[170] 21:01	there's actually two questions there the the second question is could it be
[171] 21:06	relate could it the mention of L be related to why God relates himself with L names almost certainly
[172] 21:13	uh given that we now realize that Hebrew directly descended from the Amorite
[173] 21:20	language and the amorites did have as a primary God l
[174] 21:25	it really does make sense that God revealed himself using L names like El
[175] 21:31	Elion El Shaddai Etc now
[176] 21:37	that's what we know what we don't know is what elements to
[177] 21:44	the amorites we know it meant God uh and and their highest God was named l
[178] 21:51	but what does that look like in comparison to say Canaanite or
[179] 21:58	um the Miss at Garrett is an open question we actually don't know enough about Amorite Legend
[180] 22:06	to really sort of tease this out at least to to
[181] 22:12	to draw any meaningful contrasts but like for example we know from say
[182] 22:18	the eucharitic uh myth you have the ball cycle where L is sort of the king of the
[183] 22:23	Gods the head God but he's really almost takes a second
[184] 22:28	fiddle position to the ball cycle itself so ball is really the main god in
[185] 22:36	Eucharistic myth even though L is the highest God in the father God
[186] 22:41	as such though we don't know if if amoritic
[187] 22:48	Legend has that same sort of rule between say l and other deities or if it
[188] 22:54	is something special we just don't know we lack the data here to to to to really understand this
[189] 23:03	so anyway that's sort of going to be the limits of this question here so thank you very much for the uh for
[190] 23:09	the question it's a great question and I wish we knew more because it would be very very helpful here
[191] 23:17	are fourth non-super chat is from daffa rafaeli who asks
[192] 23:24	uh and took this question because it's kind of related to the tonight's theme
[193] 23:29	do you agree that pharaoh and Joseph time was not supposed to be called Pharaoh yet yes
[194] 23:35	because the term Pharaoh did not was not used as a term for a king like in the
[195] 23:41	New Kingdom in Moses's time yeah that is correct what we have here is what's called a
[196] 23:46	retrojection and retrojections are really really common in literature of all kinds
[197] 23:53	now what is a retrojection a retrojection is when you use the terms
[198] 23:59	of the present day to refer to something in the past and we do this all the time and it's
[199] 24:07	invisible for us like for example we might talk about
[200] 24:12	um say pre-columbus cultures in America
[201] 24:20	okay well North America was not called America prior to Amerigo Vespucci
[202] 24:29	you know they called the new world but it had a completely it had no name
[203] 24:35	prior to to say Columbus Vespucci
[204] 24:41	Okay so you know we use that retrojection when
[205] 24:47	we talk about say pre-columbian cultures in America
[206] 24:52	because it makes sense to our modern readership and when Genesis was written it's sort
[207] 25:02	of clear that it's written after the reign of Satan Moses III and
[208] 25:08	probably at the time of Moses when all of this is being put to pen so we see a lot of these retrojections
[209] 25:16	in Genesis uh and Pharaoh is just one retrojection
[210] 25:23	because clearly at the time of the hixos when Joseph would have been in Egypt that would be Dynasty 15.
[211] 25:30	there was no such title as pharaoh likewise There Was You Know It also says
[212] 25:37	in Genesis you know talks about the land of Ramses well the ROMs the ramacai dynasty had
[213] 25:44	not actually come to power yet so that too is a retrojection it's
[214] 25:50	basically taking terms familiar with the current readership to refer to things
[215] 25:55	the past it's not an anachronism specifically because it's not trying to purport that
[216] 26:03	this is how it actually went down only that it gives a frame of reference
[217] 26:09	so that the current reader can understand it so anyway
[218] 26:16	um I hope that helps thank you very much for the question it's a great question it's a question we can actually get
[219] 26:21	fairly often but again it's good to make that distinction here between retrojection and say reduction because
[220] 26:28	they're different and they have different um
[221] 26:34	they're they're different literary processes too like for example usually
[222] 26:39	with retrojections It's usually the the present writer that does that retrojection the guy who's actually
[223] 26:44	writing out the original Source text as opposed to a redaction that's later on corrected in the text
[224] 26:51	so anyway I hope that helped thank you very much for the question
[225] 26:58	okay our fifth non-super check here is from Wolf who asks
[226] 27:04	in second Samuel 24 1 God orders David to count the Israelites
[227] 27:10	and First Chronicles 21 it is Satan how does one resolve this apparent
[228] 27:16	contradiction I was wondering when someone was going to ask this one
[229] 27:23	because this has been a Hot Topic recently I've seen a lot of chatter on the internet about this particular
[230] 27:29	question um and there's actually more than one
[231] 27:35	solution to this this inconsistency I hate to say it's a contradiction because it's not really a
[232] 27:41	contradiction because there is there is more than one solution to this now there's as far as I
[233] 27:46	can figure out there's at least two solutions to this that are internally
[234] 27:51	consistent with a text as a whole now
[235] 27:56	there is uh one's potential solution that
[236] 28:03	that it says that Satan here in first Chronicles one has the definite article
[237] 28:09	so it's hasatan the Satan basically not the name of a
[238] 28:16	Divine entity but the job function
[239] 28:21	so in that particular case hasatan means the adversary or an adversary
[240] 28:29	so the so the so a difference here would be say in in second Samuel 24 1 it's
[241] 28:35	attributing that the source of these the adversary was
[242] 28:41	God himself but the the means through which it was done
[243] 28:47	was through the um the placement of an adversarial entity
[244] 28:55	basically similar to what happened to to to um Balaam son of peor
[245] 29:03	where Balaam has basically traveling on his donkey to go prophesy against Israel
[246] 29:09	and is placed in his path
[247] 29:14	and it's an angel of some Angelic being of some kind and then what happens is you know it
[248] 29:22	gets off is his donkey the donkey says yeah you want to go through there you're nuts
[249] 29:27	and the the hasitan you know basically tells Balaam hey I've been put here uh
[250] 29:35	to kill you should you come try to pass and it was God who sent that adversary
[251] 29:42	against Balaam so you could have that situation here
[252] 29:47	happening in second Samuel 24 1 and First Chronicles 1. okay now the other
[253] 29:54	alternative here and this also happens too is that
[254] 30:00	a deceiving Spirit could have been sent and we have a couple instances of of this sort of thing happen too where it
[255] 30:06	is a matter of secondary causes where basically God says okay we need to
[256] 30:15	deceive this person for the the end goal any volunteers
[257] 30:21	and a deceiving Spirit might have come up and said hey you know this sounds like fun I'll do this
[258] 30:28	okay so that's happened to and that's what's called in theology a secondary cause
[259] 30:33	where God is is not actually basically doing it himself
[260] 30:39	but he's enlisting a volunteer to to do it you know
[261] 30:47	on on the behalf of the greater end so there's two possible outcomes here
[262] 30:55	now the thing with secondary causes is what God
[263] 31:00	unless you take a very fatalist point of view here that God allows evil without necessarily
[264] 31:08	sanctioning it the idea here is that this needs to happen but I don't want to
[265] 31:14	happen but if they're if we're going to do this is there a volunteer that will do it
[266] 31:22	so there there is that that sort of and this is this is something that's
[267] 31:28	delineated in say the Westminster Confession where it probably is probably the best sort of source that actually talks about
[268] 31:35	that primary versus secondary causes so
[269] 31:40	two possible solutions to this one is sort of the Balaam approach
[270] 31:46	of the hasatan and the other is a secondary cause approach to it so it's
[271] 31:53	unclear from the text which one it is here but either one could be could
[272] 31:58	resolve the apparent uh inconsistency here so and I I hope that answers the
[273] 32:04	question thank you very much for the question uh it's a very very interesting question and I was definitely wondering
[274] 32:09	when someone was going to ask this because as I said it's been a very very hot topic on the internet recently
[275] 32:16	okay so that covers our first five uh questions of the night we're gonna now
[276] 32:23	get into the Super chats at our first Super Chat here
[277] 32:29	is from Rorick for 4.99 thank you very much for the Super Chat
[278] 32:39	what would you say the literacy rate in Israel at the time of Jesus do you think
[279] 32:45	it was as low as some Scholars as Airmen claim it was ooh interesting question
[280] 32:53	uh thank you very much for Super Chat I have heard or uh airman's claim
[281] 32:59	claiming it it was exceptionally low I've also heard other Scholars like Alan
[282] 33:08	Millard and Lawson younger basically take the opposite view of this claiming it was very high
[283] 33:15	now there are certain things about literacy in Jesus's time that we do have to take into account
[284] 33:23	first of all there is the a there's the available public libraries
[285] 33:30	one of the things is that with the Roman Empire spread also the institutions of the
[286] 33:36	Roman Empire one of those institutions was public libraries yeah okay we make a big deal at the
[287] 33:43	library Alexandria but that was a part of a wider Hellenistic literacy movement
[288] 33:48	that was all over the ancient near East and it was a literary movement that the
[289] 33:55	Romans really embraced they really embraced that so public libraries were available
[290] 34:01	all across the Roman Empire so I think that that's something we need
[291] 34:07	to keep in mind is that you could go to a library pull scroll up and read it if you could
[292] 34:14	read it uh the second thing we have to keep in mind is the synagogue movement
[293] 34:21	now the synagogue movement required that men in the synagogue had to be able to
[294] 34:27	take a scroll open it up and read it as part of the liturgical
[295] 34:34	process and read it out loud as part of the liturgical process
[296] 34:40	of participating in a synagogue so literacy was part of second temple
[297] 34:47	period Hellenism or second temple period Judaism
[298] 34:52	the other thing I want to keep in mind too is we look at say
[299] 34:58	things such as um qumran
[300] 35:03	now where we we talk about qumran kind
[301] 35:09	of like it was a monastic community that was preserving these Scrolls and I think
[302] 35:15	there's more going on at qumran than that they weren't just preserving Scrolls
[303] 35:22	they were manufacturing Scrolls essentially what they were doing was
[304] 35:28	making copies and selling them and we find in in history periods of
[305] 35:35	time especially at times when there's Peak literacy and I think during the Roman Empire of
[306] 35:42	the first century Roman Empire we were seeing like one of the things we have to understand about literacy is that
[307] 35:48	literacy isn't a slow climb from illiterate to illiterate it oscillates
[308] 35:54	it goes up then it goes down it goes up and it goes down you know there are
[309] 36:00	times when the population is very literate and then there's times when it's less so
[310] 36:07	right now we're entering a period when literacy is less so
[311] 36:13	but there are times in history when literacy is very high and during the Roman Empire this period of the Roman
[312] 36:19	Empire it was very high so people were buying personal Scrolls
[313] 36:25	for them to read cheap if you want to go cheap you went to a
[314] 36:31	library or you read from your synagogue but people did buy Scrolls for personal
[315] 36:38	use so that's really when we talk about
[316] 36:45	literacy at the time of Jesus we have to understand that this is a culture that is
[317] 36:51	is literate it is literate and the idea of of like for example even
[318] 36:59	even when interestingly enough when the Disciples of Jesus are accused of not
[319] 37:04	being literate it's not there they're not being accused of being unable to read
[320] 37:12	they're being accused of not having gone to a Yeshiva basically a formal stenhedron sanctioned
[321] 37:19	School that's what it means when it's when they're talking about literacy
[322] 37:26	so it's a very different standard of literacy we have to understand that most these people in in say Palestine were
[323] 37:34	polyglots and we have we also again have to realize that polyglottism is a normal
[324] 37:41	thing in most of world history people normally had more than one
[325] 37:47	language that they they spoke so polyglotism isn't an exceptional state but it is something that people
[326] 37:55	did pick up as Invaders came and they brought their own languages
[327] 38:01	you know in we know for example in Palestine
[328] 38:07	there was people spoke Hebrew Greek Aramaic there were some people who also
[329] 38:14	spoke Latin and Egyptian uh you even had a few Egyptians rolling
[330] 38:20	through so you know there was a lot of languages
[331] 38:25	floating around in the ecosystem and that left a lot of room for literacy
[332] 38:34	it was even ruled by the Sanhedrin that Greek was acceptable for a language
[333] 38:42	for prayer and and liturgical use within the Jewish
[334] 38:47	temple so Greek and Hebrew were part of the
[335] 38:54	religious makeup of first century Judaism
[336] 39:03	but you're not going to start reading Greek without some level of literacy it just isn't going to happen
[337] 39:11	so with that said literacy was very high at this point in
[338] 39:17	time so I don't buy airmen's claims I just don't buy them
[339] 39:22	there's enough evidence here to suggest the opposite so anyway thank you very much for the
[340] 39:29	Super Chat I hope that helped and uh I hope that uh sort of shed some light on
[341] 39:34	this because I think you know we should pay attention to the fact that the culture of this time was a very very
[342] 39:41	literate it's even you can even see this in say the early writings of the Church Father
[343] 39:48	High literate style of that writing now this these were not uh illiterate
[344] 39:54	men not even close oh also
[345] 40:00	ancient people being oh yeah yeah there is that too there's
[346] 40:07	there my producer did bring up here that there is a cultural bias here of presuming that the people of the past
[347] 40:15	were illiterate and stupid it's cultural bias
[348] 40:22	oh yeah and she reminds me here of Rudolph boltman's idiot statement that
[349] 40:29	uh people of the 20th century were so Advanced culturally and intellectually
[350] 40:36	because they had to Telegraph yeah that didn't age well
[351] 40:45	my favorite thing about 100 yeah it was pretty funny I'll admit [Laughter]
[352] 40:51	yeah who's the last person here who used the telegraph uh good one
[353] 40:58	all right so uh on to the next Super Chat here but
[354] 41:03	anyway thank you very much for the question very much appreciate this
[355] 41:10	all right
[356] 41:19	okay our next Super Chat here is from ask somewhere for 4.99 thank you very much for the Super Chat
[357] 41:26	you should do a video on why Genesis 1 to 11 should be considered mythal hitch Street I actually should do a whole
[358] 41:33	series on Genesis 1 to 11. I mean let's be blood there's a lot of stuff in there
[359] 41:39	I don't think this is something you can adequately capture in one video but I think this is something where a
[360] 41:47	whole series of videos might actually be really helpful but again
[361] 41:52	I do this stuff part time writing a series on why Genesis 1-11 should be
[362] 41:58	considered mythal history is going to be difficult give my current time constraints
[363] 42:04	so while I think it needs to be done well I think it should be done
[364] 42:09	doing it under my current circumstances is a whole different matter
[365] 42:16	uh there's still there's some still some videos I want to do on say evidence for the Exodus
[366] 42:22	that I still want to finish I mean that series isn't done it's more than just drop because I lack
[367] 42:28	the time to complete it so you know again this is sort of the
[368] 42:34	difference between what a full-time Creator can do for what a part-time Creator to do
[369] 42:39	and if you're a part-time Creator you sort of have to pick and choose what topics that you can accomplish in a
[370] 42:46	certain time frame so there's their strategic their strategic and tactical decisions you
[371] 42:52	have to make that you know even though there's lots of topics you want to do there's I mean I really wanna
[372] 42:58	do a series on the Book of Revelation really want to do that because I've done I've taught it a
[373] 43:04	couple times and it's some really fascinating stuff in the Book of Revelation really really fascinating
[374] 43:14	but it takes time to do it well and confidently so
[375] 43:19	again we are we are all sort of limited by what we can and cannot do here
[376] 43:26	so anyway uh if the Lord provides the time the the income and all that yeah
[377] 43:34	anything's possible but I'd love to do it I'd love to absolutely do it we are getting close
[378] 43:48	yes where my producer also brought up the fact that we're getting very very close to the 10 000 subscriber mark
[379] 43:56	uh we have noticed that at certain sort of subscriber marks YouTube starts
[380] 44:03	promoting videos a lot more and that always helps uh we we noticed this at the 7 500
[381] 44:09	subscriber Mark where as soon as we hit 7 500 subscriber Mark uh we got this
[382] 44:14	sort of quantum sort of leap in news in views
[383] 44:20	so again circumstances can change you know maybe God will bless maybe he won't
[384] 44:28	we'll leave this up to God if God wants this he'll make it happen so anyway thank you very much for the
[385] 44:33	Super Chat very much appreciate it okay our next one here is also from
[386] 44:39	Addison Weir for 499 thank you very much to Super Chat did people in the ancient Aries take
[387] 44:46	their myths literally how do we know one way or the other
[388] 44:53	that's hard to say because you can't really get into this Inside the Minds of
[389] 44:59	what people are thinking as they're hearing this I think the best answer to this is
[390] 45:06	sometimes yes sometimes no some people back then really did
[391] 45:13	understand that these were stories that had greater significance than just
[392] 45:22	say their literal views it seems to be the case that when we do
[393] 45:27	find this once especially especially when people start you know really talking about this stuff they during the
[394] 45:35	Hellenistic period it's really clear that not everybody took these literally
[395] 45:44	one of the things that I think really is a terrifying thing among say modern
[396] 45:52	academic researchers is the idea that ancient people were not even stupid
[397] 45:59	okay there was I was sitting in a lecture once
[398] 46:05	and it was talking about the statues that you find in some Egyptian temples
[399] 46:11	now there's an example of this at the Oriental Institute the statue of Horus and it has a hole
[400] 46:18	drilled in the back which was connected to a golden beak and connected to that golden Beak was a
[401] 46:24	string and as you know someone would make a ask the uh
[402] 46:30	God horse for an oracle you know an answer to a question and the priest would pull the string
[403] 46:35	move the mouth and then speak on behalf of horse and I heard this researcher who will
[404] 46:42	name rename name nameless to protect the guilty who basically said oh yeah the the the
[405] 46:49	ancient people were fooled by this it was just an elaborate hoax to fool the
[406] 46:55	people with this religious addiction now
[407] 47:01	it was a religious fiction but they weren't fooled
[408] 47:07	nobody is fooled by this okay
[409] 47:12	and I think this is a really important thing that we have to understand about the people of the past
[410] 47:19	they knew what a human voice was they recognized a human voice they weren't
[411] 47:24	fooled by this not the slightest but they also suspended disbelief
[412] 47:34	to participate in the religious fiction and that's a very very different thing
[413] 47:41	because what there's what that means is that they were saying okay I know there's a priest behind the statue
[414] 47:48	I know it's his voice because I meet him on the street every day and I recognize his his wobbly voice
[415] 47:56	but he is speaking in the stead of a God in this place
[416] 48:05	it's a kind of sacredotalism a priest being an intermediary foreign
[417] 48:12	God they are participating in a religious fiction
[418] 48:18	or the sacredotal benefit that's not primitive
[419] 48:26	that's a very very sophisticated kind of religious belief
[420] 48:35	and I think modern researchers do the ancient people an incredible disj
[421] 48:42	Injustice when they think it's that these people took everything literally everything naively and they were stupid
[422] 48:57	they're they're materials yeah it is a materialist it is
[423] 49:03	a materials point of view that's being superimposed upon ancient cultures
[424] 49:08	again cultural bias it's cultural bias and and I think it's it it's really sort
[425] 49:16	of shameful that that we take this View modern Monarch scholarship often takes this View
[426] 49:22	it's it's crazy it's crazy ancient people were a lot more sophisticated than that
[427] 49:28	so when it comes down to your question here what we know from the ancient world is that sometimes they took it literally
[428] 49:34	sometimes they didn't it depends
[429] 49:40	there was large virtuosity in their texts so we know they could use figurative
[430] 49:45	language and if they could use figurative language they knew the difference between taking
[431] 49:52	something literally and not taking something literally so
[432] 49:58	yeah uh patui puts it right yeah silly naturalistic metaphysical Prejudice that's exactly what it is
[433] 50:05	silly nationalistic metaphysical prejudice could have said it better myself
[434] 50:11	so anyway that's how we know is because when they did relate these things they basically told us
[435] 50:18	so you can take that or leave it but again I think I think modern academic biases
[436] 50:25	here are just Justice to the past so anyway thank you very much for the Super Chat very much
[437] 50:31	appreciate and I hope that helped
[438] 50:38	ass and we're for 4.99 uh you you're you're donating a lot and we really really appreciate it and thank you very
[439] 50:44	much for the Super Chat how do you select which questions get made into YouTube shorts okay we do
[440] 50:51	actually have a selection criteria for this now most of the questions uh come from
[441] 50:56	these live streams and we take the live streams and we do go through them and we look for questions that are first of all
[442] 51:03	could be interesting to a wider audience so that's the first thing we look for could it be is it interesting to a wire
[443] 51:10	audience is the answer sure enough to be made compressed into 60 Seconds
[444] 51:17	because that's one of the limits of YouTube shorts it has to be less than 60 seconds uh we also put post these on
[445] 51:25	Twitter or not Twitter um tick tock Tick Tock allows up to two minutes but
[446] 51:32	we only make them for specifically for the YouTube standards so they have to be under 60 Seconds
[447] 51:40	so is it is it uh interesting is will it appeal to a wider audience
[448] 51:47	and is it under 60 Seconds also have we has it ever been addressed
[449] 51:52	before so if it has been addressed before we usually just go move on to the next question because we want to make
[450] 51:58	sure that our shorts are sort of show new content
[451] 52:03	so that's that's basically our our criteria here you know is it is it short
[452] 52:10	is it unique does it have white appeal and can we use it for both Tick Tock and
[453] 52:17	and YouTube so anyway that's our selection criteria thank you very much for the Super Chat really appreciate it
[454] 52:28	okay the next Super Chat here is for 19.99 thank you very much for the Super Chat
[455] 52:34	one could argue that because the phrase the heavens and the Earth as used in Genesis 1 is a merism that refers to
[456] 52:42	totality yeah possibly this necessarily includes an emphasis on
[457] 52:48	the material origin of the universe thoughts no it does not necessarily
[458] 52:53	include that yes it you can use it as a merism
[459] 52:58	um I think I think there is that there's no question about that but that doesn't include uh that does not
[460] 53:05	imply material origin only that
[461] 53:11	that you have the totality there so
