[0] 0:00	[Music] foreign
[177] 21:44	just because you believe in an early date does not mean I won't be your friend that I will completely dismiss
[178] 21:50	your scholarship um what's this in there there is there is
[179] 21:55	one that's just his name is not slipping him up in mind at the moment but see if I can look them up here
[180] 22:03	very quickly it'll just take me a moment to look this guy up because um
[181] 22:23	there is one here let's see and
[182] 22:36	let me just a second here just we just need them I just need my mind uh
[183] 22:56	Randall price okay Randall price um I think Randall price does some
[184] 23:02	decent work I vehemently do not agree with his uh is
[185] 23:09	uh dating of The Exodus but I like him as a person I get along
[186] 23:14	very well with him personally I like him I think he's a nice guy um
[187] 23:20	he's not trying to bury you every time you meet him or start a fight
[188] 23:26	okay but um so I mean I can I can I can sit around
[189] 23:31	and I can have a I have a you know a Coca-Cola with him and you know he he doesn't drink
[190] 23:39	um and uh you know I can I can enjoy his company you know now
[191] 23:44	he's a strange guy to be around I'll I'll admit that you know he will he will
[192] 23:50	uh um he will break the rules
[193] 23:55	at archaeological sites where he's not in like when he's in Israel he'll follow the rules for archeology to the T when
[194] 24:02	he gets to Egypt he'll act like there's no rules so he'll climb pyramids and do all that stuff that you're not supposed to do
[195] 24:09	um
[196] 24:14	he'll get you kicked off the site if you're not careful
[197] 24:22	but yeah that's uh that's one early date proponent I do actually like um and apart from his I mean he's and
[198] 24:29	he's done some good archaeological work too I just don't think he's right on the
[199] 24:34	early date and he doesn't think I'm right on late date so you know it's it's fair you know
[200] 24:40	it's fair but you know um and it's it's really unfortunate that
[201] 24:46	guys like what you find at Associates for biblical research sort of taint it for the rest of them
[202] 24:54	um they they do really taint the water for the rest of it they have made it in US versus them kind of thing
[203] 25:00	and you know a winner take all of proposition and I don't think it needs to be that I think this could be nothing but a
[204] 25:08	bland intellectual debate it really could be but
[205] 25:14	sometimes people just don't go there so anyway thank you very much for the Super Chat very much appreciate and um I hope
[206] 25:21	that sort of explained it
[207] 25:29	okay
[208] 25:38	Allison we're for 4.99 thank you much for the Super Chat have you ever thought about interviewing
[209] 25:43	other Scholars I've thought about it and I don't want
[210] 25:49	to go there now here's here's my here's my here's my thoughts on this
[211] 25:54	um I'm kind of how do I say this I'm a very strong introvert
[212] 26:01	very very strong introvert now my producer and I have very good interactions because I know where and I
[213] 26:08	trust her and um she knows how to get the best out of me
[214] 26:15	20 years but they finally get the best out of him [Laughter]
[215] 26:24	okay so um
[216] 26:31	yeah um it's it's not something it's not something I really want
[217] 26:39	capturing Egypt what your Pharaoh didn't tell you I love that
[218] 26:46	from your rod
[219] 26:52	yeah uh I mean I I know there are there are uh there are YouTube channels there
[220] 27:00	that out there that are highly successful at interviewing Scholars uh it's just not something I feel I mean
[221] 27:07	I know people there out there that um have a knack for this who have an incredible knack for this
[222] 27:14	uh anchorberg had an incredible knack for this um
[223] 27:20	I think um I think there's some YouTubers like uh Michael Jones who have an incredible
[224] 27:26	knack for this I don't think I do so I want to go with
[225] 27:31	my strengths you know we're strong at answering questions we're strong at teaching that's our
[226] 27:37	strengths so we're gonna double down on the strengths you know and we're also we're also good at making that teaching
[227] 27:44	entertaining and it's that's a bit hard to do with
[228] 27:50	Scholars sometimes so I want to stay focused on the kind of material and audience that we've built
[229] 27:57	up here so anyway that's why we don't interview Scholars on there on here and
[230] 28:03	um we've thought of it but it's not something that we've taken that sort of
[231] 28:08	pains to pursue because it's again doesn't play to my strengths so and I thank you very much for the
[232] 28:14	Super Chat very very much appreciate it
[233] 28:24	mouthwash for five dollars thank you very much for the Super Chat is there evidence or proof that it's
[234] 28:31	Pharaoh's Griffith believes to be concurrent ruled the same city oh yeah lots of it
[235] 28:37	that would would be a death blow to the city Dynasty hypothesis oh yeah I mean nobody nobody believes in the city
[236] 28:44	Dynasty hypothesis anymore only only valkovsky people who follow
[237] 28:50	velikovsky or cordville still do they're it they're the last people who still believe in the city the dynasty
[238] 28:57	hypothesis I mean not even David roll believes in the city Dynasty hypothesis I mean this
[239] 29:04	is not so so um like for example we have a lot of
[240] 29:10	Records basically of King's ruling from certain places I mean I mean I'm not a
[241] 29:17	matter though Maximus but even he lists the cities that these people ruled in so you know if you took that for face
[242] 29:24	value you know you'd have problems but we know that the 13th Dynasty ruled from
[243] 29:30	ichetawi we also know that the 12th Dynasty ruled from ichitawi
[244] 29:36	so there's going to be an issue there and part of the 11th Dynasty ruled from ichitawe
[245] 29:43	we also know that almost all the kings of Egypt had their administrative centers at Memphis
[246] 29:49	so now you have overlapping administrations and basically you know you can go to the biographies of these
[247] 29:55	these administrators and they'll tell you hey you know I did such and such a thing in Memphis
[248] 30:00	so you know when you have these extended biographies where you have viziers of two different
[249] 30:08	dynasties claiming to have ruled from a certain Regional capital that's going to be an issue if those are
[250] 30:16	concurrent dynasties Memphis Tennessee yeah
[251] 30:23	it's not that Memphis it's not that Egypt Memphis it's Tennessee
[252] 30:28	and Georgia
[253] 30:35	so uh yeah this is this has been totally debunk I mean there's nobody who's credible that
[254] 30:42	believes this and again it comes down to Extended biography I mean it's easy to try to
[255] 30:48	view horn the Kings into that sort of framework I mean it doesn't work when
[256] 30:54	you really think about it but people people will buy it people will buy it because it's a sort of presented as sort
[257] 31:01	of matter of fact you know without the details but once you start getting into
[258] 31:06	Associated biography then's problem because
[259] 31:12	Egypt had a large cumbersome Administration
[260] 31:17	absolutely massive Administration so to have several Kings with massive
[261] 31:22	Administrations Ah that's going to be a mission that's gonna be an issue
[262] 31:28	each King's gonna have his own armies hmm yeah that's going to go well
[263] 31:35	King's ruling from the same place both have separate armies yeah that's that's not gonna last too long
[264] 31:42	I mean we look at the ptolema maze you know um you know Cleopatra and her
[265] 31:47	brothers and you know to co-regions you know they were both made ruler King over Egypt what happened
[266] 31:55	is they ended up splitting the Army between them and started fighting so that's what happens when you get two
[267] 32:02	kings ruling from the same place with the same with two different armies
[268] 32:07	bad stuff happens
[269] 32:15	so there's just no way that this thing can his hypothesis can be true not all
[270] 32:21	so and plus to be very honest it's the synchronistic data doesn't support it
[271] 32:28	so because the syncretistic data doesn't support it you're just going to have further problems trying to get this city
[272] 32:34	high Dynasty hypothesis to work because the the synchronisms are going
[273] 32:40	to point you to other regions in time so
[274] 32:46	again it's one of those pseudoscientific theories it's it's pseudo-history
[275] 32:52	so anyway thank you very much for the Super Chat very much appreciate and I hope that helped
[276] 33:07	okay uh add somewhere for 199 thank you very much for the Super Chat sponsoring David
[277] 33:14	Bond's question okay let me see it find it
[278] 33:27	hmm let's see here David Bond
[279] 33:33	there is okay
[280] 33:39	thoughts on Dr Ralston interview that dropped on Sean McDowell today I did see it
[281] 33:45	wow oh wow um I I will first disclose that I'm
[282] 33:52	friends with uh with Ralston um he's a very good friend and a convention buddy and I sometimes see him
[283] 33:57	at like Azor and um so yeah I I've talked to uh
[284] 34:03	Ralston quite a bit I love him he's a great guy um and he's an evidentialist he's a pure
[285] 34:09	evidentialist and I I love I mean I'm an Evidence myself so uh
[286] 34:15	yeah I I appreciate his points of view and you know ever since uh I I first
[287] 34:21	came in contact with Ralston over his um his scathing critique
[288] 34:29	of Douglas petrovich's book so and he'll tell it to you as it is
[289] 34:36	he will totally tell you it as it is he'll he will be straight up he will not
[290] 34:41	use the word blunt but he can be blunt so he is uh he's an excellent scholar
[291] 34:49	and um um I really enjoyed the interview today and he's he's right he's absolutely
[292] 34:57	right about that amulet there's nothing on it and epigraphers don't
[293] 35:03	normally argue over whether there's writing on it it's not because it's obvious when it is there's either
[294] 35:09	writing on it or there isn't you might debate what the writing says
[295] 35:14	you might debate what the characters how the characters spelled or or word spacing
[296] 35:20	yeah but you know there's never I mean appearancers never argue
[297] 35:27	that means unheard of for them to argue over whether or not there's anything on there at all
[298] 35:32	in this case there's nothing on there at all uh what was the other thing that was
[299] 35:37	interesting I think really think about this interview was
[300] 35:42	uh some of the little things that slipped off from McDowell okay like for
[301] 35:48	example he starts off by saying Stripling is a friend yeah well
[302] 35:54	he's an abr's pocket yeah of course of course he's a friend um
[303] 36:00	he also you know tried to throw strippling a lot of lifeboats along the
[304] 36:05	way and he does that when things are going when it's too unevenly balanced
[305] 36:10	I mean I noticed that in my debate with with Titus Kennedy which was going very very wrong for Titus Kennedy
[306] 36:17	but uh McDowell kept on trying to
[307] 36:24	level the playing field by throwing life life uh life rings to to Titus
[308] 36:32	our but you know and he he'll do that you know McDowell will do that he will throw
[309] 36:38	a Lifeline to it to any side he sees is not faring so well
[310] 36:46	if it's Society wants to fare better okay so
[311] 36:52	I think I think that is a real issue there with that approach because here's here's one thing I don't like about the
[312] 36:59	way McDowell does things he treats All Views as he at least he on in theory
[313] 37:06	All Views as equal and not all views are equal I mean that's just
[314] 37:12	that's just that's just a given you know we debate these I mean part of
[315] 37:18	being in a pluralism is we debate ideas and select the best
[316] 37:25	you know the best ones rise to the top they have the most evidence they have the most make the most logical sense
[317] 37:31	they're the best supported so by definition in a plural pluralism
[318] 37:40	all all the value of all ideas is inherently different
[319] 37:47	they're not all equal I noticed this too about McDonald's books
[320] 37:53	is that they treat all the ideas in the books as being equal without any
[321] 37:59	critical evaluation of them you know basically he also say oh well
[322] 38:06	both are acceptable you know and you know that's a kind of a
[323] 38:11	coward's way out because you're not taking stand for anything
[324] 38:17	you're you're not you're not saying oh this view is better than that view you're just saying
[325] 38:23	hey you know they're all the valuable uh yeah Sweden uh big deal seems very
[326] 38:32	affirming to the cursive animal amulet yes he was in the first interview and he was really reticent in this
[327] 38:39	interview to say anything bad about it of course now he had an opposite side because he had an opposite side now he's
[328] 38:45	trying to level that playing field to say they're all equal the criticisms are equal to the affirmations of the curse amulet
[329] 38:54	and that's not going to fly I just simply not going to fly one is going to
[330] 39:00	one idea is going to be better than the other hmm
[331] 39:12	I'm gonna put that on up uh
[332] 39:19	yep that's yep that's McDowell in a nutshell
[333] 39:26	yeah I stood for nothing so I fell for everything Katy Perry yep
[334] 39:31	there's truth to that There's real real truth to that which is why on this channel we don't
[335] 39:38	treat every argument equally we take sides we take sides because we understand
[336] 39:46	on this channel that some ideas are inherently better than others
[337] 39:52	it has to be if you have if you want a pluralism that's the definition of a pluralism
[338] 39:58	you debate the ideas lots of speech dumb ideas rise to the top the others
[339] 40:04	are discarded so
[340] 40:11	you know so I I don't always appreciate McDowell's approaches to these subjects
[341] 40:19	and he was showing a bit of that today on that interview with Ralston where
[342] 40:25	he was um he was basically trying to give wiggle room
[343] 40:32	for Stripling and you know because as I said again
[344] 40:38	um Stripling is a good friend of his so he wanted to make sure that strictly had a Saving Face out and Ralston was
[345] 40:45	not having anything of it you know in fact Ralston was quite emphatic
[346] 40:51	that there's nothing on this thing and that epigraphers don't
[347] 40:58	they are really sort of black and white when it comes to the evidence there there the evidence is there or
[348] 41:06	it's not if there's an inscription that they didn't expect or whatever they'll just
[349] 41:11	roll with it they'll just roll with it but they care about the evidence
[350] 41:17	and that's the way it should be you know and I wish there were more uh
[351] 41:24	more of that in say for example the feel of biblical studies I'm glad it's in the field of
[352] 41:30	epigraphy I'm glad it's in the field of epigraphy because it needs that
[353] 41:36	um it needs that sort of absolute it's there or it isn't there it needs that
[354] 41:43	you've got the evidence to show an inscription or you don't have the
[355] 41:49	evidence and the evidence is you've got a picture that has letters on it
[356] 41:56	not a Rorschach test
[357] 42:01	okay and it was clear very clear from the pictures and even though the high-res ones that were released by Gershon Galil
[358] 42:08	showed nothing and that's saying something you know if
[359] 42:13	it's if you don't see anything on a high-risk uh x-ray tomograph
[360] 42:19	uh scan WOW um you don't have a good case
[361] 42:24	you just don't have a good case so anyway I want to thank David Bond for a great
[362] 42:31	question I also want to thank uh the sponsor which was uh as we're so thank you very
[363] 42:37	much for that Super Chat very very much appreciate it
[364] 42:46	the next one it's right let's get up here
[365] 42:57	oh um I should have one other thing to this this this comment too which came out which is actually an update there's
[366] 43:04	an update to this whole Fiasco so uh I didn't want that this to slip by
[367] 43:10	and that update is that the authors of the of the paper which is Scott
[368] 43:17	Stripling um Peter vanderveen and Gershon Galil
[369] 43:22	are the committee to um that translated the the the Hamlet is
[370] 43:29	reforming okay to re-examine the epigraphy
[371] 43:36	okay minus one member [Laughter]
[372] 43:43	on the translation committee minus one I think you guys can probably guess
[373] 43:49	which guy's getting the boot
[374] 43:55	hahaha
[375] 44:00	so yeah one of them's getting the boot and I I'm pretty sure I know who it is
[376] 44:05	that's getting the boot on that committee it's not Scott Stripling I'll tell you that [Laughter]
[377] 44:15	boy it would be something it would be Scott scribbling but no he's not getting the boot on this one
[378] 44:24	that would be an interesting development but it won't be him
[379] 44:31	so um yeah so yeah they've announced this already so they're they're going to
[380] 44:37	reevaluate it and uh
[381] 44:43	and yeah asking where the guy that disagreed with a lot of it
[382] 44:48	my guess is going to be girchangela gets the boot okay uh he's gonna get the boot
[383] 44:54	and the reason they're gonna give him the boot was Hermann vanderveen kept
[384] 45:01	fighting there was a lot of infighting between the two and uh Stripling
[385] 45:09	ultimately deferred to Galil because Galileo brought more
[386] 45:15	um street cred to the project they didn't know that there was there
[387] 45:22	were issues with the guy so um you know
[388] 45:28	Stripling kept telling vanderveen you Pat him on it on the head and say yeah yeah maybe next time
[389] 45:34	you know treating treating Vander being like the junior partner in this
[390] 45:40	and they pretty much knuckled under to anything Khalil said so because because he made a fuss
[391] 45:46	so my thought is that um galil's hitting the pavement
[392] 45:53	and they will they'll continue on using vanderveen who also is Dreadful I mean
[393] 45:58	don't get me wrong I mean easy he says he's as Dreadful in this in this particular Venture as as Galil just he's
[394] 46:07	different so anyway uh so that's that's that's the uh next
[395] 46:14	sort of step of the Saga as we're going to get another uh in the near future we're gonna get
[396] 46:20	another set of epigraphy so this is just the gift that keeps on giving
[397] 46:25	[Laughter] all right next Super Chat
[398] 46:37	uh next Super Chat here is from David Bond for five dollars thank you very much for the Super Chat are there any develops with the Amorite
[399] 46:44	tablet from the Mana machine alert no there haven't been any more uh developments of this
[400] 46:51	um they've published the full they've done the full publication already okay the full publication's already done
[401] 46:58	so now what it's going to come down to is new Scholars coming along and taking that and applying it to other things
[402] 47:06	now one of the things that I think is going to be really really interesting is
[403] 47:11	basically because we're dealing with a new grammar here we're dealing with an entirely new grammar
[404] 47:17	is to see where that new grammar can be applied and if it can be applied to other
[405] 47:23	inscriptions that we have based maybe a different script for that could be very exciting and very interesting
[406] 47:30	so there isn't there isn't a lot that we have um uh that's been done on this since that
[407] 47:38	original publication foreign potential is at least there for it
[408] 47:43	so so you know
[409] 47:48	um yeah I think I really think that uh that this this one actually this was the most exciting Discovery uh of the year
[410] 47:55	so you know um you know that um that one is just really my favorite
[411] 48:01	because there's a lot to work with here it's an awful lot to work with so it's going to take time for Scholars
[412] 48:07	to digest this as well uh there's gonna be also some Scholars out there that disagree with parts of it
[413] 48:12	so that's this is all part of the peer review process so I'm very much looking forward to new
[414] 48:19	developments as they come out but nothing new so far so what I mean thank you very much for that Super Chat of
[415] 48:25	five dollars I really appreciate it and it's a great question
[416] 48:44	okay next one is from Captain set for two dollars thank you much Super Chat
[417] 48:51	he says good evening question in the live chat okay
[418] 48:58	um let's see where Captain Seb there it is I found it
[419] 49:04	yeah and he asks does the lack of mention of the
[420] 49:10	characters and events of Genesis 1 through 11 in earlier prophetic texts
[421] 49:15	indicate a late origin of Genesis 1 through 11.
[422] 49:21	um no not really that would be just an absence of
[423] 49:27	evidence uh argument anyway so you know you keep
[424] 49:33	the lack of a mention doesn't actually show anything now
[425] 49:39	if you um
[426] 49:45	um if you look at that like for example uh Wilson brought up today on he on his
[427] 49:52	interview some good inscriptions that should be talked about
[428] 49:57	um and one of those is the inscription that includes the
[429] 50:05	um the name um uh Balaam Sunapee or the Seer okay
[430] 50:10	fascinating little inscription um eighths I think it was eight seventh or 8th century
[431] 50:17	what's so interesting about that is you know it makes note of at least a
[432] 50:22	tradition of a real person named Balaam uh that was a seer and his father's name
[433] 50:30	okay now prior to the discovery of that particular inscription
[434] 50:35	it was thought that Balaam was just a legend because no one else referred to him
[435] 50:41	he wasn't referred to in prophetic texts outside of say uh pentateuch and
[436] 50:48	um Joshua and all right really not even Joshua just pentative so he was thought he was
[437] 50:54	just a a legend he was just a legend you know with no sort of
[438] 51:01	historical basis at all well you know all it takes is one one text to come up and you can decide to
[439] 51:07	see okay yeah this might have been a real dude so
[440] 51:14	or at least at least a well-known and well-established Legend based on maybe someone who might not
[441] 51:20	be so far-fetched so just because it doesn't mention
[442] 51:26	somebody you can't assume it's late period that's that would be faulty reasoning
[443] 51:32	again that's an argument from absence of evidence you arguing that something didn't exist
[444] 51:38	early because you don't find it you know at all
[445] 51:45	yeah that's really embarrassing when you do find it
[446] 51:51	so I mean this is this is that absence of evidence argument has trapped so many archaeologists
[447] 51:57	in this sort of of and they think they're being critical
[448] 52:04	they think they're being analytical and critical and really questioning the
[449] 52:11	basis of the text when they're just applying bad logic essentially
[450] 52:17	and bad reasoning you know you might get lucky you might
[451] 52:23	get lucky it might be right but you've got a whole lot of
[452] 52:28	possibility being wrong and a lot of Scholars have been tripped
[453] 52:34	up because they use that absence of evidence argument
[454] 52:40	either saying something did exist or something did not the problem is an absence of evidence doesn't tell you anything at all
[455] 52:47	only the presence of evidence tells you with something exists or not you know
[456] 52:52	actually that's one of the interesting things about this is that the presence of evidence can show you something that
[457] 52:59	that wasn't there because something else was there in its place
[458] 53:05	so that can happen too but you need positive evidence not negative evidence negative evidence
[459] 53:12	is not evidence at all absence of evidence is not evidence it's nothing that's an rd4 doesn't argue against
